date,statusList,zscore,ADAUSDT_position,ADAUSDT_price,TRXUSDT_position,TRXUSDT_price,init,total_asset,pnl,return
2020-01-01,0,,0.0,0.03348,0.0,0.01322,200000,200000.0,0.0,1.0
2020-01-02,0,,0.0,0.03269,0.0,0.01284,200000,200000.0,0.0,1.0
2020-01-03,0,,0.0,0.03417,0.0,0.01344,200000,200000.0,0.0,1.0
2020-01-04,0,,0.0,0.03434,0.0,0.01344,200000,200000.0,0.0,1.0
2020-01-05,0,,0.0,0.0346,0.0,0.01353,200000,200000.0,0.0,1.0
2020-01-06,0,,0.0,0.03732,0.0,0.01472,200000,200000.0,0.0,1.0
2020-01-07,0,,0.0,0.037,0.0,0.01434,200000,200000.0,0.0,1.0
2020-01-08,0,,0.0,0.03631,0.0,0.01402,200000,200000.0,0.0,1.0
2020-01-09,0,,0.0,0.03616,0.0,0.01398,200000,200000.0,0.0,1.0
2020-01-10,0,,0.0,0.03693,0.0,0.01469,200000,200000.0,0.0,1.0
2020-01-11,0,,0.0,0.03678,0.0,0.0146,200000,200000.0,0.0,1.0
2020-01-12,0,,0.0,0.03792,0.0,0.01503,200000,200000.0,0.0,1.0
2020-01-13,0,,0.0,0.03682,0.0,0.01464,200000,200000.0,0.0,1.0
2020-01-14,0,,0.0,0.04161,0.0,0.01677,200000,200000.0,0.0,1.0
2020-01-15,0,,0.0,0.04275,0.0,0.01729,200000,200000.0,0.0,1.0
2020-01-16,0,,0.0,0.04168,0.0,0.01734,200000,200000.0,0.0,1.0
2020-01-17,0,,0.0,0.0449,0.0,0.01758,200000,200000.0,0.0,1.0
2020-01-18,0,,0.0,0.04489,0.0,0.01766,200000,200000.0,0.0,1.0
2020-01-19,0,,0.0,0.042,0.0,0.01665,200000,200000.0,0.0,1.0
2020-01-20,2,2.0673183407568243,0.0,0.04378,0.0,0.01661,200000,200000.0,0.0,1.0
2020-01-21,2,2.0748536651721263,0.0,0.04602,0.0,0.01732,200000,200000.0,0.0,1.0
2020-01-22,2,1.3504596150350776,0.0,0.04575,0.0,0.01743,200000,200000.0,0.0,1.0
2020-01-23,2,1.5995037026987189,0.0,0.04318,0.0,0.01628,200000,200000.0,0.0,1.0
2020-01-24,2,2.3817751128600744,0.0,0.04495,0.0,0.01639,200000,200000.0,0.0,1.0
2020-01-25,2,1.3430415240109717,0.0,0.04314,0.0,0.01613,200000,200000.0,0.0,1.0
2020-01-26,1,1.0401625390252278,-2233638.597274961,0.04477,5938242.280285035,0.01684,200000,200000.0,0.0,1.0
2020-01-27,2,2.2265261781980814,0.0,0.04796,0.0,0.01713,200000,205403.2168640245,5403.216864024493,1.0270160843201224
2020-01-28,2,2.187769063211755,0.0,0.0529,0.0,0.0186,200000,205403.2168640245,5403.216864024493,1.0270160843201224
2020-01-29,2,1.9347167224179795,0.0,0.05329,0.0,0.01866,200000,205403.2168640245,5403.216864024493,1.0270160843201224
2020-01-30,2,1.8129999041053197,0.0,0.05614,0.0,0.0195,200000,205403.2168640245,5403.216864024493,1.0270160843201224
2020-01-31,2,1.632681694688971,0.0,0.0539,0.0,0.01867,200000,205403.2168640245,5403.216864024493,1.0270160843201224
2020-02-01,2,1.734098401987736,0.0,0.0561,0.0,0.01907,200000,205403.2168640245,5403.216864024493,1.0270160843201224
2020-02-02,2,1.4092838001332761,0.0,0.0557,0.0,0.01909,200000,205403.2168640245,5403.216864024493,1.0270160843201224
2020-02-03,2,1.5247027914785822,0.0,0.05696,0.0,0.0192,200000,205403.2168640245,5403.216864024493,1.0270160843201224
2020-02-04,1,1.0813332147895482,-1833629.8595253036,0.05601,5335148.489974663,0.01925,200000,205403.21686402452,5403.216864024522,1.0270160843201226
2020-02-05,1,0.7005799518243007,-1833629.8595253036,0.05933,5335148.489974663,0.02076,200000,219546.94221751025,19546.94221751025,1.0977347110875513
2020-02-06,0,-0.8238289943567695,0.0,0.06008,0.0,0.02271,200000,194406.47661698016,-5593.523383019841,0.9720323830849008
2020-02-07,0,-0.4061081646564039,0.0,0.05987,0.0,0.02204,200000,194406.47661698016,-5593.523383019841,0.9720323830849008
2020-02-08,0,-0.22701543499553395,0.0,0.06002,0.0,0.02179,200000,194406.47661698016,-5593.523383019841,0.9720323830849008
2020-02-09,0,0.13867651172069587,0.0,0.06188,0.0,0.02206,200000,194406.47661698016,-5593.523383019841,0.9720323830849008
2020-02-10,0,-0.66099785671387,0.0,0.06029,0.0,0.02216,200000,194406.47661698016,-5593.523383019841,0.9720323830849008
2020-02-11,0,-0.12395971661526926,0.0,0.06335,0.0,0.02272,200000,194406.47661698016,-5593.523383019841,0.9720323830849008
2020-02-12,0,0.396701700433598,0.0,0.06817,0.0,0.02393,200000,194406.47661698016,-5593.523383019841,0.9720323830849008
2020-02-13,0,0.5750700904152768,0.0,0.06867,0.0,0.02391,200000,194406.47661698016,-5593.523383019841,0.9720323830849008
2020-02-14,-2,-1.4429874040671622,0.0,0.07074,0.0,0.02639,200000,194406.47661698016,-5593.523383019841,0.9720323830849008
2020-02-15,-1,-1.1297376369541334,1512655.4358619682,0.06426,-4111812.1111882436,0.02364,200000,194406.47661698016,-5593.523383019841,0.9720323830849008
2020-02-16,-1,-0.5918424069735596,1512655.4358619682,0.06146,-4111812.1111882436,0.02223,200000,184373.38631979123,-15626.613680208771,0.9218669315989562
2020-02-17,-1,-0.5699591052636287,1512655.4358619682,0.06019,-4111812.1111882436,0.02179,200000,180643.1165873237,-19356.88341267631,0.9032155829366184
2020-02-18,-1,-0.40182549467675693,1512655.4358619682,0.06274,-4111812.1111882436,0.02262,200000,187913.19200105796,-12086.807998942037,0.9395659600052898
2020-02-19,0,0.3478215577820437,0.0,0.05737,0.0,0.0202,200000,190684.03890758153,-9315.961092418467,0.9534201945379077
2020-02-20,2,1.3448484177845375,0.0,0.05815,0.0,0.0198,200000,190684.03890758153,-9315.961092418467,0.9534201945379077
2020-02-21,1,1.0335759786062286,-1628942.7550622034,0.05853,4729266.8379856525,0.02016,200000,190684.03890758153,-9315.961092418467,0.9534201945379077
2020-02-22,1,1.113479347211055,-1628942.7550622034,0.05825,4729266.8379856525,0.02002,200000,189565.8375788461,-10434.162421153887,0.9478291878942305
2020-02-23,1,0.904601402707382,-1628942.7550622034,0.06145,4729266.8379856525,0.02133,200000,200973.79395280633,973.7939528063289,1.0048689697640316
2020-02-24,2,1.8246550156521684,0.0,0.05906,0.0,0.01988,200000,192871.5732824005,-7128.426717599505,0.9643578664120025
2020-02-25,2,1.572941404097542,0.0,0.05603,0.0,0.01891,200000,192871.5732824005,-7128.426717599505,0.9643578664120025
2020-02-26,2,1.8057092246508255,0.0,0.04915,0.0,0.01636,200000,192871.5732824005,-7128.426717599505,0.9643578664120025
2020-02-27,0,0.9482532281029059,0.0,0.04986,0.0,0.01701,200000,192871.5732824005,-7128.426717599505,0.9643578664120025
2020-02-28,0,0.11000947181931259,0.0,0.04885,0.0,0.0171,200000,192871.5732824005,-7128.426717599505,0.9643578664120025
2020-02-29,0,0.09579034390566082,0.0,0.0471,0.0,0.01648,200000,192871.5732824005,-7128.426717599505,0.9643578664120025
2020-03-01,0,-0.8564563604625264,0.0,0.04561,0.0,0.01643,200000,192871.5732824005,-7128.426717599505,0.9643578664120025
2020-03-02,0,-0.6085354086425073,0.0,0.04923,0.0,0.01759,200000,192871.5732824005,-7128.426717599505,0.9643578664120025
2020-03-03,0,-0.3062764843465437,0.0,0.04866,0.0,0.01723,200000,192871.5732824005,-7128.426717599505,0.9643578664120025
2020-03-04,0,-0.9348282576067168,0.0,0.04898,0.0,0.01774,200000,192871.5732824005,-7128.426717599505,0.9643578664120025
2020-03-05,0,-0.06825890786538666,0.0,0.05096,0.0,0.01789,200000,192871.5732824005,-7128.426717599505,0.9643578664120025
2020-03-06,0,-0.4828771768003142,0.0,0.05174,0.0,0.01833,200000,192871.5732824005,-7128.426717599505,0.9643578664120025
2020-03-07,0,0.09667429557180207,0.0,0.04879,0.0,0.01699,200000,192871.5732824005,-7128.426717599505,0.9643578664120025
2020-03-08,0,0.803642192118875,0.0,0.04291,0.0,0.01465,200000,192871.5732824005,-7128.426717599505,0.9643578664120025
2020-03-09,-2,-1.549113682547887,0.0,0.04156,0.0,0.01504,200000,192871.5732824005,-7128.426717599505,0.9643578664120025
2020-03-10,-2,-1.5725064370687363,0.0,0.04146,0.0,0.01508,200000,192871.5732824005,-7128.426717599505,0.9643578664120025
2020-03-11,-2,-2.1948321348935553,0.0,0.03969,0.0,0.01489,200000,192871.5732824005,-7128.426717599505,0.9643578664120025
2020-03-12,0,-0.8983414464277285,0.0,0.02329,0.0,0.00841,200000,192871.5732824005,-7128.426717599505,0.9643578664120025
2020-03-13,0,-0.8812000560307762,0.0,0.02843,0.0,0.01029,200000,192871.5732824005,-7128.426717599505,0.9643578664120025
2020-03-14,-2,-1.8140245629910443,0.0,0.02582,0.0,0.00973,200000,192871.5732824005,-7128.426717599505,0.9643578664120025
2020-03-15,-2,-1.8541192606665793,0.0,0.02693,0.0,0.01026,200000,192871.5732824005,-7128.426717599505,0.9643578664120025
2020-03-16,-2,-2.363490159403803,0.0,0.02423,0.0,0.00961,200000,192871.5732824005,-7128.426717599505,0.9643578664120025
2020-03-17,-2,-1.7709491664759447,0.0,0.02575,0.0,0.01002,200000,192871.5732824005,-7128.426717599505,0.9643578664120025
2020-03-18,-2,-1.7234458033391515,0.0,0.02607,0.0,0.01022,200000,192871.5732824005,-7128.426717599505,0.9643578664120025
2020-03-19,-1,-1.1270700465772117,3182699.2290825164,0.0303,-8291985.093826333,0.01163,200000,192871.5732824005,-7128.426717599505,0.9643578664120025
2020-03-20,-1,-0.9525981659571261,3182699.2290825164,0.02946,-8291985.093826333,0.01127,200000,187212.9912961937,-12787.008703806292,0.9360649564809685
2020-03-21,-1,-0.7821795876307935,3182699.2290825164,0.02948,-8291985.093826333,0.01123,200000,186944.9658770223,-13055.034122977697,0.9347248293851115
2020-03-22,-1,-0.7144116569490302,3182699.2290825164,0.02703,-8291985.093826333,0.0103,200000,171435.80662851164,-28564.193371488363,0.8571790331425582
2020-03-23,-1,-1.045762929480939,3182699.2290825164,0.02925,-8291985.093826333,0.01137,200000,187373.822967469,-12626.177032531006,0.9368691148373449
2020-03-24,-1,-0.5298989803664508,3182699.2290825164,0.03023,-8291985.093826333,0.01151,200000,191653.74612510554,-8346.253874894464,0.9582687306255276
2020-03-25,-1,-0.7945247822963776,3182699.2290825164,0.02945,-8291985.093826333,0.01139,200000,188176.20251516206,-11823.797484837938,0.9408810125758104
2020-03-26,-1,-0.7592654902687401,3182699.2290825164,0.03086,-8291985.093826333,0.01196,200000,197390.23993164938,-2609.760068350617,0.986951199658247
2020-03-27,-1,-0.7780260834586773,3182699.2290825164,0.02882,-8291985.093826333,0.01121,200000,184678.5446839513,-15321.455316048698,0.9233927234197565
2020-03-28,-1,-0.2747514293139415,3182699.2290825164,0.02975,-8291985.093826333,0.01139,200000,189131.01228388678,-10868.987716113217,0.9456550614194339
2020-03-29,0,0.09542549429028058,0.0,0.02806,0.0,0.01066,200000,191957.5940145338,-8042.405985466205,0.959787970072669
2020-03-30,0,-0.46048816738500375,0.0,0.02965,0.0,0.01145,200000,191957.5940145338,-8042.405985466205,0.959787970072669
2020-03-31,0,0.2588573521949687,0.0,0.03045,0.0,0.01157,200000,191957.5940145338,-8042.405985466205,0.959787970072669
2020-04-01,2,1.2400011594247669,0.0,0.03097,0.0,0.01158,200000,191957.5940145338,-8042.405985466205,0.959787970072669
2020-04-02,2,1.5205907327943415,0.0,0.03188,0.0,0.01196,200000,191957.5940145338,-8042.405985466205,0.959787970072669
2020-04-03,2,2.220446130890863,0.0,0.03231,0.0,0.01194,200000,191957.5940145338,-8042.405985466205,0.959787970072669
2020-04-04,2,1.9703684700093327,0.0,0.03244,0.0,0.01197,200000,191957.5940145338,-8042.405985466205,0.959787970072669
2020-04-05,-2,-1.607182550722993,0.0,0.0319,0.0,0.01257,200000,191957.5940145338,-8042.405985466205,0.959787970072669
2020-04-06,0,-0.08609325293543982,0.0,0.03592,0.0,0.01375,200000,191957.5940145338,-8042.405985466205,0.959787970072669
2020-04-07,0,0.6554085902128898,0.0,0.03525,0.0,0.0133,200000,191957.5940145338,-8042.405985466205,0.959787970072669
2020-04-08,0,0.4798779264982912,0.0,0.03639,0.0,0.01376,200000,191957.5940145338,-8042.405985466205,0.959787970072669
2020-04-09,1,1.1916292430581696,-2660903.7152000805,0.03607,7135970.037715011,0.01345,200000,191957.5940145338,-8042.405985466205,0.959787970072669
2020-04-10,1,0.6950176025719915,-2660903.7152000805,0.03321,7135970.037715011,0.01248,200000,177425.51845247802,-22574.48154752198,0.8871275922623901
2020-04-11,1,0.9051610184137053,-2660903.7152000805,0.03343,7135970.037715011,0.0125,200000,178153.63667057635,-21846.36332942365,0.8907681833528818
2020-04-12,1,0.20022152719958475,-2660903.7152000805,0.03347,7135970.037715011,0.01266,200000,179401.82802521874,-20598.17197478126,0.8970091401260937
2020-04-13,0,-0.019223783911988934,0.0,0.03311,0.0,0.01257,200000,190360.97265073078,-9639.027349269221,0.9518048632536539
2020-04-14,0,0.4821226578154191,0.0,0.03312,0.0,0.01245,200000,190360.97265073078,-9639.027349269221,0.9518048632536539
2020-04-15,0,-0.6382292288616032,0.0,0.03185,0.0,0.01219,200000,190360.97265073078,-9639.027349269221,0.9518048632536539
2020-04-16,0,0.06564693536202898,0.0,0.03446,0.0,0.01302,200000,190360.97265073078,-9639.027349269221,0.9518048632536539
2020-04-17,0,0.40483801964855887,0.0,0.03432,0.0,0.01289,200000,190360.97265073078,-9639.027349269221,0.9518048632536539
2020-04-18,2,1.7925498762668397,0.0,0.03654,0.0,0.01339,200000,190360.97265073078,-9639.027349269221,0.9518048632536539
2020-04-19,2,1.9902034536693711,0.0,0.03549,0.0,0.0129,200000,190360.97265073078,-9639.027349269221,0.9518048632536539
2020-04-20,2,1.4444665487825692,0.0,0.03391,0.0,0.0124,200000,190360.97265073078,-9639.027349269221,0.9518048632536539
2020-04-21,2,1.7998658163583896,0.0,0.03454,0.0,0.01249,200000,190360.97265073078,-9639.027349269221,0.9518048632536539
2020-04-22,2,2.2948813914573694,0.0,0.03664,0.0,0.01298,200000,190360.97265073078,-9639.027349269221,0.9518048632536539
2020-04-23,2,3.2203943408633595,0.0,0.04088,0.0,0.01361,200000,190360.97265073078,-9639.027349269221,0.9518048632536539
2020-04-24,2,2.4275759537627044,0.0,0.04165,0.0,0.01392,200000,190360.97265073078,-9639.027349269221,0.9518048632536539
2020-04-25,2,2.2478589995866147,0.0,0.04222,0.0,0.01396,200000,190360.97265073078,-9639.027349269221,0.9518048632536539
2020-04-26,2,2.746678553975375,0.0,0.04593,0.0,0.01426,200000,190360.97265073078,-9639.027349269221,0.9518048632536539
2020-04-27,2,2.1510085986308587,0.0,0.04648,0.0,0.01452,200000,190360.97265073078,-9639.027349269221,0.9518048632536539
2020-04-28,2,1.2772216899624909,0.0,0.04679,0.0,0.01528,200000,190360.97265073078,-9639.027349269221,0.9518048632536539
2020-04-29,2,1.5879534027798299,0.0,0.05146,0.0,0.01624,200000,190360.97265073078,-9639.027349269221,0.9518048632536539
2020-04-30,2,1.2523370570048116,0.0,0.04752,0.0,0.01519,200000,190360.97265073078,-9639.027349269221,0.9518048632536539
2020-05-01,2,1.4818077814235011,0.0,0.05091,0.0,0.01581,200000,190360.97265073078,-9639.027349269221,0.9518048632536539
2020-05-02,0,0.9141110189970296,0.0,0.0509,0.0,0.01635,200000,190360.97265073078,-9639.027349269221,0.9518048632536539
2020-05-03,0,0.6157835173591799,0.0,0.04898,0.0,0.01599,200000,190360.97265073078,-9639.027349269221,0.9518048632536539
2020-05-04,0,0.46113808071909645,0.0,0.04942,0.0,0.01623,200000,190360.97265073078,-9639.027349269221,0.9518048632536539
2020-05-05,0,0.6957127554906193,0.0,0.04945,0.0,0.0159,200000,190360.97265073078,-9639.027349269221,0.9518048632536539
2020-05-06,0,0.8021589415885179,0.0,0.04889,0.0,0.01554,200000,190360.97265073078,-9639.027349269221,0.9518048632536539
2020-05-07,0,0.9980994961619608,0.0,0.05123,0.0,0.01603,200000,190360.97265073078,-9639.027349269221,0.9518048632536539
2020-05-08,0,0.9254103293613155,0.0,0.05201,0.0,0.01627,200000,190360.97265073078,-9639.027349269221,0.9518048632536539
2020-05-09,0,0.8619796002190946,0.0,0.05145,0.0,0.01609,200000,190360.97265073078,-9639.027349269221,0.9518048632536539
2020-05-10,2,1.7197520026557584,0.0,0.04755,0.0,0.01426,200000,190360.97265073078,-9639.027349269221,0.9518048632536539
2020-05-11,2,2.2016149401458893,0.0,0.04779,0.0,0.01398,200000,190360.97265073078,-9639.027349269221,0.9518048632536539
2020-05-12,2,2.343662230980403,0.0,0.05043,0.0,0.01455,200000,190360.97265073078,-9639.027349269221,0.9518048632536539
2020-05-13,2,1.7939598858966221,0.0,0.05147,0.0,0.01501,200000,190360.97265073078,-9639.027349269221,0.9518048632536539
2020-05-14,1,1.0273427693891148,-1867016.2088145427,0.05098,6233168.718098585,0.01527,200000,190360.97265073078,-9639.027349269221,0.9518048632536539
2020-05-15,2,1.2066244173098268,0.0,0.05026,0.0,0.01488,200000,191447.65678044275,-8552.343219557253,0.9572382839022138
2020-05-16,2,1.295236732708353,0.0,0.051,0.0,0.01497,200000,191447.65678044275,-8552.343219557253,0.9572382839022138
2020-05-17,2,1.2508255332437468,0.0,0.05129,0.0,0.015,200000,191447.65678044275,-8552.343219557253,0.9572382839022138
2020-05-18,2,1.804451151736765,0.0,0.05434,0.0,0.01537,200000,191447.65678044275,-8552.343219557253,0.9572382839022138
2020-05-19,2,2.1373663832365684,0.0,0.05677,0.0,0.01553,200000,191447.65678044275,-8552.343219557253,0.9572382839022138
2020-05-20,2,2.3468644605561138,0.0,0.05689,0.0,0.015,200000,191447.65678044275,-8552.343219557253,0.9572382839022138
2020-05-21,2,1.5024488734223667,0.0,0.05207,0.0,0.01421,200000,191447.65678044275,-8552.343219557253,0.9572382839022138
2020-05-22,2,1.6973363972100866,0.0,0.05576,0.0,0.01484,200000,191447.65678044275,-8552.343219557253,0.9572382839022138
2020-05-23,1,1.1903682244804341,-1743603.431515872,0.0549,6398651.6303623915,0.01496,200000,191447.65678044275,-8552.343219557253,0.9572382839022138
2020-05-24,1,0.8256189660613852,-1743603.431515872,0.05125,6398651.6303623915,0.01421,200000,180284.515532638,-19715.484467361995,0.90142257766319
2020-05-25,1,1.0030634560118432,-1743603.431515872,0.0539,6398651.6303623915,0.01472,200000,188168.37695763994,-11831.623042360065,0.9408418847881996
2020-05-26,1,0.9738732942496114,-1743603.431515872,0.05355,6398651.6303623915,0.01458,200000,186662.30452835863,-13337.695471641375,0.9333115226417932
2020-05-27,2,1.271347046805643,0.0,0.05513,0.0,0.0147,200000,193512.33499358562,-6487.665006414376,0.9675616749679281
2020-05-28,2,3.0324194942593317,0.0,0.06502,0.0,0.01514,200000,193512.33499358562,-6487.665006414376,0.9675616749679281
2020-05-29,2,2.501295534095985,0.0,0.06469,0.0,0.015,200000,193512.33499358562,-6487.665006414376,0.9675616749679281
2020-05-30,2,2.82136309549145,0.0,0.07691,0.0,0.01638,200000,193512.33499358562,-6487.665006414376,0.9675616749679281
2020-05-31,2,2.2310427152946013,0.0,0.0739,0.0,0.01582,200000,193512.33499358562,-6487.665006414376,0.9675616749679281
2020-06-01,2,2.0078565527509364,0.0,0.08093,0.0,0.01707,200000,193512.33499358562,-6487.665006414376,0.9675616749679281
2020-06-02,2,1.8445108047847774,0.0,0.07872,0.0,0.01637,200000,193512.33499358562,-6487.665006414376,0.9675616749679281
2020-06-03,2,1.9932507483028081,0.0,0.08558,0.0,0.01691,200000,193512.33499358562,-6487.665006414376,0.9675616749679281
2020-06-04,2,2.0043566657458483,0.0,0.08882,0.0,0.01687,200000,193512.33499358562,-6487.665006414376,0.9675616749679281
2020-06-05,2,1.4707465370375363,0.0,0.08517,0.0,0.01685,200000,193512.33499358562,-6487.665006414376,0.9675616749679281
2020-06-06,2,1.3253351123814519,0.0,0.08614,0.0,0.01704,200000,193512.33499358562,-6487.665006414376,0.9675616749679281
2020-06-07,0,0.7588693452680868,0.0,0.08657,0.0,0.0182,200000,193512.33499358562,-6487.665006414376,0.9675616749679281
2020-06-08,0,0.7798769288348751,0.0,0.08648,0.0,0.01794,200000,193512.33499358562,-6487.665006414376,0.9675616749679281
2020-06-09,0,0.5537052172225885,0.0,0.08291,0.0,0.01754,200000,193512.33499358562,-6487.665006414376,0.9675616749679281
2020-06-10,0,0.5200863741289123,0.0,0.0836,0.0,0.0176,200000,193512.33499358562,-6487.665006414376,0.9675616749679281
2020-06-11,0,0.5098893073152538,0.0,0.07527,0.0,0.01573,200000,193512.33499358562,-6487.665006414376,0.9675616749679281
2020-06-12,0,0.5257414398122282,0.0,0.07948,0.0,0.01644,200000,193512.33499358562,-6487.665006414376,0.9675616749679281
2020-06-13,0,0.2550088467231366,0.0,0.07906,0.0,0.01668,200000,193512.33499358562,-6487.665006414376,0.9675616749679281
2020-06-14,0,0.13210750914566846,0.0,0.07642,0.0,0.01616,200000,193512.33499358562,-6487.665006414376,0.9675616749679281
2020-06-15,0,0.4194292646093111,0.0,0.07824,0.0,0.01606,200000,193512.33499358562,-6487.665006414376,0.9675616749679281
2020-06-16,0,0.5245167254410921,0.0,0.07925,0.0,0.01613,200000,193512.33499358562,-6487.665006414376,0.9675616749679281
2020-06-17,2,1.5119963104953698,0.0,0.08349,0.0,0.01621,200000,193512.33499358562,-6487.665006414376,0.9675616749679281
2020-06-18,2,1.2978663420959373,0.0,0.08176,0.0,0.01602,200000,193512.33499358562,-6487.665006414376,0.9675616749679281
2020-06-19,0,0.8228877626264881,0.0,0.07987,0.0,0.01586,200000,193512.33499358562,-6487.665006414376,0.9675616749679281
2020-06-20,0,0.42773349611799194,0.0,0.07953,0.0,0.01597,200000,193512.33499358562,-6487.665006414376,0.9675616749679281
2020-06-21,0,0.22654042993903897,0.0,0.07841,0.0,0.01582,200000,193512.33499358562,-6487.665006414376,0.9675616749679281
2020-06-22,1,1.016029549529647,-1158063.046041805,0.08355,5906969.932649135,0.01638,200000,193512.33499358562,-6487.665006414376,0.9675616749679281
2020-06-23,1,0.5152467110000201,-1158063.046041805,0.08276,5906969.932649135,0.0165,200000,193306.30157913052,-6693.698420869478,0.9665315078956526
2020-06-24,2,1.646023421533014,0.0,0.08254,0.0,0.01593,200000,195000.8277867755,-4999.17221322449,0.9750041389338775
2020-06-25,2,1.2892080601692966,0.0,0.08167,0.0,0.0159,200000,195000.8277867755,-4999.17221322449,0.9750041389338775
2020-06-26,0,0.9549801647328208,0.0,0.08062,0.0,0.01585,200000,195000.8277867755,-4999.17221322449,0.9750041389338775
2020-06-27,0,0.420113519688635,0.0,0.07738,0.0,0.01544,200000,195000.8277867755,-4999.17221322449,0.9750041389338775
2020-06-28,0,0.841247191329249,0.0,0.08028,0.0,0.01577,200000,195000.8277867755,-4999.17221322449,0.9750041389338775
2020-06-29,2,1.3128640621383096,0.0,0.08392,0.0,0.01619,200000,195000.8277867755,-4999.17221322449,0.9750041389338775
2020-06-30,0,0.5134188442353348,0.0,0.08299,0.0,0.01636,200000,195000.8277867755,-4999.17221322449,0.9750041389338775
2020-07-01,2,3.2810694856465843,0.0,0.09681,0.0,0.01686,200000,195000.8277867755,-4999.17221322449,0.9750041389338775
2020-07-02,2,2.1661619130455043,0.0,0.09291,0.0,0.01658,200000,195000.8277867755,-4999.17221322449,0.9750041389338775
2020-07-03,2,2.438895730498389,0.0,0.09655,0.0,0.01662,200000,195000.8277867755,-4999.17221322449,0.9750041389338775
2020-07-04,2,2.3994491842368446,0.0,0.10005,0.0,0.01682,200000,195000.8277867755,-4999.17221322449,0.9750041389338775
2020-07-05,2,1.7149611912264546,0.0,0.09813,0.0,0.01688,200000,195000.8277867755,-4999.17221322449,0.9750041389338775
2020-07-06,2,1.5662123974932305,0.0,0.10512,0.0,0.01802,200000,195000.8277867755,-4999.17221322449,0.9750041389338775
2020-07-07,2,3.0066682625138332,0.0,0.11764,0.0,0.0172,200000,195000.8277867755,-4999.17221322449,0.9750041389338775
2020-07-08,2,2.7778447749563457,0.0,0.12993,0.0,0.01791,200000,195000.8277867755,-4999.17221322449,0.9750041389338775
2020-07-09,2,1.638174394707148,0.0,0.12403,0.0,0.01856,200000,195000.8277867755,-4999.17221322449,0.9750041389338775
2020-07-10,2,1.2766830796157156,0.0,0.11846,0.0,0.01812,200000,195000.8277867755,-4999.17221322449,0.9750041389338775
2020-07-11,2,1.4864515363159014,0.0,0.12523,0.0,0.01837,200000,195000.8277867755,-4999.17221322449,0.9750041389338775
2020-07-12,2,1.5078925996567076,0.0,0.12685,0.0,0.01818,200000,195000.8277867755,-4999.17221322449,0.9750041389338775
2020-07-13,2,1.45910878570857,0.0,0.12427,0.0,0.01756,200000,195000.8277867755,-4999.17221322449,0.9750041389338775
2020-07-14,2,1.7451950905206148,0.0,0.13256,0.0,0.01765,200000,195000.8277867755,-4999.17221322449,0.9750041389338775
2020-07-15,2,1.4761768296676363,0.0,0.13069,0.0,0.01757,200000,195000.8277867755,-4999.17221322449,0.9750041389338775
2020-07-16,2,1.2371079207608804,0.0,0.12602,0.0,0.01716,200000,195000.8277867755,-4999.17221322449,0.9750041389338775
2020-07-17,0,0.8900870422407225,0.0,0.12224,0.0,0.01717,200000,195000.8277867755,-4999.17221322449,0.9750041389338775
