date,statusList,zscore,DASHUSDT_position,DASHUSDT_price,THETAUSDT_position,THETAUSDT_price,init,total_asset,pnl,return
2020-01-01,0,,0.0,41.84,0.0,0.08656,200000,200000.0,0.0,1.0
2020-01-02,0,,0.0,40.04,0.0,0.08443,200000,200000.0,0.0,1.0
2020-01-03,0,,0.0,43.92,0.0,0.08771,200000,200000.0,0.0,1.0
2020-01-04,0,,0.0,46.19,0.0,0.09394,200000,200000.0,0.0,1.0
2020-01-05,0,,0.0,51.17,0.0,0.09421,200000,200000.0,0.0,1.0
2020-01-06,0,,0.0,56.57,0.0,0.09987,200000,200000.0,0.0,1.0
2020-01-07,0,,0.0,54.62,0.0,0.09608,200000,200000.0,0.0,1.0
2020-01-08,0,,0.0,52.42,0.0,0.09873,200000,200000.0,0.0,1.0
2020-01-09,0,,0.0,50.54,0.0,0.09294,200000,200000.0,0.0,1.0
2020-01-10,0,,0.0,56.88,0.0,0.09509,200000,200000.0,0.0,1.0
2020-01-11,0,,0.0,63.46,0.0,0.09437,200000,200000.0,0.0,1.0
2020-01-12,0,,0.0,66.19,0.0,0.09589,200000,200000.0,0.0,1.0
2020-01-13,0,,0.0,69.43,0.0,0.09703,200000,200000.0,0.0,1.0
2020-01-14,0,,0.0,89.28,0.0,0.10598,200000,200000.0,0.0,1.0
2020-01-15,0,,0.0,133.6,0.0,0.10438,200000,200000.0,0.0,1.0
2020-01-16,0,,0.0,127.45,0.0,0.10368,200000,200000.0,0.0,1.0
2020-01-17,0,,0.0,113.04,0.0,0.11193,200000,200000.0,0.0,1.0
2020-01-18,0,,0.0,101.15,0.0,0.10876,200000,200000.0,0.0,1.0
2020-01-19,0,,0.0,104.92,0.0,0.1126,200000,200000.0,0.0,1.0
2020-01-20,1,1.0643100578771563,-909.835319807115,109.91,909256.2284051647,0.10998,200000,200000.0,0.0,1.0
2020-01-21,1,0.9376870460344663,-909.835319807115,110.5,909256.2284051647,0.11136,200000,201791.57643388532,1791.5764338853187,1.0089578821694265
2020-01-22,1,0.5244485110621392,-909.835319807115,107.8,909256.2284051647,0.119,200000,206281.7386554216,6281.738655421592,1.031408693277108
2020-01-23,1,0.6129570284544326,-909.835319807115,102.72,909256.2284051647,0.10858,200000,192185.32533081964,-7814.674669180356,0.9609266266540982
2020-01-24,1,0.5713620325767895,-909.835319807115,100.11,909256.2284051647,0.10494,200000,186500.96247472827,-13499.037525271735,0.9325048123736414
2020-01-25,1,0.6684144801229068,-909.835319807115,101.31,909256.2284051647,0.10189,200000,184819.53336186105,-15180.466638138954,0.9240976668093053
2020-01-26,1,0.9799590356642959,-909.835319807115,111.01,909256.2284051647,0.10222,200000,193944.99051936378,-6055.009480636218,0.9697249525968189
2020-01-27,1,0.8581137851093085,-909.835319807115,112.78,909256.2284051647,0.10459,200000,197710.3362967426,-2289.6637032573926,0.9885516814837131
2020-01-28,1,0.6977300232490512,-909.835319807115,115.91,909256.2284051647,0.10936,200000,204895.2730572315,4895.273057231505,1.0244763652861575
2020-01-29,1,1.180370784705897,-909.835319807115,121.97,909256.2284051647,0.10434,200000,205844.4088286687,5844.408828668704,1.0292220441433435
2020-01-30,1,1.1111208191413076,-909.835319807115,121.9,909256.2284051647,0.10431,200000,205753.44266943005,5753.442669430049,1.0287672133471502
2020-01-31,1,0.5626606808871409,-909.835319807115,115.85,909256.2284051647,0.10638,200000,202131.09937739567,2131.0993773956725,1.0106554968869783
2020-02-01,1,0.6265376108445391,-909.835319807115,116.7,909256.2284051647,0.10527,200000,201895.184985702,1895.1849857020134,1.0094759249285101
2020-02-02,1,0.361462754945497,-909.835319807115,114.29,909256.2284051647,0.10545,200000,199866.1479860798,-133.852013920201,0.999330739930399
2020-02-03,0,0.10736197111819092,0.0,115.34,0.0,0.10829,200000,206477.04881255736,6477.048812557361,1.0323852440627868
2020-02-04,-2,-1.3623920176208153,0.0,110.87,0.0,0.122,200000,206477.04881255736,6477.048812557361,1.0323852440627868
2020-02-05,0,-0.2020961560550756,0.0,122.98,0.0,0.122,200000,206477.04881255736,6477.048812557361,1.0323852440627868
2020-02-06,0,-0.6577559599576042,0.0,120.32,0.0,0.12425,200000,206477.04881255736,6477.048812557361,1.0323852440627868
2020-02-07,0,-0.8689972849650346,0.0,118.68,0.0,0.1245,200000,206477.04881255736,6477.048812557361,1.0323852440627868
2020-02-08,0,0.6813394666616138,0.0,126.29,0.0,0.1164,200000,206477.04881255736,6477.048812557361,1.0323852440627868
2020-02-09,0,0.160727565729217,0.0,128.51,0.0,0.12284,200000,206477.04881255736,6477.048812557361,1.0323852440627868
2020-02-10,0,-0.7094334856057463,0.0,127.58,0.0,0.13064,200000,206477.04881255736,6477.048812557361,1.0323852440627868
2020-02-11,0,-0.40168746915790765,0.0,129.2,0.0,0.12814,200000,206477.04881255736,6477.048812557361,1.0323852440627868
2020-02-12,-1,-1.0089515258304906,773.1485389521357,133.53,-746644.4232753213,0.13827,200000,206477.04881255736,6477.048812557361,1.0323852440627868
2020-02-13,-2,-2.8415184253198844,0.0,131.18,0.0,0.17192,200000,233418.53272230944,33418.532722309435,1.1670926636115473
2020-02-14,-2,-1.749620942154134,0.0,133.34,0.0,0.15827,200000,233418.53272230944,33418.532722309435,1.1670926636115473
2020-02-15,-2,-1.6918749437736382,0.0,120.73,0.0,0.14694,200000,233418.53272230944,33418.532722309435,1.1670926636115473
2020-02-16,-2,-1.4819315141333094,0.0,110.73,0.0,0.13454,200000,233418.53272230944,33418.532722309435,1.1670926636115473
2020-02-17,-2,-1.2306066051074878,0.0,114.66,0.0,0.13716,200000,233418.53272230944,33418.532722309435,1.1670926636115473
2020-02-18,-2,-1.26563099405981,0.0,115.56,0.0,0.14134,200000,233418.53272230944,33418.532722309435,1.1670926636115473
2020-02-19,-1,-1.0899542646021314,1112.8946921059855,104.87,-921582.9624222578,0.12664,200000,233418.5327223094,33418.53272230941,1.167092663611547
2020-02-20,-2,-1.2824470970503214,0.0,104.82,0.0,0.13247,200000,238847.00612783653,38847.00612783653,1.1942350306391827
2020-02-21,0,-0.7639704892722557,0.0,107.39,0.0,0.12776,200000,238847.00612783653,38847.00612783653,1.1942350306391827
2020-02-22,0,-0.9814727367464168,0.0,103.79,0.0,0.12846,200000,238847.00612783653,38847.00612783653,1.1942350306391827
2020-02-23,-2,-1.294461220111895,0.0,108.09,0.0,0.14149,200000,238847.00612783653,38847.00612783653,1.1942350306391827
2020-02-24,-2,-1.7052160430567629,0.0,103.41,0.0,0.14836,200000,238847.00612783653,38847.00612783653,1.1942350306391827
2020-02-25,-2,-1.4300886748690078,0.0,95.52,0.0,0.13481,200000,238847.00612783653,38847.00612783653,1.1942350306391827
2020-02-26,-2,-1.255651604443553,0.0,84.29,0.0,0.11839,200000,238847.00612783653,38847.00612783653,1.1942350306391827
2020-02-27,0,-0.9348375855689132,0.0,89.88,0.0,0.12192,200000,238847.00612783653,38847.00612783653,1.1942350306391827
2020-02-28,0,-0.9554885895417106,0.0,88.09,0.0,0.12082,200000,238847.00612783653,38847.00612783653,1.1942350306391827
2020-02-29,0,-0.912440693023371,0.0,85.35,0.0,0.11712,200000,238847.00612783653,38847.00612783653,1.1942350306391827
2020-03-01,0,-0.9130394108180078,0.0,84.59,0.0,0.11707,200000,238847.00612783653,38847.00612783653,1.1942350306391827
2020-03-02,-1,-1.1690458796905752,1323.105507023247,90.26,-930089.5877252202,0.1284,200000,238847.00612783653,38847.00612783653,1.1942350306391827
2020-03-03,-2,-1.6781652973398504,0.0,88.56,0.0,0.1317,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-03-04,-2,-1.675123509540276,0.0,86.88,0.0,0.13182,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-03-05,-2,-1.7894306979005155,0.0,89.87,0.0,0.14123,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-03-06,0,-0.7650777059383526,0.0,93.94,0.0,0.13477,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-03-07,-2,-1.367311172474504,0.0,88.12,0.0,0.13575,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-03-08,0,-0.9797392290600704,0.0,73.7,0.0,0.11028,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-03-09,0,-0.7283326710951086,0.0,73.65,0.0,0.10849,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-03-10,0,-0.6921035110887334,0.0,74.6,0.0,0.11022,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-03-11,0,0.3785732856704419,0.0,72.24,0.0,0.09894,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-03-12,2,2.7633387252411494,0.0,44.4,0.0,0.05167,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-03-13,2,2.126258694729983,0.0,51.16,0.0,0.06151,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-03-14,0,0.7416708758912297,0.0,45.97,0.0,0.061,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-03-15,0,0.8399290558256938,0.0,47.31,0.0,0.06199,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-03-16,2,1.5167029559575667,0.0,43.12,0.0,0.05307,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-03-17,2,1.2449381904770782,0.0,45.57,0.0,0.05667,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-03-18,2,3.4142774345731537,0.0,62.64,0.0,0.05667,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-03-19,2,2.007796495783742,0.0,65.47,0.0,0.06557,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-03-20,2,1.703897611626007,0.0,71.78,0.0,0.07224,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-03-21,2,1.4199553673043879,0.0,71.37,0.0,0.07283,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-03-22,2,1.29895090554952,0.0,62.44,0.0,0.06342,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-03-23,2,1.352713964351805,0.0,70.87,0.0,0.06977,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-03-24,0,0.9837828041540525,0.0,69.53,0.0,0.07122,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-03-25,0,0.8760698758478623,0.0,67.72,0.0,0.06956,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-03-26,0,0.5944409325040861,0.0,68.23,0.0,0.07231,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-03-27,0,0.5038950913248484,0.0,67.59,0.0,0.0718,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-03-28,0,0.3541954327775706,0.0,65.21,0.0,0.07,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-03-29,0,0.21857067682396983,0.0,60.46,0.0,0.06537,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-03-30,0,-0.05567629298314718,0.0,65.81,0.0,0.07265,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-03-31,0,-0.46990046658837364,0.0,64.97,0.0,0.07421,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-04-01,0,-0.31670942570446575,0.0,66.03,0.0,0.07407,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-04-02,0,-0.6420332489610462,0.0,67.51,0.0,0.07811,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-04-03,0,-0.5145429360250674,0.0,67.4,0.0,0.076,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-04-04,0,-0.8795813906721246,0.0,68.46,0.0,0.0787,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-04-05,-2,-1.4143102854338239,0.0,66.89,0.0,0.08015,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-04-06,-2,-1.4308848109164014,0.0,73.19,0.0,0.08718,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-04-07,-2,-1.2524158873254443,0.0,72.22,0.0,0.08479,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-04-08,0,-0.9990404543184688,0.0,75.52,0.0,0.08775,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-04-09,0,0.6807471715462458,0.0,82.83,0.0,0.08698,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-04-10,0,0.3417466601699183,0.0,74.1,0.0,0.07962,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-04-11,0,0.7555675558407505,0.0,74.97,0.0,0.07899,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-04-12,0,0.7069266371493843,0.0,74.1,0.0,0.07894,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-04-13,0,0.9842551602712505,0.0,73.13,0.0,0.07716,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-04-14,0,0.5916764022642185,0.0,72.32,0.0,0.07801,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-04-15,1,1.143516748889682,-1726.772143771353,70.7,1640236.3370231716,0.07443,200000,244165.58112926933,44165.581129269325,1.2208279056463467
2020-04-16,2,1.428326417326791,0.0,76.09,0.0,0.07888,200000,246173.83128444376,46173.83128444376,1.2308691564222187
2020-04-17,2,1.680194130879624,0.0,76.31,0.0,0.07762,200000,246173.83128444376,46173.83128444376,1.2308691564222187
2020-04-18,2,1.5748405206686933,0.0,80.16,0.0,0.08125,200000,246173.83128444376,46173.83128444376,1.2308691564222187
2020-04-19,2,1.3229610908486495,0.0,80.23,0.0,0.08174,200000,246173.83128444376,46173.83128444376,1.2308691564222187
2020-04-20,0,-0.4486315569618774,0.0,74.29,0.0,0.08323,200000,246173.83128444376,46173.83128444376,1.2308691564222187
2020-04-21,0,-0.8944054418469745,0.0,74.48,0.0,0.08578,200000,246173.83128444376,46173.83128444376,1.2308691564222187
2020-04-22,0,-0.6757421007002574,0.0,80.8,0.0,0.09174,200000,246173.83128444376,46173.83128444376,1.2308691564222187
2020-04-23,-2,-1.8726086388593803,0.0,81.26,0.0,0.10075,200000,246173.83128444376,46173.83128444376,1.2308691564222187
2020-04-24,-2,-1.7690570244713173,0.0,81.37,0.0,0.10163,200000,246173.83128444376,46173.83128444376,1.2308691564222187
2020-04-25,-2,-1.6380592568826002,0.0,85.78,0.0,0.10681,200000,246173.83128444376,46173.83128444376,1.2308691564222187
2020-04-26,-2,-2.145110242913431,0.0,84.12,0.0,0.11209,200000,246173.83128444376,46173.83128444376,1.2308691564222187
2020-04-27,-2,-1.7056187031629086,0.0,82.75,0.0,0.10775,200000,246173.83128444376,46173.83128444376,1.2308691564222187
2020-04-28,-2,-1.679872244667331,0.0,82.21,0.0,0.109,200000,246173.83128444376,46173.83128444376,1.2308691564222187
2020-04-29,-2,-1.6828819539675859,0.0,85.36,0.0,0.11645,200000,246173.83128444376,46173.83128444376,1.2308691564222187
2020-04-30,-2,-1.9963231671765973,0.0,80.74,0.0,0.12033,200000,246173.83128444376,46173.83128444376,1.2308691564222187
2020-05-01,-2,-1.8710444795161723,0.0,82.95,0.0,0.12735,200000,246173.83128444376,46173.83128444376,1.2308691564222187
2020-05-02,-2,-1.988223507951922,0.0,83.26,0.0,0.13928,200000,246173.83128444376,46173.83128444376,1.2308691564222187
2020-05-03,-2,-1.9410179790759023,0.0,81.07,0.0,0.14434,200000,246173.83128444376,46173.83128444376,1.2308691564222187
2020-05-04,-2,-1.7897834234349066,0.0,79.54,0.0,0.14639,200000,246173.83128444376,46173.83128444376,1.2308691564222187
2020-05-05,-2,-1.7638809022099784,0.0,79.37,0.0,0.15591,200000,246173.83128444376,46173.83128444376,1.2308691564222187
2020-05-06,-2,-1.6230288680629121,0.0,77.11,0.0,0.15461,200000,246173.83128444376,46173.83128444376,1.2308691564222187
2020-05-07,-2,-1.5739983403967597,0.0,78.76,0.0,0.16445,200000,246173.83128444376,46173.83128444376,1.2308691564222187
2020-05-08,-2,-1.3154909406326325,0.0,81.8,0.0,0.16302,200000,246173.83128444376,46173.83128444376,1.2308691564222187
2020-05-09,-2,-1.2082458061462342,0.0,79.59,0.0,0.15758,200000,246173.83128444376,46173.83128444376,1.2308691564222187
2020-05-10,-1,-1.0873820744829312,1707.1694263831052,72.1,-867358.999663321,0.14191,200000,246173.83128444376,46173.83128444376,1.2308691564222187
2020-05-11,-2,-1.21467280931378,0.0,69.73,0.0,0.14692,200000,254565.29141328495,54565.291413284955,1.2728264570664247
2020-05-12,-2,-1.554653139564698,0.0,73.31,0.0,0.17894,200000,254565.29141328495,54565.291413284955,1.2728264570664247
2020-05-13,-2,-1.2785306691150589,0.0,73.81,0.0,0.17177,200000,254565.29141328495,54565.291413284955,1.2728264570664247
2020-05-14,-1,-1.0769700333604602,1707.1170293272864,74.56,-757229.1374064042,0.16809,200000,254565.29141328495,54565.291413284955,1.2728264570664247
2020-05-15,-2,-1.4757466418303518,0.0,72.44,0.0,0.19186,200000,276183.7161116091,76183.71611160907,1.3809185805580453
2020-05-16,-1,-1.1759403467330962,1873.4480810718294,73.71,-752339.1885361185,0.18355,200000,276183.7161116091,76183.71611160907,1.3809185805580453
2020-05-17,-1,-1.1924500247692602,1873.4480810718294,75.03,-752339.1885361185,0.19206,200000,285059.07407306624,85059.07407306624,1.425295370365331
2020-05-18,-1,-1.1281149030718354,1873.4480810718294,76.2,-752339.1885361185,0.1944,200000,289011.4820290948,89011.48202909483,1.445057410145474
2020-05-19,-2,-1.4751085851358305,0.0,77.15,0.0,0.218,200000,295657.13975779124,95657.13975779124,1.478285698788956
2020-05-20,-2,-2.080959413635451,0.0,78.35,0.0,0.27895,200000,295657.13975779124,95657.13975779124,1.478285698788956
2020-05-21,-2,-1.9546077544768627,0.0,73.09,0.0,0.264,200000,295657.13975779124,95657.13975779124,1.478285698788956
2020-05-22,-2,-1.7449801077948592,0.0,74.77,0.0,0.26799,200000,295657.13975779124,95657.13975779124,1.478285698788956
2020-05-23,-2,-1.8759460607027552,0.0,73.87,0.0,0.3017,200000,295657.13975779124,95657.13975779124,1.478285698788956
2020-05-24,-2,-1.9599794692976906,0.0,71.67,0.0,0.34231,200000,295657.13975779124,95657.13975779124,1.478285698788956
2020-05-25,-2,-1.7230001372099435,0.0,73.6,0.0,0.35327,200000,295657.13975779124,95657.13975779124,1.478285698788956
2020-05-26,-2,-1.7446647292361377,0.0,72.61,0.0,0.40301,200000,295657.13975779124,95657.13975779124,1.478285698788956
2020-05-27,-1,-1.1785952808763072,2008.5403516154297,73.6,-456232.8556227876,0.32402,200000,295657.13975779124,95657.13975779124,1.478285698788956
2020-05-28,-1,-0.95462793218447,2008.5403516154297,75.06,-456232.8556227876,0.31117,200000,292727.016476397,92727.016476397,1.463635082381985
2020-05-29,-1,-0.8863420553813991,2008.5403516154297,74.16,-456232.8556227876,0.30948,200000,290148.29663394054,90148.29663394054,1.4507414831697028
2020-05-30,-1,-0.4493223530377214,2008.5403516154297,79.01,-456232.8556227876,0.2865,200000,289405.48631706374,89405.48631706374,1.4470274315853187
2020-05-31,0,0.006928883951453114,0.0,76.33,0.0,0.24692,200000,254998.27142936422,54998.27142936422,1.274991357146821
2020-06-01,0,-0.09367125264757063,0.0,80.06,0.0,0.27108,200000,254998.27142936422,54998.27142936422,1.274991357146821
2020-06-02,0,0.1423820355707335,0.0,78.26,0.0,0.25468,200000,254998.27142936422,54998.27142936422,1.274991357146821
2020-06-03,0,-0.08264896965073168,0.0,78.2,0.0,0.27607,200000,254998.27142936422,54998.27142936422,1.274991357146821
2020-06-04,0,-0.12402472589745582,0.0,78.6,0.0,0.28491,200000,254998.27142936422,54998.27142936422,1.274991357146821
2020-06-05,0,0.028171454723722705,0.0,77.81,0.0,0.27883,200000,254998.27142936422,54998.27142936422,1.274991357146821
2020-06-06,0,0.3443277584264818,0.0,78.3,0.0,0.27058,200000,254998.27142936422,54998.27142936422,1.274991357146821
2020-06-07,0,0.6500603111310521,0.0,77.99,0.0,0.26517,200000,254998.27142936422,54998.27142936422,1.274991357146821
2020-06-08,1,1.089257471462557,-1639.438545900503,77.77,500153.52155453525,0.25492,200000,254998.27142936422,54998.27142936422,1.274991357146821
2020-06-09,1,1.070769178640115,-1639.438545900503,77.42,500153.52155453525,0.25235,200000,253139.07338790392,53139.07338790392,1.2656953669395197
2020-06-10,2,1.4495365440875656,0.0,78.21,0.0,0.2392,200000,263582.03774839774,63582.037748397735,1.3179101887419886
2020-06-11,2,1.821446149869266,0.0,72.24,0.0,0.20451,200000,263582.03774839774,63582.037748397735,1.3179101887419886
2020-06-12,0,0.3450599039698035,0.0,73.27,0.0,0.25264,200000,263582.03774839774,63582.037748397735,1.3179101887419886
2020-06-13,0,0.3817517225051018,0.0,74.18,0.0,0.25154,200000,263582.03774839774,63582.037748397735,1.3179101887419886
2020-06-14,0,0.7565456510447246,0.0,72.56,0.0,0.23149,200000,263582.03774839774,63582.037748397735,1.3179101887419886
2020-06-15,0,0.5178929760936669,0.0,71.77,0.0,0.23446,200000,263582.03774839774,63582.037748397735,1.3179101887419886
2020-06-16,0,0.5907668545408613,0.0,72.63,0.0,0.23414,200000,263582.03774839774,63582.037748397735,1.3179101887419886
2020-06-17,0,0.4481981565362332,0.0,72.42,0.0,0.23479,200000,263582.03774839774,63582.037748397735,1.3179101887419886
2020-06-18,0,0.9639040032067254,0.0,71.46,0.0,0.22312,200000,263582.03774839774,63582.037748397735,1.3179101887419886
2020-06-19,0,0.493713120816943,0.0,70.1,0.0,0.22406,200000,263582.03774839774,63582.037748397735,1.3179101887419886
2020-06-20,0,0.8874188049877734,0.0,71.01,0.0,0.22138,200000,263582.03774839774,63582.037748397735,1.3179101887419886
2020-06-21,0,0.6689089250951213,0.0,70.14,0.0,0.22057,200000,263582.03774839774,63582.037748397735,1.3179101887419886
2020-06-22,0,-0.35602369855895905,0.0,72.33,0.0,0.24201,200000,263582.03774839774,63582.037748397735,1.3179101887419886
2020-06-23,-1,-1.005476687346908,1780.7190768031194,74.01,-511869.41730764316,0.25747,200000,263582.03774839774,63582.037748397735,1.3179101887419886
2020-06-24,-1,-0.658025381854314,1780.7190768031194,72.42,-511869.41730764316,0.24508,200000,254408.6323358391,54408.632335839095,1.2720431616791954
2020-06-25,-1,-0.44576019310126663,1780.7190768031194,71.11,-511869.41730764316,0.23649,200000,247678.93205055437,47678.93205055437,1.2383946602527718
2020-06-26,0,-0.19200081509243094,0.0,70.68,0.0,0.2313,200000,256116.20962321112,56116.20962321112,1.2805810481160556
2020-06-27,0,0.6196048918956287,0.0,66.92,0.0,0.20986,200000,256116.20962321112,56116.20962321112,1.2805810481160556
2020-06-28,0,-0.5292238416989758,0.0,67.7,0.0,0.22443,200000,256116.20962321112,56116.20962321112,1.2805810481160556
2020-06-29,0,-0.2979059024698556,0.0,68.93,0.0,0.226,200000,256116.20962321112,56116.20962321112,1.2805810481160556
2020-06-30,0,-0.08908867946098732,0.0,68.11,0.0,0.22173,200000,256116.20962321112,56116.20962321112,1.2805810481160556
2020-07-01,0,0.19376612946296198,0.0,68.31,0.0,0.22173,200000,256116.20962321112,56116.20962321112,1.2805810481160556
2020-07-02,0,-0.2853422445556916,0.0,66.62,0.0,0.21889,200000,256116.20962321112,56116.20962321112,1.2805810481160556
2020-07-03,0,0.0047452299169600445,0.0,66.46,0.0,0.21607,200000,256116.20962321112,56116.20962321112,1.2805810481160556
2020-07-04,0,-0.4565864707656103,0.0,67.63,0.0,0.22307,200000,256116.20962321112,56116.20962321112,1.2805810481160556
2020-07-05,0,0.4781746331868023,0.0,67.24,0.0,0.21596,200000,256116.20962321112,56116.20962321112,1.2805810481160556
2020-07-06,0,-0.22061937017441416,0.0,70.26,0.0,0.23023,200000,256116.20962321112,56116.20962321112,1.2805810481160556
2020-07-07,-2,-2.923271686025296,0.0,69.92,0.0,0.25795,200000,256116.20962321112,56116.20962321112,1.2805810481160556
2020-07-08,-2,-1.2093750741015834,0.0,72.7,0.0,0.25102,200000,256116.20962321112,56116.20962321112,1.2805810481160556
2020-07-09,0,-0.41958340513082754,0.0,71.86,0.0,0.24106,200000,256116.20962321112,56116.20962321112,1.2805810481160556
2020-07-10,0,-0.5989920741782511,0.0,71.75,0.0,0.24307,200000,256116.20962321112,56116.20962321112,1.2805810481160556
2020-07-11,-2,-1.2544341920650857,0.0,72.68,0.0,0.25334,200000,256116.20962321112,56116.20962321112,1.2805810481160556
2020-07-12,-2,-2.8783755702261273,0.0,72.05,0.0,0.2805,200000,256116.20962321112,56116.20962321112,1.2805810481160556
2020-07-13,0,-0.3900143395323404,0.0,71.84,0.0,0.24542,200000,256116.20962321112,56116.20962321112,1.2805810481160556
