date,statusList,zscore,ETHUSDT_position,ETHUSDT_price,ATOMUSDT_position,ATOMUSDT_price,init,total_asset,pnl,return
2020-07-18,-2,-1.343127147051562,0.0,235.67,0.0,4.36,200000,227939.3239213757,27939.323921375704,1.1396966196068785
2020-07-19,-1,-1.0073936948018607,476.6411357144739,239.11,-27122.718220058985,4.202,200000,227939.3239213757,27939.323921375704,1.1396966196068785
2020-07-20,-1,-0.6014903682917426,476.6411357144739,236.01,-27122.718220058985,3.881,200000,217755.3438520219,17755.343852021906,1.0887767192601094
2020-07-21,-1,-0.4873386337721394,476.6411357144739,245.59,-27122.718220058985,4.01,200000,225820.39658255415,25820.396582554153,1.1291019829127706
2020-07-22,0,0.05098623898125076,0.0,263.74,0.0,4.012,200000,211046.33628691698,11046.33628691698,1.0552316814345848
2020-07-23,0,0.5954227624801941,0.0,275.3,0.0,3.963,200000,211046.33628691698,11046.33628691698,1.0552316814345848
2020-07-24,2,1.2043612291247243,0.0,279.15,0.0,3.825,200000,211046.33628691698,11046.33628691698,1.0552316814345848
2020-07-25,2,1.866526780505662,0.0,305.26,0.0,3.917,200000,211046.33628691698,11046.33628691698,1.0552316814345848
2020-07-26,2,2.2942079037690495,0.0,311.0,0.0,3.81,200000,211046.33628691698,11046.33628691698,1.0552316814345848
2020-07-27,2,2.648727067729215,0.0,321.93,0.0,3.593,200000,211046.33628691698,11046.33628691698,1.0552316814345848
2020-07-28,2,1.829786045428086,0.0,316.77,0.0,3.751,200000,211046.33628691698,11046.33628691698,1.0552316814345848
2020-07-29,2,1.8151021040156183,0.0,317.71,0.0,3.634,200000,211046.33628691698,11046.33628691698,1.0552316814345848
2020-07-30,2,1.7853817545110633,0.0,334.87,0.0,3.703,200000,211046.33628691698,11046.33628691698,1.0552316814345848
2020-07-31,2,1.6191061352838259,0.0,346.33,0.0,3.793,200000,211046.33628691698,11046.33628691698,1.0552316814345848
2020-08-01,2,1.6392732073687741,0.0,387.0,0.0,4.084,200000,211046.33628691698,11046.33628691698,1.0552316814345848
2020-08-02,2,1.4755062685152152,0.0,372.42,0.0,3.912,200000,211046.33628691698,11046.33628691698,1.0552316814345848
2020-08-03,2,1.6333051694916574,0.0,385.94,0.0,3.82,200000,211046.33628691698,11046.33628691698,1.0552316814345848
2020-08-04,2,1.2333075043081068,0.0,389.61,0.0,4.021,200000,211046.33628691698,11046.33628691698,1.0552316814345848
2020-08-05,1,1.108708918798751,-263.33391930389917,400.72,25464.084976703303,4.144,200000,211046.33628691698,11046.33628691698,1.0552316814345848
2020-08-06,1,0.8905442916034778,-263.33391930389917,394.77,25464.084976703303,4.172,200000,210192.49384640646,10192.493846406462,1.0509624692320323
2020-08-07,1,0.8092918756880751,-263.33391930389917,379.34,25464.084976703303,4.015,200000,202131.39013020485,2131.390130204847,1.0106569506510243
2020-08-08,1,0.3884700631230279,-263.33391930389917,397.03,25464.084976703303,4.426,200000,217255.50608811592,17255.506088115915,1.0862775304405796
2020-08-09,0,-0.9948300674645967,0.0,390.14,0.0,5.273,200000,179511.3114819837,-20488.688518016308,0.8975565574099185
2020-08-10,-2,-1.3063877022767352,0.0,395.44,0.0,5.474,200000,179511.3114819837,-20488.688518016308,0.8975565574099185
2020-08-11,0,-0.982086008845997,0.0,379.0,0.0,4.916,200000,179511.3114819837,-20488.688518016308,0.8975565574099185
2020-08-12,-2,-2.066573192668482,0.0,387.18,0.0,5.902,200000,179511.3114819837,-20488.688518016308,0.8975565574099185
2020-08-13,-2,-1.5973145983495598,0.0,424.54,0.0,6.085,200000,179511.3114819837,-20488.688518016308,0.8975565574099185
2020-08-14,-2,-1.320677691115604,0.0,438.11,0.0,6.096,200000,179511.3114819837,-20488.688518016308,0.8975565574099185
2020-08-15,-2,-1.2830747010522896,0.0,432.32,0.0,6.077,200000,179511.3114819837,-20488.688518016308,0.8975565574099185
2020-08-16,-2,-1.2858750532472971,0.0,433.62,0.0,6.243,200000,179511.3114819837,-20488.688518016308,0.8975565574099185
2020-08-17,0,-0.9144218946286743,0.0,430.89,0.0,5.907,200000,179511.3114819837,-20488.688518016308,0.8975565574099185
2020-08-18,0,-0.8780191950567736,0.0,421.95,0.0,5.826,200000,179511.3114819837,-20488.688518016308,0.8975565574099185
2020-08-19,0,-0.8207710689483569,0.0,407.46,0.0,5.65,200000,179511.3114819837,-20488.688518016308,0.8975565574099185
2020-08-20,-1,-1.1832200523471976,215.78991138383384,415.94,-14253.716966967104,6.297,200000,179511.3114819837,-20488.688518016308,0.8975565574099185
2020-08-21,-1,-0.8426977110626294,215.78991138383384,387.97,-14253.716966967104,5.606,200000,163626.3492364036,-36373.65076359641,0.8181317461820179
2020-08-22,-2,-1.312579625464722,0.0,395.24,0.0,6.411,200000,185603.08638186334,-14396.913618136663,0.9280154319093167
2020-08-23,-2,-2.2377072742322004,0.0,390.71,0.0,8.532,200000,185603.08638186334,-14396.913618136663,0.9280154319093167
2020-08-24,-2,-1.7458784377813736,0.0,407.68,0.0,8.211,200000,185603.08638186334,-14396.913618136663,0.9280154319093167
2020-08-25,-2,-1.8411839427449737,0.0,382.93,0.0,8.378,200000,185603.08638186334,-14396.913618136663,0.9280154319093167
2020-08-26,-2,-1.4086982444650509,0.0,385.81,0.0,7.708,200000,185603.08638186334,-14396.913618136663,0.9280154319093167
2020-08-27,-1,-1.1545828624151497,242.13098648715442,383.27,-12728.232504585334,7.291,200000,185603.08638186334,-14396.913618136663,0.9280154319093167
2020-08-28,-1,-1.1217038994176327,242.13098648715442,395.11,-12728.232504585334,7.559,200000,191881.08357310013,-8118.916426899872,0.9594054178655006
2020-08-29,-1,-0.7930036857121646,242.13098648715442,398.65,-12728.232504585334,7.27,200000,189059.76807143947,-10940.231928560534,0.9452988403571974
2020-08-30,-1,-0.5849710800821828,242.13098648715442,428.94,-12728.232504585334,7.621,200000,200861.52526124485,861.525261244853,1.0043076263062243
2020-08-31,0,-0.1308847232327003,0.0,433.79,0.0,7.205,200000,172276.00094913796,-27723.99905086204,0.8613800047456898
2020-09-01,0,0.44894653437062515,0.0,475.4,0.0,7.218,200000,172276.00094913796,-27723.99905086204,0.8613800047456898
2020-09-02,0,0.5046488103067283,0.0,439.5,0.0,6.643,200000,172276.00094913796,-27723.99905086204,0.8613800047456898
2020-09-03,2,1.6184450275809672,0.0,381.4,0.0,4.899,200000,172276.00094913796,-27723.99905086204,0.8613800047456898
2020-09-04,0,0.8936469915195963,0.0,385.26,0.0,5.463,200000,172276.00094913796,-27723.99905086204,0.8613800047456898
2020-09-05,0,0.6635820485188948,0.0,335.01,0.0,4.918,200000,172276.00094913796,-27723.99905086204,0.8613800047456898
2020-09-06,0,0.7059844150745901,0.0,352.8,0.0,5.178,200000,172276.00094913796,-27723.99905086204,0.8613800047456898
2020-09-07,0,0.9207483221357132,0.0,353.59,0.0,5.053,200000,172276.00094913796,-27723.99905086204,0.8613800047456898
2020-09-08,0,0.7651436276883818,0.0,337.39,0.0,4.952,200000,172276.00094913796,-27723.99905086204,0.8613800047456898
2020-09-09,0,0.5332617853846893,0.0,350.85,0.0,5.32,200000,172276.00094913796,-27723.99905086204,0.8613800047456898
2020-09-10,0,0.8708975742051809,0.0,367.93,0.0,5.324,200000,172276.00094913796,-27723.99905086204,0.8613800047456898
2020-09-11,0,0.8952271040353702,0.0,373.63,0.0,5.342,200000,172276.00094913796,-27723.99905086204,0.8613800047456898
2020-09-12,0,0.7423218997743963,0.0,387.78,0.0,5.603,200000,172276.00094913796,-27723.99905086204,0.8613800047456898
2020-09-13,0,0.62861144607071,0.0,366.42,0.0,5.32,200000,172276.00094913796,-27723.99905086204,0.8613800047456898
2020-09-14,0,0.708777957655237,0.0,377.12,0.0,5.381,200000,172276.00094913796,-27723.99905086204,0.8613800047456898
2020-09-15,2,1.2546058134379858,0.0,364.06,0.0,4.866,200000,172276.00094913796,-27723.99905086204,0.8613800047456898
2020-09-16,0,0.6860559433100301,0.0,365.11,0.0,5.122,200000,172276.00094913796,-27723.99905086204,0.8613800047456898
2020-09-17,2,1.5182839917090118,0.0,389.36,0.0,5.062,200000,172276.00094913796,-27723.99905086204,0.8613800047456898
2020-09-18,2,1.5550252091965022,0.0,384.39,0.0,4.966,200000,172276.00094913796,-27723.99905086204,0.8613800047456898
2020-09-19,2,1.643513138954708,0.0,385.25,0.0,4.943,200000,172276.00094913796,-27723.99905086204,0.8613800047456898
2020-09-20,2,1.867553850749448,0.0,371.04,0.0,4.664,200000,172276.00094913796,-27723.99905086204,0.8613800047456898
2020-09-21,2,2.2496771026092293,0.0,340.36,0.0,4.081,200000,172276.00094913796,-27723.99905086204,0.8613800047456898
2020-09-22,2,1.6885679279202062,0.0,344.21,0.0,4.21,200000,172276.00094913796,-27723.99905086204,0.8613800047456898
2020-09-23,2,1.8285829704382783,0.0,320.72,0.0,3.839,200000,172276.00094913796,-27723.99905086204,0.8613800047456898
2020-09-24,0,0.7457831282402022,0.0,348.97,0.0,4.483,200000,172276.00094913796,-27723.99905086204,0.8613800047456898
2020-09-25,0,-0.07432404995319392,0.0,351.92,0.0,4.791,200000,172276.00094913796,-27723.99905086204,0.8613800047456898
2020-09-26,0,0.46621165538622455,0.0,353.92,0.0,4.607,200000,172276.00094913796,-27723.99905086204,0.8613800047456898
2020-09-27,0,0.19632645287828415,0.0,357.49,0.0,4.727,200000,172276.00094913796,-27723.99905086204,0.8613800047456898
2020-09-28,0,-0.29354274677813963,0.0,353.96,0.0,4.826,200000,172276.00094913796,-27723.99905086204,0.8613800047456898
2020-09-29,-2,-1.4459154252082191,0.0,359.79,0.0,5.309,200000,172276.00094913796,-27723.99905086204,0.8613800047456898
2020-09-30,-2,-1.5362332376115393,0.0,359.83,0.0,5.372,200000,172276.00094913796,-27723.99905086204,0.8613800047456898
2020-10-01,-1,-1.1693318324991608,244.12073253385,352.85,-16774.683636722293,5.135,200000,172276.00094913796,-27723.99905086204,0.8613800047456898
2020-10-02,-1,-0.8575067018780029,244.12073253385,345.6,-16774.683636722293,4.906,200000,166664.72308545813,-33335.27691454187,0.8333236154272906
2020-10-03,-1,-1.1339078084456624,244.12073253385,345.95,-16774.683636722293,5.01,200000,168494.73244006408,-31505.26755993592,0.8424736622003204
2020-10-04,-2,-1.5583483627236192,0.0,352.37,0.0,5.314,200000,175395.84727172749,-24604.152728272515,0.8769792363586374
2020-10-05,-2,-1.4574656824133492,0.0,353.62,0.0,5.366,200000,175395.84727172749,-24604.152728272515,0.8769792363586374
2020-10-06,0,-0.4026976106090626,0.0,340.75,0.0,4.736,200000,175395.84727172749,-24604.152728272515,0.8769792363586374
2020-10-07,0,-0.664619747105104,0.0,341.58,0.0,4.873,200000,175395.84727172749,-24604.152728272515,0.8769792363586374
2020-10-08,0,-0.6627629129382153,0.0,350.95,0.0,5.034,200000,175395.84727172749,-24604.152728272515,0.8769792363586374
2020-10-09,0,-0.41460516337887376,0.0,365.02,0.0,5.155,200000,175395.84727172749,-24604.152728272515,0.8769792363586374
2020-10-10,0,-0.9932777087593445,0.0,370.52,0.0,5.534,200000,175395.84727172749,-24604.152728272515,0.8769792363586374
2020-10-11,-2,-1.784752312499435,0.0,374.16,0.0,6.072,200000,175395.84727172749,-24604.152728272515,0.8769792363586374
2020-10-12,-1,-1.140825879148903,226.8969072879453,386.51,-14689.769453243509,5.97,200000,175395.84727172749,-24604.152728272515,0.8769792363586374
2020-10-13,-2,-1.4196017970024524,0.0,381.04,0.0,6.012,200000,177253.94367162877,-22746.056328371225,0.8862697183581438
2020-10-14,0,-0.7230163163836245,0.0,378.69,0.0,5.727,200000,177253.94367162877,-22746.056328371225,0.8862697183581438
2020-10-15,0,-0.803990708146583,0.0,377.64,0.0,5.769,200000,177253.94367162877,-22746.056328371225,0.8862697183581438
2020-10-16,0,-0.14336572177264878,0.0,365.5,0.0,5.403,200000,177253.94367162877,-22746.056328371225,0.8862697183581438
2020-10-17,0,-0.11656024124035741,0.0,368.32,0.0,5.466,200000,177253.94367162877,-22746.056328371225,0.8862697183581438
2020-10-18,0,-0.6603465231787979,0.0,378.11,0.0,5.762,200000,177253.94367162877,-22746.056328371225,0.8862697183581438
2020-10-19,0,0.5909485110457724,0.0,379.3,0.0,5.502,200000,177253.94367162877,-22746.056328371225,0.8862697183581438
2020-10-20,2,1.9235341106273474,0.0,368.52,0.0,5.024,200000,177253.94367162877,-22746.056328371225,0.8862697183581438
2020-10-21,2,1.9668708170694433,0.0,390.38,0.0,5.241,200000,177253.94367162877,-22746.056328371225,0.8862697183581438
2020-10-22,2,2.0836604327873816,0.0,413.98,0.0,5.444,200000,177253.94367162877,-22746.056328371225,0.8862697183581438
2020-10-23,2,1.8462779741866497,0.0,409.11,0.0,5.364,200000,177253.94367162877,-22746.056328371225,0.8862697183581438
2020-10-24,2,1.240211066722518,0.0,412.14,0.0,5.543,200000,177253.94367162877,-22746.056328371225,0.8862697183581438
2020-10-25,2,1.5670576525976108,0.0,405.86,0.0,5.292,200000,177253.94367162877,-22746.056328371225,0.8862697183581438
2020-10-26,2,1.3651702602729252,0.0,392.52,0.0,5.145,200000,177253.94367162877,-22746.056328371225,0.8862697183581438
2020-10-27,2,1.6148840588914743,0.0,403.45,0.0,5.138,200000,177253.94367162877,-22746.056328371225,0.8862697183581438
2020-10-28,2,1.7769105184393346,0.0,388.23,0.0,4.803,200000,177253.94367162877,-22746.056328371225,0.8862697183581438
2020-10-29,2,1.9158220263314896,0.0,387.13,0.0,4.633,200000,177253.94367162877,-22746.056328371225,0.8862697183581438
2020-10-30,2,1.5726974481426241,0.0,382.49,0.0,4.62,200000,177253.94367162877,-22746.056328371225,0.8862697183581438
2020-10-31,2,1.5504115891608445,0.0,386.46,0.0,4.616,200000,177253.94367162877,-22746.056328371225,0.8862697183581438
2020-11-01,2,1.384191282693767,0.0,396.67,0.0,4.743,200000,177253.94367162877,-22746.056328371225,0.8862697183581438
2020-11-02,2,1.216528992568628,0.0,383.02,0.0,4.603,200000,177253.94367162877,-22746.056328371225,0.8862697183581438
2020-11-03,2,1.5519736603727767,0.0,387.88,0.0,4.48,200000,177253.94367162877,-22746.056328371225,0.8862697183581438
2020-11-04,2,2.027783659258419,0.0,402.49,0.0,4.387,200000,177253.94367162877,-22746.056328371225,0.8862697183581438
2020-11-05,2,1.8681369211798748,0.0,416.69,0.0,4.504,200000,177253.94367162877,-22746.056328371225,0.8862697183581438
2020-11-06,2,1.773028669591606,0.0,455.91,0.0,4.88,200000,177253.94367162877,-22746.056328371225,0.8862697183581438
2020-11-07,2,1.7320007935992605,0.0,435.21,0.0,4.619,200000,177253.94367162877,-22746.056328371225,0.8862697183581438
2020-11-08,2,1.6113122314329271,0.0,454.3,0.0,4.809,200000,177253.94367162877,-22746.056328371225,0.8862697183581438
2020-11-09,0,0.3936437144656436,0.0,444.32,0.0,5.155,200000,177253.94367162877,-22746.056328371225,0.8862697183581438
2020-11-10,0,0.6618939176308378,0.0,450.34,0.0,5.084,200000,177253.94367162877,-22746.056328371225,0.8862697183581438
2020-11-11,1,1.0694808284189699,-191.38174401480143,463.09,17609.173819951196,5.033,200000,177253.94367162877,-22746.056328371225,0.8862697183581438
2020-11-12,1,0.9612117024807908,-191.38174401480143,462.39,17609.173819951196,5.03,200000,177067.14892935855,-22932.851070641453,0.8853357446467928
2020-11-13,1,0.805649692860512,-191.38174401480143,476.43,17609.173819951196,5.213,200000,182976.62742437742,-17023.372575622576,0.9148831371218871
2020-11-14,1,0.7244547984284314,-191.38174401480143,460.89,17609.173819951196,5.045,200000,177044.21392063564,-22955.786079364363,0.8852210696031781
2020-11-15,1,0.3998359040225689,-191.38174401480143,448.08,17609.173819951196,4.979,200000,173430.40830768924,-26569.591692310758,0.8671520415384462
2020-11-16,1,0.44488069377696804,-191.38174401480143,460.55,17609.173819951196,5.084,200000,177665.90190664868,-22334.09809335132,0.8883295095332434
2020-11-17,1,0.5166859774405175,-191.38174401480143,482.15,17609.173819951196,5.285,200000,185339.1915151786,-14660.808484821406,0.926695957575893
2020-11-18,1,1.036320490845436,-191.38174401480143,478.41,17609.173819951196,5.105,200000,181453.772504972,-18546.227495027997,0.90726886252486
2020-11-19,1,0.6415804593196559,-191.38174401480143,471.25,17609.173819951196,5.097,200000,179942.60582726644,-20057.394172733562,0.8997130291363322
2020-11-20,2,1.6940400962520996,0.0,510.12,0.0,5.268,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-11-21,0,0.6265463267417877,0.0,552.35,0.0,5.922,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-11-22,2,2.881702244050418,0.0,560.03,0.0,5.481,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-11-23,2,2.7642372370555695,0.0,608.58,0.0,5.811,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-11-24,2,1.7049066511559738,0.0,604.97,0.0,5.966,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-11-25,0,0.5739596741269949,0.0,569.5,0.0,5.904,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-11-26,0,0.7500443405213798,0.0,519.83,0.0,5.33,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-11-27,0,0.5265253541386732,0.0,518.68,0.0,5.368,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-11-28,0,0.9562852482010658,0.0,537.52,0.0,5.43,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-11-29,2,2.1122971612527106,0.0,576.3,0.0,5.429,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-11-30,2,2.413405072233524,0.0,616.66,0.0,5.571,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-12-01,2,2.089477548160542,0.0,585.26,0.0,5.256,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-12-02,2,1.449321967758514,0.0,596.89,0.0,5.51,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-12-03,2,1.7173086912263593,0.0,615.85,0.0,5.5,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-12-04,2,1.5627148573252119,0.0,567.24,0.0,5.049,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-12-05,2,1.5272476590503221,0.0,596.8,0.0,5.261,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-12-06,2,1.5897682583583814,0.0,601.54,0.0,5.213,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-12-07,2,1.49642489066255,0.0,591.28,0.0,5.1,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-12-08,2,1.4747416169740908,0.0,554.94,0.0,4.738,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-12-09,2,1.5751987597260348,0.0,573.09,0.0,4.804,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-12-10,2,1.4916726478757993,0.0,558.99,0.0,4.655,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-12-11,0,0.8847594476647881,0.0,544.43,0.0,4.707,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-12-12,0,0.3884969417371467,0.0,568.04,0.0,5.06,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-12-13,0,0.5199035662945348,0.0,590.7,0.0,5.195,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-12-14,0,0.25578230171839766,0.0,586.29,0.0,5.227,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-12-15,0,0.035826282433567044,0.0,588.64,0.0,5.291,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-12-16,0,0.6842619668639535,0.0,637.18,0.0,5.494,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-12-17,2,1.3998800646698664,0.0,642.7,0.0,5.354,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-12-18,2,2.0147543165698663,0.0,653.85,0.0,5.329,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-12-19,2,2.1455105559077996,0.0,658.03,0.0,5.289,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-12-20,2,2.2033428331363423,0.0,638.18,0.0,5.036,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-12-21,0,0.8851447294444805,0.0,607.58,0.0,5.031,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-12-22,2,2.1742448048623335,0.0,636.45,0.0,4.943,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-12-23,2,2.4105073907817607,0.0,585.56,0.0,4.395,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-12-24,0,0.7262677613797481,0.0,612.31,0.0,4.959,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-12-25,2,1.2814907779781572,0.0,626.82,0.0,4.909,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-12-26,2,1.7792808442821813,0.0,637.44,0.0,4.81,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-12-27,2,2.438631059084563,0.0,685.11,0.0,4.842,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-12-28,2,1.4891545829747685,0.0,730.41,0.0,5.391,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-12-29,0,0.7902523735673151,0.0,732.0,0.0,5.622,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-12-30,2,1.5602494709622345,0.0,752.17,0.0,5.424,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2020-12-31,-1,-1.1180145549205638,-123.64986776904237,736.42,14084.800560321451,6.465,200000,182116.47124495637,-17883.528755043633,0.9105823562247818
2021-01-01,0,-0.057943484528431254,0.0,728.91,0.0,5.861,200000,174537.8622134677,-25462.137786532287,0.8726893110673386
2021-01-02,2,1.784232886921473,0.0,774.56,0.0,5.42,200000,174537.8622134677,-25462.137786532287,0.8726893110673386
2021-01-03,2,3.078234994158154,0.0,978.28,0.0,5.829,200000,174537.8622134677,-25462.137786532287,0.8726893110673386
2021-01-04,2,2.648211018276327,0.0,1041.43,0.0,6.044,200000,174537.8622134677,-25462.137786532287,0.8726893110673386
2021-01-05,2,2.3827786661309416,0.0,1099.56,0.0,6.196,200000,174537.8622134677,-25462.137786532287,0.8726893110673386
2021-01-06,2,2.124185560438397,0.0,1208.42,0.0,6.682,200000,174537.8622134677,-25462.137786532287,0.8726893110673386
2021-01-07,2,2.2918581129188094,0.0,1224.87,0.0,6.264,200000,174537.8622134677,-25462.137786532287,0.8726893110673386
2021-01-08,2,2.199969823122882,0.0,1216.93,0.0,5.931,200000,174537.8622134677,-25462.137786532287,0.8726893110673386
2021-01-09,2,1.59686423241695,0.0,1276.0,0.0,6.54,200000,174537.8622134677,-25462.137786532287,0.8726893110673386
2021-01-10,2,1.4392565074837873,0.0,1254.25,0.0,6.409,200000,174537.8622134677,-25462.137786532287,0.8726893110673386
2021-01-11,1,1.1188270882113835,-80.2834666716349,1087.01,15240.819264186843,5.726,200000,174537.8622134677,-25462.137786532287,0.8726893110673386
2021-01-12,1,0.8339462883191315,-80.2834666716349,1050.16,15240.819264186843,5.711,200000,171350.8041776552,-28649.195822344802,0.856754020888276
2021-01-13,1,0.6611324644974235,-80.2834666716349,1129.89,15240.819264186843,6.242,200000,185844.68000466784,-14155.31999533216,0.9292234000233393
2021-01-14,1,0.8812354539251636,-80.2834666716349,1231.62,15240.819264186843,6.476,200000,197578.26877699298,-2421.731223007024,0.9878913438849649
2021-01-15,0,-0.6211965156816187,0.0,1168.53,0.0,7.896,200000,148009.99261325394,-51990.00738674606,0.7400499630662697
2021-01-16,-1,-1.027880921424527,60.27299895476326,1227.83,-8195.4591701691,9.03,200000,148009.99261325394,-51990.00738674606,0.7400499630662697
2021-01-17,-1,-0.7636598754460314,60.27299895476326,1232.45,-8195.4591701691,8.544,200000,144305.4607117228,-55694.539288277214,0.7215273035586139
2021-01-18,-2,-1.2110238626715122,0.0,1258.45,0.0,9.539,200000,150335.92210287516,-49664.07789712484,0.7516796105143758
2021-01-19,0,-0.4723536293014674,0.0,1365.36,0.0,8.891,200000,150335.92210287516,-49664.07789712484,0.7516796105143758
2021-01-20,0,-0.5670518253823558,0.0,1376.99,0.0,8.909,200000,150335.92210287516,-49664.07789712484,0.7516796105143758
2021-01-21,0,-0.6745988359664323,0.0,1110.96,0.0,7.177,200000,150335.92210287516,-49664.07789712484,0.7516796105143758
2021-01-22,0,-0.7380062274789148,0.0,1232.62,0.0,7.985,200000,150335.92210287516,-49664.07789712484,0.7516796105143758
2021-01-23,0,-0.952961503012267,0.0,1233.6,0.0,8.329,200000,150335.92210287516,-49664.07789712484,0.7516796105143758
