date,statusList,zscore,NULSUSDT_position,NULSUSDT_price,ICXUSDT_position,ICXUSDT_price,init,total_asset,pnl,return
2020-07-18,0,-0.9582691827276817,0.0,0.4734,0.0,0.388,200000,218445.65424159775,18445.654241597746,1.0922282712079887
2020-07-19,-2,-1.265450779906586,0.0,0.4642,0.0,0.4223,200000,218445.65424159775,18445.654241597746,1.0922282712079887
2020-07-20,0,-0.9278929498918478,0.0,0.4661,0.0,0.3998,200000,218445.65424159775,18445.654241597746,1.0922282712079887
2020-07-21,-1,-1.0959456677115849,241696.89559813868,0.4519,-264911.0529245667,0.4123,200000,218445.65424159775,18445.654241597746,1.0922282712079887
2020-07-22,-1,-0.8668277151259178,241696.89559813868,0.4673,-264911.0529245667,0.4131,200000,222379.71527614872,22379.715276148723,1.1118985763807436
2020-07-23,-1,-0.4939514522008456,241696.89559813868,0.4928,-264911.0529245667,0.4083,200000,227271.41305986332,27271.41305986332,1.1363570652993167
2020-07-24,-1,-0.35624384899367545,241696.89559813868,0.4814,-264911.0529245667,0.3938,200000,220674.85818263833,20674.85818263833,1.1033742909131916
2020-07-25,-1,-0.35543162567081,241696.89559813868,0.4804,-264911.0529245667,0.399,200000,221810.69876224798,21810.69876224798,1.10905349381124
2020-07-26,-1,-0.3743333999303487,241696.89559813868,0.4594,-264911.0529245667,0.3863,200000,213370.69358254503,13370.693582545035,1.066853467912725
2020-07-27,-1,-0.7049141038633138,241696.89559813868,0.4215,-264911.0529245667,0.3695,200000,199759.87555024284,-240.12444975716062,0.9987993777512142
2020-07-28,-1,-0.2687701926995651,241696.89559813868,0.4471,-264911.0529245667,0.3794,200000,208569.93550150841,8569.935501508415,1.042849677507542
2020-07-29,-1,-0.29234082618359736,241696.89559813868,0.4401,-264911.0529245667,0.3768,200000,206189.28849471756,6189.288494717563,1.030946442473588
2020-07-30,0,-0.018061897806891693,0.0,0.4388,0.0,0.3715,200000,210803.512614611,10803.512614611012,1.054017563073055
2020-07-31,0,-0.04029569638261905,0.0,0.4373,0.0,0.3738,200000,210803.512614611,10803.512614611012,1.054017563073055
2020-08-01,2,1.3772193818381666,0.0,0.4652,0.0,0.3814,200000,210803.512614611,10803.512614611012,1.054017563073055
2020-08-02,0,0.6498810012975871,0.0,0.4472,0.0,0.3742,200000,210803.512614611,10803.512614611012,1.054017563073055
2020-08-03,2,1.6063609844132607,0.0,0.4646,0.0,0.3754,200000,210803.512614611,10803.512614611012,1.054017563073055
2020-08-04,0,-0.2512369136655793,0.0,0.4621,0.0,0.3971,200000,210803.512614611,10803.512614611012,1.054017563073055
2020-08-05,0,0.7610313451373218,0.0,0.4707,0.0,0.3899,200000,210803.512614611,10803.512614611012,1.054017563073055
2020-08-06,2,1.6396074356117059,0.0,0.4879,0.0,0.3898,200000,210803.512614611,10803.512614611012,1.054017563073055
2020-08-07,2,2.3833027226294017,0.0,0.4939,0.0,0.3783,200000,210803.512614611,10803.512614611012,1.054017563073055
2020-08-08,2,2.5216815496980387,0.0,0.5315,0.0,0.3963,200000,210803.512614611,10803.512614611012,1.054017563073055
2020-08-09,0,0.42158517087100583,0.0,0.5218,0.0,0.4258,200000,210803.512614611,10803.512614611012,1.054017563073055
2020-08-10,0,0.6304343097914711,0.0,0.5641,0.0,0.4545,200000,210803.512614611,10803.512614611012,1.054017563073055
2020-08-11,0,0.7701268897826007,0.0,0.5281,0.0,0.4217,200000,210803.512614611,10803.512614611012,1.054017563073055
2020-08-12,0,-0.8264744525863746,0.0,0.5291,0.0,0.4512,200000,210803.512614611,10803.512614611012,1.054017563073055
2020-08-13,-2,-2.5292443081210254,0.0,0.512,0.0,0.4877,200000,210803.512614611,10803.512614611012,1.054017563073055
2020-08-14,-2,-3.028519588223267,0.0,0.5096,0.0,0.5501,200000,210803.512614611,10803.512614611012,1.054017563073055
2020-08-15,-2,-2.097374383435018,0.0,0.4947,0.0,0.5104,200000,210803.512614611,10803.512614611012,1.054017563073055
2020-08-16,-2,-1.973923303300542,0.0,0.5085,0.0,0.5368,200000,210803.512614611,10803.512614611012,1.054017563073055
2020-08-17,-2,-1.3182529905271183,0.0,0.5088,0.0,0.5063,200000,210803.512614611,10803.512614611012,1.054017563073055
2020-08-18,0,-0.6839514405338942,0.0,0.532,0.0,0.4951,200000,210803.512614611,10803.512614611012,1.054017563073055
2020-08-19,0,-0.774726454940811,0.0,0.4801,0.0,0.4547,200000,210803.512614611,10803.512614611012,1.054017563073055
2020-08-20,-2,-1.6073403995679616,0.0,0.5013,0.0,0.5412,200000,210803.512614611,10803.512614611012,1.054017563073055
2020-08-21,-2,-1.897962835950847,0.0,0.4698,0.0,0.5576,200000,210803.512614611,10803.512614611012,1.054017563073055
2020-08-22,-2,-2.08610138144455,0.0,0.4844,0.0,0.6455,200000,210803.512614611,10803.512614611012,1.054017563073055
2020-08-23,-2,-1.654947163819774,0.0,0.4794,0.0,0.6133,200000,210803.512614611,10803.512614611012,1.054017563073055
2020-08-24,-2,-1.3983208802529852,0.0,0.4868,0.0,0.6116,200000,210803.512614611,10803.512614611012,1.054017563073055
2020-08-25,-2,-1.3558035928128946,0.0,0.4468,0.0,0.5779,200000,210803.512614611,10803.512614611012,1.054017563073055
2020-08-26,-2,-1.5338212328581853,0.0,0.4487,0.0,0.6398,200000,210803.512614611,10803.512614611012,1.054017563073055
2020-08-27,-2,-1.204877087278362,0.0,0.433,0.0,0.5815,200000,210803.512614611,10803.512614611012,1.054017563073055
2020-08-28,-1,-1.173581067052608,233138.1471075105,0.4521,-171412.841612141,0.6149,200000,210803.512614611,10803.512614611012,1.054017563073055
2020-08-29,-1,-0.7920500823301737,233138.1471075105,0.5003,-171412.841612141,0.6333,200000,225194.76759085638,25194.767590856383,1.1259738379542819
2020-08-30,-1,-0.879587693006846,233138.1471075105,0.4692,-171412.841612141,0.6153,200000,214858.74006679427,14858.740066794271,1.0742937003339714
2020-08-31,-1,-0.7385101829389072,233138.1471075105,0.4623,-171412.841612141,0.5953,200000,209821.83001950965,9821.830019509653,1.0491091500975482
2020-09-01,-1,-0.658315572208487,233138.1471075105,0.4549,-171412.841612141,0.5838,200000,206125.36005237442,6125.360052374424,1.0306268002618721
2020-09-02,-1,-0.45554973430730433,233138.1471075105,0.4352,-171412.841612141,0.5476,200000,195327.39368799696,-4672.606312003045,0.9766369684399848
2020-09-03,-1,-0.8502069862068667,233138.1471075105,0.3233,-171412.841612141,0.437,200000,150280.97474436375,-49719.025255636254,0.7514048737218187
2020-09-04,-1,-0.7483258367216095,233138.1471075105,0.3423,-171412.841612141,0.4613,200000,158875.9315905815,-41124.06840941851,0.7943796579529074
2020-09-05,-1,-0.9473893520429234,233138.1471075105,0.2955,-171412.841612141,0.417,200000,140371.47742253216,-59628.52257746784,0.7018573871126608
2020-09-06,-1,-0.9161605082543302,233138.1471075105,0.3096,-171412.841612141,0.4401,200000,147618.3619379885,-52381.63806201151,0.7380918096899425
2020-09-07,-1,-0.7910741421100177,233138.1471075105,0.3048,-171412.841612141,0.4261,200000,144099.51904930247,-55900.48095069753,0.7204975952465124
2020-09-08,-1,-0.5507337710178264,233138.1471075105,0.2971,-171412.841612141,0.4036,200000,138447.5663803015,-61552.43361969851,0.6922378319015074
2020-09-09,0,-0.03661787768647337,0.0,0.3145,0.0,0.4165,200000,208875.0138807557,8875.013880755694,1.0443750694037786
2020-09-10,-1,-1.1290498172323185,320164.0310863821,0.3262,-228929.2129337524,0.4562,200000,208875.0138807557,8875.013880755694,1.0443750694037786
2020-09-11,0,0.22938865195550975,0.0,0.3396,0.0,0.4483,200000,202776.27508202146,2776.275082021457,1.0138813754101073
2020-09-12,-2,-2.05079435125159,0.0,0.3318,0.0,0.492,200000,202776.27508202146,2776.275082021457,1.0138813754101073
2020-09-13,-2,-2.635326550275046,0.0,0.301,0.0,0.4792,200000,202776.27508202146,2776.275082021457,1.0138813754101073
2020-09-14,-2,-2.755504740636661,0.0,0.299,0.0,0.5144,200000,202776.27508202146,2776.275082021457,1.0138813754101073
2020-09-15,-2,-2.6769057322134517,0.0,0.274,0.0,0.5096,200000,202776.27508202146,2776.275082021457,1.0138813754101073
2020-09-16,-2,-1.9587615479433997,0.0,0.2778,0.0,0.4953,200000,202776.27508202146,2776.275082021457,1.0138813754101073
2020-09-17,-2,-1.6338228539689412,0.0,0.267,0.0,0.4707,200000,202776.27508202146,2776.275082021457,1.0138813754101073
2020-09-18,-2,-1.4899792087519133,0.0,0.268,0.0,0.4754,200000,202776.27508202146,2776.275082021457,1.0138813754101073
2020-09-19,-2,-1.2370369938138572,0.0,0.2678,0.0,0.4672,200000,202776.27508202146,2776.275082021457,1.0138813754101073
2020-09-20,-1,-1.1081370424996517,385066.9864831399,0.2633,-221130.0709727606,0.4585,200000,202776.27508202146,2776.275082021457,1.0138813754101073
2020-09-21,-1,-0.8490723427282749,385066.9864831399,0.2424,-221130.0709727606,0.4115,200000,184335.2617288041,-15664.738271195907,0.9216763086440205
2020-09-22,-1,-0.6891353097582557,385066.9864831399,0.2496,-221130.0709727606,0.4187,200000,188699.8805424866,-11300.119457513414,0.9434994027124329
2020-09-23,0,0.17007751175203073,0.0,0.2452,0.0,0.3715,200000,190507.67136273612,-9492.328637263883,0.9525383568136806
2020-09-24,0,-0.011253745798499597,0.0,0.2615,0.0,0.4079,200000,190507.67136273612,-9492.328637263883,0.9525383568136806
2020-09-25,0,-0.26935097473814323,0.0,0.2553,0.0,0.4131,200000,190507.67136273612,-9492.328637263883,0.9525383568136806
2020-09-26,0,-0.32941026362915826,0.0,0.2597,0.0,0.4261,200000,190507.67136273612,-9492.328637263883,0.9525383568136806
2020-09-27,0,0.0414300635080823,0.0,0.2623,0.0,0.4155,200000,190507.67136273612,-9492.328637263883,0.9525383568136806
2020-09-28,2,1.646237612363058,0.0,0.297,0.0,0.4009,200000,190507.67136273612,-9492.328637263883,0.9525383568136806
2020-09-29,0,0.6802909247031641,0.0,0.284,0.0,0.4261,200000,190507.67136273612,-9492.328637263883,0.9525383568136806
2020-09-30,0,0.6598589179712607,0.0,0.2778,0.0,0.4206,200000,190507.67136273612,-9492.328637263883,0.9525383568136806
2020-10-01,0,0.40862794126323393,0.0,0.2755,0.0,0.4333,200000,190507.67136273612,-9492.328637263883,0.9525383568136806
2020-10-02,2,1.2212061995798928,0.0,0.2671,0.0,0.3948,200000,190507.67136273612,-9492.328637263883,0.9525383568136806
2020-10-03,2,1.730617199345131,0.0,0.2783,0.0,0.3896,200000,190507.67136273612,-9492.328637263883,0.9525383568136806
2020-10-04,2,1.4684870983987472,0.0,0.2801,0.0,0.3942,200000,190507.67136273612,-9492.328637263883,0.9525383568136806
2020-10-05,1,1.0026733965676666,-351230.9575271684,0.2712,242006.69634493918,0.3936,200000,190507.67136273612,-9492.328637263883,0.9525383568136806
2020-10-06,1,1.0433429991843255,-351230.9575271684,0.2497,242006.69634493918,0.3583,200000,174413.36939492566,-25586.630605074344,0.8720668469746282
2020-10-07,1,1.081017848074169,-351230.9575271684,0.2595,242006.69634493918,0.3683,200000,180275.49974214128,-19724.500257858715,0.9013774987107064
2020-10-08,1,0.6480423294002636,-351230.9575271684,0.2599,242006.69634493918,0.379,200000,183005.46377604303,-16994.536223956966,0.9150273188802152
2020-10-09,1,0.513688869552242,-351230.9575271684,0.2719,242006.69634493918,0.3982,200000,191866.76383619185,-8133.236163808149,0.9593338191809593
2020-10-10,1,0.9605845002021879,-351230.9575271684,0.2778,242006.69634493918,0.3931,200000,192704.79233424296,-7295.207665757043,0.9635239616712148
2020-10-11,1,0.483118551872033,-351230.9575271684,0.273,242006.69634493918,0.3959,200000,191696.50248787837,-8303.497512121627,0.9584825124393919
2020-10-12,0,-0.15234518259067392,0.0,0.2727,0.0,0.4075,200000,187670.6247198322,-12329.375280167791,0.938353123599161
2020-10-13,0,-0.7016939808619954,0.0,0.2664,0.0,0.4102,200000,187670.6247198322,-12329.375280167791,0.938353123599161
2020-10-14,0,-0.15584637865111178,0.0,0.2614,0.0,0.3901,200000,187670.6247198322,-12329.375280167791,0.938353123599161
2020-10-15,0,0.8107392491646731,0.0,0.2687,0.0,0.3808,200000,187670.6247198322,-12329.375280167791,0.938353123599161
2020-10-16,0,-0.17493800285192315,0.0,0.2494,0.0,0.3676,200000,187670.6247198322,-12329.375280167791,0.938353123599161
2020-10-17,-2,-1.287817729977199,0.0,0.2484,0.0,0.3814,200000,187670.6247198322,-12329.375280167791,0.938353123599161
2020-10-18,0,-0.8927178239118259,0.0,0.2542,0.0,0.385,200000,187670.6247198322,-12329.375280167791,0.938353123599161
2020-10-19,0,-0.38103733249250143,0.0,0.2512,0.0,0.3738,200000,187670.6247198322,-12329.375280167791,0.938353123599161
2020-10-20,0,-0.9210352524882922,0.0,0.2339,0.0,0.3544,200000,187670.6247198322,-12329.375280167791,0.938353123599161
2020-10-21,-2,-1.3066244005119676,0.0,0.244,0.0,0.3728,200000,187670.6247198322,-12329.375280167791,0.938353123599161
2020-10-22,-2,-1.5931415854950124,0.0,0.246,0.0,0.3817,200000,187670.6247198322,-12329.375280167791,0.938353123599161
2020-10-23,-2,-1.631290090111635,0.0,0.2398,0.0,0.3749,200000,187670.6247198322,-12329.375280167791,0.938353123599161
2020-10-24,0,-0.7499442675417431,0.0,0.2454,0.0,0.3732,200000,187670.6247198322,-12329.375280167791,0.938353123599161
2020-10-25,-2,-1.6059284277681118,0.0,0.2355,0.0,0.3711,200000,187670.6247198322,-12329.375280167791,0.938353123599161
2020-10-26,0,-0.9590271706907693,0.0,0.2336,0.0,0.3611,200000,187670.6247198322,-12329.375280167791,0.938353123599161
2020-10-27,0,-0.6374417536480319,0.0,0.2329,0.0,0.357,200000,187670.6247198322,-12329.375280167791,0.938353123599161
2020-10-28,-2,-1.6684102839655388,0.0,0.2128,0.0,0.3399,200000,187670.6247198322,-12329.375280167791,0.938353123599161
2020-10-29,-2,-2.37387622655709,0.0,0.2016,0.0,0.3376,200000,187670.6247198322,-12329.375280167791,0.938353123599161
2020-10-30,-2,-1.749678921729329,0.0,0.1949,0.0,0.32,200000,187670.6247198322,-12329.375280167791,0.938353123599161
2020-10-31,-2,-1.2814403833694845,0.0,0.1965,0.0,0.3181,200000,187670.6247198322,-12329.375280167791,0.938353123599161
2020-11-01,0,-0.8614395756854257,0.0,0.2114,0.0,0.3377,200000,187670.6247198322,-12329.375280167791,0.938353123599161
2020-11-02,0,0.12012068191339996,0.0,0.2085,0.0,0.3204,200000,187670.6247198322,-12329.375280167791,0.938353123599161
2020-11-03,0,-0.46406804216750414,0.0,0.2003,0.0,0.3157,200000,187670.6247198322,-12329.375280167791,0.938353123599161
2020-11-04,-1,-1.1379357058897126,486445.3725241893,0.1929,-300369.11766938574,0.3124,200000,187670.6247198322,-12329.375280167791,0.938353123599161
2020-11-05,0,0.3091322989521568,0.0,0.2041,0.0,0.316,200000,183303.76537117112,-16696.234628828883,0.9165188268558556
2020-11-06,-2,-1.7039552326471277,0.0,0.2169,0.0,0.3604,200000,183303.76537117112,-16696.234628828883,0.9165188268558556
2020-11-07,-2,-1.7690240712806573,0.0,0.1997,0.0,0.3357,200000,183303.76537117112,-16696.234628828883,0.9165188268558556
2020-11-08,-2,-1.3285253982258818,0.0,0.2115,0.0,0.3512,200000,183303.76537117112,-16696.234628828883,0.9165188268558556
2020-11-09,-1,-1.1971935905468103,442335.34114664845,0.2072,-266507.36459896935,0.3439,200000,183303.76537117112,-16696.234628828883,0.9165188268558556
2020-11-10,0,0.5831041782547424,0.0,0.2286,0.0,0.3578,200000,177542.2414385585,-22457.7585614415,0.8877112071927925
2020-11-11,2,3.8012309598143816,0.0,0.2908,0.0,0.3613,200000,177542.2414385585,-22457.7585614415,0.8877112071927925
2020-11-12,0,0.5998139554497413,0.0,0.2421,0.0,0.365,200000,177542.2414385585,-22457.7585614415,0.8877112071927925
2020-11-13,0,0.48054436124635297,0.0,0.246,0.0,0.3739,200000,177542.2414385585,-22457.7585614415,0.8877112071927925
2020-11-14,0,0.7975646496266794,0.0,0.2377,0.0,0.3522,200000,177542.2414385585,-22457.7585614415,0.8877112071927925
2020-11-15,2,1.3372035315625683,0.0,0.2407,0.0,0.341,200000,177542.2414385585,-22457.7585614415,0.8877112071927925
2020-11-16,1,1.125067456963129,-359397.2498756245,0.247,251547.52258225915,0.3529,200000,177542.2414385585,-22457.7585614415,0.8877112071927925
2020-11-17,1,0.4679704917602088,-359397.2498756245,0.243,251547.52258225915,0.3631,200000,178670.43716939504,-21329.562830604962,0.8933521858469752
2020-11-18,1,0.5098484120987811,-359397.2498756245,0.2344,251547.52258225915,0.3474,200000,171630.3247159232,-28369.675284076802,0.858151623579616
2020-11-19,0,-0.11810038481334834,0.0,0.2233,0.0,0.3458,200000,170810.51402684022,-29189.485973159783,0.8540525701342011
2020-11-20,0,-0.26209081666902395,0.0,0.2317,0.0,0.362,200000,170810.51402684022,-29189.485973159783,0.8540525701342011
2020-11-21,0,-0.7696276685236081,0.0,0.2498,0.0,0.4062,200000,170810.51402684022,-29189.485973159783,0.8540525701342011
2020-11-22,0,-0.010220645174132096,0.0,0.2532,0.0,0.3886,200000,170810.51402684022,-29189.485973159783,0.8540525701342011
2020-11-23,0,-0.6321292222280779,0.0,0.2715,0.0,0.4374,200000,170810.51402684022,-29189.485973159783,0.8540525701342011
2020-11-24,0,-0.9270147239169088,0.0,0.2822,0.0,0.4662,200000,170810.51402684022,-29189.485973159783,0.8540525701342011
2020-11-25,0,-0.9183233681043546,0.0,0.2845,0.0,0.4722,200000,170810.51402684022,-29189.485973159783,0.8540525701342011
2020-11-26,0,-0.7314892962338518,0.0,0.2475,0.0,0.4039,200000,170810.51402684022,-29189.485973159783,0.8540525701342011
2020-11-27,0,0.015783814165139756,0.0,0.2589,0.0,0.3966,200000,170810.51402684022,-29189.485973159783,0.8540525701342011
2020-11-28,0,-0.36714046071161927,0.0,0.2596,0.0,0.4078,200000,170810.51402684022,-29189.485973159783,0.8540525701342011
2020-11-29,0,-0.8807437428702539,0.0,0.2503,0.0,0.4079,200000,170810.51402684022,-29189.485973159783,0.8540525701342011
2020-11-30,-1,-1.1002446449025078,323995.66393558466,0.2636,-194367.90399048728,0.4394,200000,170810.51402684022,-29189.485973159783,0.8540525701342011
2020-12-01,-1,-1.1745144156695695,323995.66393558466,0.2524,-194367.90399048728,0.4179,200000,163002.85265496618,-36997.14734503382,0.8150142632748308
2020-12-02,-2,-1.4659390387273226,0.0,0.2572,0.0,0.4373,200000,172475.91367764794,-27524.086322352057,0.8623795683882397
2020-12-03,-2,-1.3207933598148127,0.0,0.2587,0.0,0.4402,200000,172475.91367764794,-27524.086322352057,0.8623795683882397
2020-12-04,0,-0.5598392000304832,0.0,0.2444,0.0,0.3991,200000,172475.91367764794,-27524.086322352057,0.8623795683882397
2020-12-05,0,-0.10168520410411269,0.0,0.2641,0.0,0.4227,200000,172475.91367764794,-27524.086322352057,0.8623795683882397
2020-12-06,0,0.009642725568711433,0.0,0.2581,0.0,0.4134,200000,172475.91367764794,-27524.086322352057,0.8623795683882397
2020-12-07,0,-0.5794125907353646,0.0,0.2564,0.0,0.4219,200000,172475.91367764794,-27524.086322352057,0.8623795683882397
2020-12-08,2,2.6958993175472528,0.0,0.2674,0.0,0.3884,200000,172475.91367764794,-27524.086322352057,0.8623795683882397
2020-12-09,2,3.1621698558505402,0.0,0.2875,0.0,0.3882,200000,172475.91367764794,-27524.086322352057,0.8623795683882397
2020-12-10,2,1.6768098340256639,0.0,0.2634,0.0,0.3791,200000,172475.91367764794,-27524.086322352057,0.8623795683882397
2020-12-11,2,1.3740762562954432,0.0,0.2483,0.0,0.3601,200000,172475.91367764794,-27524.086322352057,0.8623795683882397
2020-12-12,1,1.0516085365003185,-331047.81895901717,0.2605,224695.0412684314,0.3838,200000,172475.91367764794,-27524.086322352057,0.8623795683882397
2020-12-13,1,0.7614274558884422,-331047.81895901717,0.2591,224695.0412684314,0.3871,200000,172753.94036729116,-27246.059632708842,0.8637697018364558
2020-12-14,1,1.1859321737390058,-331047.81895901717,0.2809,224695.0412684314,0.4052,200000,184037.7630675563,-15962.236932443688,0.9201888153377815
2020-12-15,1,0.589489616724946,-331047.81895901717,0.2681,224695.0412684314,0.4001,200000,178654.40627441191,-21345.593725588085,0.8932720313720596
2020-12-16,1,1.091396634549875,-331047.81895901717,0.2963,224695.0412684314,0.4251,200000,193607.330800767,-6392.669199233002,0.968036654003835
2020-12-17,1,0.48871889069466923,-331047.81895901717,0.2744,224695.0412684314,0.4087,200000,182672.38488876223,-17327.61511123777,0.9133619244438111
2020-12-18,0,-0.2397311240026787,0.0,0.2771,0.0,0.4336,200000,166781.49441719975,-33218.50558280025,0.8339074720859987
2020-12-19,0,0.3354966859819928,0.0,0.2894,0.0,0.4338,200000,166781.49441719975,-33218.50558280025,0.8339074720859987
2020-12-20,0,0.7170968801327586,0.0,0.294,0.0,0.4277,200000,166781.49441719975,-33218.50558280025,0.8339074720859987
2020-12-21,0,0.4757859679976693,0.0,0.2724,0.0,0.4005,200000,166781.49441719975,-33218.50558280025,0.8339074720859987
2020-12-22,0,0.0786050918525104,0.0,0.2646,0.0,0.3964,200000,166781.49441719975,-33218.50558280025,0.8339074720859987
2020-12-23,0,-0.7886354308645869,0.0,0.2262,0.0,0.3529,200000,166781.49441719975,-33218.50558280025,0.8339074720859987
2020-12-24,0,-0.46968031923478143,0.0,0.2476,0.0,0.3781,200000,166781.49441719975,-33218.50558280025,0.8339074720859987
2020-12-25,-2,-2.0878065538804513,0.0,0.2414,0.0,0.4034,200000,166781.49441719975,-33218.50558280025,0.8339074720859987
2020-12-26,-2,-2.689095898162076,0.0,0.231,0.0,0.4167,200000,166781.49441719975,-33218.50558280025,0.8339074720859987
2020-12-27,-2,-2.0518347338283713,0.0,0.2296,0.0,0.4014,200000,166781.49441719975,-33218.50558280025,0.8339074720859987
2020-12-28,-2,-2.6165027569784387,0.0,0.2285,0.0,0.4496,200000,166781.49441719975,-33218.50558280025,0.8339074720859987
2020-12-29,-2,-2.663177742293517,0.0,0.2164,0.0,0.4673,200000,166781.49441719975,-33218.50558280025,0.8339074720859987
2020-12-30,-2,-2.4632299858603584,0.0,0.2032,0.0,0.4728,200000,166781.49441719975,-33218.50558280025,0.8339074720859987
2020-12-31,-2,-1.8561970032572848,0.0,0.2112,0.0,0.4665,200000,166781.49441719975,-33218.50558280025,0.8339074720859987
2021-01-01,-2,-1.4430174335233523,0.0,0.2125,0.0,0.4497,200000,166781.49441719975,-33218.50558280025,0.8339074720859987
2021-01-02,-2,-1.275301014208094,0.0,0.2058,0.0,0.434,200000,166781.49441719975,-33218.50558280025,0.8339074720859987
2021-01-03,-2,-1.3493201295926822,0.0,0.22,0.0,0.4864,200000,166781.49441719975,-33218.50558280025,0.8339074720859987
2021-01-04,-2,-1.542458749870761,0.0,0.2163,0.0,0.523,200000,166781.49441719975,-33218.50558280025,0.8339074720859987
2021-01-05,-2,-1.2973621243465892,0.0,0.2322,0.0,0.5472,200000,166781.49441719975,-33218.50558280025,0.8339074720859987
2021-01-06,-2,-1.3115353132261562,0.0,0.2551,0.0,0.6253,200000,166781.49441719975,-33218.50558280025,0.8339074720859987
2021-01-07,0,-0.9382286595881113,0.0,0.2504,0.0,0.574,200000,166781.49441719975,-33218.50558280025,0.8339074720859987
2021-01-08,-2,-1.203221106311742,0.0,0.2489,0.0,0.628,200000,166781.49441719975,-33218.50558280025,0.8339074720859987
2021-01-09,-1,-1.0593004058834565,302908.63497493597,0.2753,-121756.09170477424,0.6849,200000,166781.49441719975,-33218.50558280025,0.8339074720859987
2021-01-10,-1,-0.7177548728984137,302908.63497493597,0.2716,-121756.09170477424,0.6342,200000,159487.69861836045,-40512.301381639554,0.7974384930918023
2021-01-11,-1,-1.0171362956864527,302908.63497493597,0.2397,-121756.09170477424,0.6058,200000,146367.04015824437,-53632.959841755626,0.7318352007912219
2021-01-12,-1,-0.5882431397318492,302908.63497493597,0.2421,-121756.09170477424,0.5695,200000,142674.27475330094,-57325.72524669906,0.7133713737665046
2021-01-13,-1,-0.7082380374382272,302908.63497493597,0.2597,-121756.09170477424,0.6271,200000,155018.6176110548,-44981.3823889452,0.775093088055274
2021-01-14,-1,-0.540595815842246,302908.63497493597,0.2536,-121756.09170477424,0.603,200000,150236.55312762264,-49763.44687237736,0.7511827656381131
2021-01-15,-1,-0.3759763715725795,302908.63497493597,0.2596,-121756.09170477424,0.6112,200000,153052.4048894514,-46947.5951105486,0.765262024447257
2021-01-16,-1,-0.8210626945325447,302908.63497493597,0.2694,-121756.09170477424,0.66,200000,161962.60678739875,-38037.39321260125,0.8098130339369938
2021-01-17,-1,-0.21125758438629308,302908.63497493597,0.2804,-121756.09170477424,0.6625,200000,165598.99200138496,-34401.00799861504,0.8279949600069249
