date,statusList,zscore,QTUMUSDT_position,QTUMUSDT_price,TFUELUSDT_position,TFUELUSDT_price,init,total_asset,pnl,return
2020-01-01,0,,0.0,1.603,0.0,0.002383,200000,200000.0,0.0,1.0
2020-01-02,0,,0.0,1.533,0.0,0.002297,200000,200000.0,0.0,1.0
2020-01-03,0,,0.0,1.629,0.0,0.002403,200000,200000.0,0.0,1.0
2020-01-04,0,,0.0,1.642,0.0,0.002429,200000,200000.0,0.0,1.0
2020-01-05,0,,0.0,1.631,0.0,0.002412,200000,200000.0,0.0,1.0
2020-01-06,0,,0.0,1.747,0.0,0.002461,200000,200000.0,0.0,1.0
2020-01-07,0,,0.0,1.735,0.0,0.002382,200000,200000.0,0.0,1.0
2020-01-08,0,,0.0,1.683,0.0,0.002511,200000,200000.0,0.0,1.0
2020-01-09,0,,0.0,1.634,0.0,0.002395,200000,200000.0,0.0,1.0
2020-01-10,0,,0.0,1.734,0.0,0.002402,200000,200000.0,0.0,1.0
2020-01-11,0,,0.0,1.74,0.0,0.002403,200000,200000.0,0.0,1.0
2020-01-12,0,,0.0,1.754,0.0,0.002452,200000,200000.0,0.0,1.0
2020-01-13,0,,0.0,1.701,0.0,0.002456,200000,200000.0,0.0,1.0
2020-01-14,0,,0.0,1.915,0.0,0.002572,200000,200000.0,0.0,1.0
2020-01-15,0,,0.0,1.974,0.0,0.002567,200000,200000.0,0.0,1.0
2020-01-16,0,,0.0,1.932,0.0,0.002584,200000,200000.0,0.0,1.0
2020-01-17,0,,0.0,2.092,0.0,0.002598,200000,200000.0,0.0,1.0
2020-01-18,0,,0.0,2.035,0.0,0.002591,200000,200000.0,0.0,1.0
2020-01-19,0,,0.0,1.931,0.0,0.00246,200000,200000.0,0.0,1.0
2020-01-20,0,0.594642392739222,0.0,1.923,0.0,0.002579,200000,200000.0,0.0,1.0
2020-01-21,1,1.162688696486098,-51282.05128205128,1.95,39777247.41447891,0.002514,200000,200000.0,0.0,1.0
2020-01-22,2,1.4036930864380592,0.0,1.994,0.0,0.002515,200000,202216.6330089958,2216.633008995792,1.011083165044979
2020-01-23,0,0.5455826610650094,0.0,1.89,0.0,0.002492,200000,202216.6330089958,2216.633008995792,1.011083165044979
2020-01-24,0,0.7777399257657863,0.0,1.89,0.0,0.002449,200000,202216.6330089958,2216.633008995792,1.011083165044979
2020-01-25,0,0.16664660063399575,0.0,1.867,0.0,0.002489,200000,202216.6330089958,2216.633008995792,1.011083165044979
2020-01-26,0,0.719514154147189,0.0,1.935,0.0,0.0025,200000,202216.6330089958,2216.633008995792,1.011083165044979
2020-01-27,0,0.7003370112311321,0.0,1.997,0.0,0.002574,200000,202216.6330089958,2216.633008995792,1.011083165044979
2020-01-28,1,1.0023229135103302,-49273.05872538884,2.052,38887814.0401915,0.0026,200000,202216.6330089958,2216.633008995792,1.011083165044979
2020-01-29,2,2.08893139493957,0.0,2.066,0.0,0.002481,200000,207534.105701934,7534.105701933993,1.03767052850967
2020-01-30,2,2.528435925063648,0.0,2.176,0.0,0.002498,200000,207534.105701934,7534.105701933993,1.03767052850967
2020-01-31,2,1.8584058138704898,0.0,2.125,0.0,0.002482,200000,207534.105701934,7534.105701933993,1.03767052850967
2020-02-01,2,2.044298117379232,0.0,2.193,0.0,0.002496,200000,207534.105701934,7534.105701933993,1.03767052850967
2020-02-02,2,2.1385190060615837,0.0,2.262,0.0,0.002528,200000,207534.105701934,7534.105701933993,1.03767052850967
2020-02-03,2,1.8527268406693014,0.0,2.286,0.0,0.002553,200000,207534.105701934,7534.105701933993,1.03767052850967
2020-02-04,0,0.6312142711424943,0.0,2.307,0.0,0.002754,200000,207534.105701934,7534.105701933993,1.03767052850967
2020-02-05,0,0.7420119747803454,0.0,2.442,0.0,0.002882,200000,207534.105701934,7534.105701933993,1.03767052850967
2020-02-06,0,0.5757026182711704,0.0,2.544,0.0,0.003024,200000,207534.105701934,7534.105701933993,1.03767052850967
2020-02-07,0,-0.20712003343158264,0.0,2.572,0.0,0.0032,200000,207534.105701934,7534.105701933993,1.03767052850967
2020-02-08,0,0.8178401863525517,0.0,2.6,0.0,0.003031,200000,207534.105701934,7534.105701933993,1.03767052850967
2020-02-09,0,-0.2481071612959532,0.0,2.697,0.0,0.003333,200000,207534.105701934,7534.105701933993,1.03767052850967
2020-02-10,-2,-1.4548073975619387,0.0,2.597,0.0,0.003465,200000,207534.105701934,7534.105701933993,1.03767052850967
2020-02-11,-1,-1.1601061130433283,38304.55993022038,2.709,-29123506.273075216,0.003563,200000,207534.10570193402,7534.105701934022,1.0376705285096701
2020-02-12,-2,-1.27519118419628,0.0,2.805,0.0,0.00372,200000,208429.25843350566,8429.25843350566,1.0421462921675282
2020-02-13,-2,-1.667620769401904,0.0,2.849,0.0,0.003918,200000,208429.25843350566,8429.25843350566,1.0421462921675282
2020-02-14,0,-0.5278767341919112,0.0,3.032,0.0,0.003836,200000,208429.25843350566,8429.25843350566,1.0421462921675282
2020-02-15,0,-0.7795040412965825,0.0,2.69,0.0,0.003458,200000,208429.25843350566,8429.25843350566,1.0421462921675282
2020-02-16,-1,-1.0740117104602722,41802.89980615838,2.493,-31830980.212813936,0.003274,200000,208429.25843350566,8429.25843350566,1.0421462921675282
2020-02-17,-2,-1.2958987376241262,0.0,2.51,0.0,0.003369,200000,210742.55225701828,10742.55225701828,1.0537127612850914
2020-02-18,0,-0.6334429260538277,0.0,2.639,0.0,0.003394,200000,210742.55225701828,10742.55225701828,1.0537127612850914
2020-02-19,0,-0.3184834367151383,0.0,2.443,0.0,0.003088,200000,210742.55225701828,10742.55225701828,1.0537127612850914
2020-02-20,0,-0.7629332144458343,0.0,2.389,0.0,0.003129,200000,210742.55225701828,10742.55225701828,1.0537127612850914
2020-02-21,0,-0.5456782275155043,0.0,2.416,0.0,0.003134,200000,210742.55225701828,10742.55225701828,1.0537127612850914
2020-02-22,0,-0.7606387910205777,0.0,2.388,0.0,0.003154,200000,210742.55225701828,10742.55225701828,1.0537127612850914
2020-02-23,0,-0.4599839606819152,0.0,2.491,0.0,0.003246,200000,210742.55225701828,10742.55225701828,1.0537127612850914
2020-02-24,0,-0.8853385320966191,0.0,2.358,0.0,0.003151,200000,210742.55225701828,10742.55225701828,1.0537127612850914
2020-02-25,0,0.7917549486048308,0.0,2.384,0.0,0.002966,200000,210742.55225701828,10742.55225701828,1.0537127612850914
2020-02-26,2,1.332580461604229,0.0,2.097,0.0,0.002565,200000,210742.55225701828,10742.55225701828,1.0537127612850914
2020-02-27,0,0.38479993715942545,0.0,2.123,0.0,0.002696,200000,210742.55225701828,10742.55225701828,1.0537127612850914
2020-02-28,0,-0.9293974807910389,0.0,2.073,0.0,0.00277,200000,210742.55225701828,10742.55225701828,1.0537127612850914
2020-02-29,0,-0.8858220295852973,0.0,2.025,0.0,0.002709,200000,210742.55225701828,10742.55225701828,1.0537127612850914
2020-03-01,0,-0.877794415422196,0.0,2.028,0.0,0.002713,200000,210742.55225701828,10742.55225701828,1.0537127612850914
2020-03-02,2,1.2598502792315338,0.0,2.182,0.0,0.002732,200000,210742.55225701828,10742.55225701828,1.0537127612850914
2020-03-03,0,-0.4122213538232379,0.0,2.145,0.0,0.002823,200000,210742.55225701828,10742.55225701828,1.0537127612850914
2020-03-04,-2,-1.3331098165382516,0.0,2.152,0.0,0.002906,200000,210742.55225701828,10742.55225701828,1.0537127612850914
2020-03-05,-2,-1.6263343227866842,0.0,2.194,0.0,0.00301,200000,210742.55225701828,10742.55225701828,1.0537127612850914
2020-03-06,0,0.3349183084778885,0.0,2.314,0.0,0.002987,200000,210742.55225701828,10742.55225701828,1.0537127612850914
2020-03-07,0,-0.13570489436900185,0.0,2.212,0.0,0.002896,200000,210742.55225701828,10742.55225701828,1.0537127612850914
2020-03-08,0,-0.5031740367271367,0.0,1.893,0.0,0.002504,200000,210742.55225701828,10742.55225701828,1.0537127612850914
2020-03-09,0,-0.022157668758232402,0.0,1.943,0.0,0.002535,200000,210742.55225701828,10742.55225701828,1.0537127612850914
2020-03-10,0,0.8422759083050202,0.0,1.954,0.0,0.002487,200000,210742.55225701828,10742.55225701828,1.0537127612850914
2020-03-11,2,1.6806252432972146,0.0,1.943,0.0,0.002398,200000,210742.55225701828,10742.55225701828,1.0537127612850914
2020-03-12,2,3.5186437428072,0.0,1.039,0.0,0.001116,200000,210742.55225701828,10742.55225701828,1.0537127612850914
2020-03-13,2,2.3794273804374106,0.0,1.258,0.0,0.001383,200000,210742.55225701828,10742.55225701828,1.0537127612850914
2020-03-14,0,0.1267649030629365,0.0,1.173,0.0,0.00148,200000,210742.55225701828,10742.55225701828,1.0537127612850914
2020-03-15,0,-0.8017298929183634,0.0,1.209,0.0,0.001626,200000,210742.55225701828,10742.55225701828,1.0537127612850914
2020-03-16,-2,-1.4817794797812949,0.0,1.047,0.0,0.001501,200000,210742.55225701828,10742.55225701828,1.0537127612850914
2020-03-17,-1,-1.1054389557793565,96054.03475707305,1.097,-68378504.95036285,0.001541,200000,210742.55225701828,10742.55225701828,1.0537127612850914
2020-03-18,-1,-0.3601761002948831,96054.03475707305,1.111,-68378504.95036285,0.001476,200000,207642.7059218437,7642.705921843706,1.0382135296092185
2020-03-19,-1,-0.7158493288449537,96054.03475707305,1.256,-68378504.95036285,0.001718,200000,238118.13915960712,38118.13915960712,1.1905906957980357
2020-03-20,-2,-1.3936214229558443,0.0,1.232,0.0,0.0018,200000,215485.2903469574,15485.290346957394,1.077426451734787
2020-03-21,0,-0.9875327919556758,0.0,1.232,0.0,0.001746,200000,215485.2903469574,15485.290346957394,1.077426451734787
2020-03-22,0,-0.6490617004433649,0.0,1.147,0.0,0.001587,200000,215485.2903469574,15485.290346957394,1.077426451734787
2020-03-23,0,-0.5033948459716914,0.0,1.234,0.0,0.00169,200000,215485.2903469574,15485.290346957394,1.077426451734787
2020-03-24,0,0.06884113735031985,0.0,1.272,0.0,0.001657,200000,215485.2903469574,15485.290346957394,1.077426451734787
2020-03-25,0,-0.02055487529968016,0.0,1.261,0.0,0.001651,200000,215485.2903469574,15485.290346957394,1.077426451734787
2020-03-26,0,-0.3681336838621073,0.0,1.277,0.0,0.001725,200000,215485.2903469574,15485.290346957394,1.077426451734787
2020-03-27,0,-0.7959548522604326,0.0,1.204,0.0,0.001696,200000,215485.2903469574,15485.290346957394,1.077426451734787
2020-03-28,0,-0.6782986499159828,0.0,1.213,0.0,0.001697,200000,215485.2903469574,15485.290346957394,1.077426451734787
2020-03-29,0,-0.5129423958801805,0.0,1.141,0.0,0.001578,200000,215485.2903469574,15485.290346957394,1.077426451734787
2020-03-30,0,-0.717136419829914,0.0,1.197,0.0,0.001697,200000,215485.2903469574,15485.290346957394,1.077426451734787
2020-03-31,0,-0.75118744242914,0.0,1.21,0.0,0.001734,200000,215485.2903469574,15485.290346957394,1.077426451734787
2020-04-01,0,-0.6595364699605488,0.0,1.223,0.0,0.00174,200000,215485.2903469574,15485.290346957394,1.077426451734787
2020-04-02,0,0.05904396689716425,0.0,1.268,0.0,0.001742,200000,215485.2903469574,15485.290346957394,1.077426451734787
2020-04-03,0,0.48091524581369494,0.0,1.268,0.0,0.001727,200000,215485.2903469574,15485.290346957394,1.077426451734787
2020-04-04,0,0.8583706445302695,0.0,1.29,0.0,0.001737,200000,215485.2903469574,15485.290346957394,1.077426451734787
2020-04-05,0,0.38579355224457934,0.0,1.258,0.0,0.001715,200000,215485.2903469574,15485.290346957394,1.077426451734787
2020-04-06,2,1.6136618234478761,0.0,1.416,0.0,0.00185,200000,215485.2903469574,15485.290346957394,1.077426451734787
2020-04-07,2,1.5790444642133614,0.0,1.375,0.0,0.001793,200000,215485.2903469574,15485.290346957394,1.077426451734787
2020-04-08,2,2.6281881820858577,0.0,1.5,0.0,0.001843,200000,215485.2903469574,15485.290346957394,1.077426451734787
2020-04-09,2,2.081162292844615,0.0,1.476,0.0,0.001828,200000,215485.2903469574,15485.290346957394,1.077426451734787
2020-04-10,2,1.6972559540197973,0.0,1.341,0.0,0.00167,200000,215485.2903469574,15485.290346957394,1.077426451734787
2020-04-11,2,1.6312645722274257,0.0,1.348,0.0,0.001666,200000,215485.2903469574,15485.290346957394,1.077426451734787
2020-04-12,1,1.1612922659872922,-79222.53321579316,1.36,63081173.98915614,0.001708,200000,215485.2903469574,15485.290346957394,1.077426451734787
2020-04-13,2,1.2605003401651822,0.0,1.341,0.0,0.001668,200000,216503.30917542358,16503.30917542358,1.082516545877118
2020-04-14,0,0.4262318666075081,0.0,1.331,0.0,0.001727,200000,216503.30917542358,16503.30917542358,1.082516545877118
2020-04-15,1,1.149274191564649,-83592.01126464231,1.295,67278840.63872702,0.001609,200000,216503.30917542358,16503.30917542358,1.082516545877118
2020-04-16,2,1.7451950046375115,0.0,1.403,0.0,0.001669,200000,221494.51595368132,21494.515953681315,1.1074725797684066
2020-04-17,2,1.5838019672580157,0.0,1.383,0.0,0.001641,200000,221494.51595368132,21494.515953681315,1.1074725797684066
2020-04-18,2,1.4737079295034876,0.0,1.437,0.0,0.001698,200000,221494.51595368132,21494.515953681315,1.1074725797684066
2020-04-19,2,1.3847533630439646,0.0,1.391,0.0,0.001639,200000,221494.51595368132,21494.515953681315,1.1074725797684066
2020-04-20,0,0.19958997240549095,0.0,1.311,0.0,0.001646,200000,221494.51595368132,21494.515953681315,1.1074725797684066
2020-04-21,0,0.3327896005765087,0.0,1.315,0.0,0.001632,200000,221494.51595368132,21494.515953681315,1.1074725797684066
2020-04-22,0,0.13106523029261444,0.0,1.367,0.0,0.001706,200000,221494.51595368132,21494.515953681315,1.1074725797684066
2020-04-23,0,0.22567079212953964,0.0,1.389,0.0,0.00172,200000,221494.51595368132,21494.515953681315,1.1074725797684066
2020-04-24,0,0.5119510455164871,0.0,1.426,0.0,0.001741,200000,221494.51595368132,21494.515953681315,1.1074725797684066
2020-04-25,0,0.2893289668953171,0.0,1.482,0.0,0.001818,200000,221494.51595368132,21494.515953681315,1.1074725797684066
2020-04-26,0,0.3999920537459765,0.0,1.532,0.0,0.001869,200000,221494.51595368132,21494.515953681315,1.1074725797684066
2020-04-27,0,0.010821540675485382,0.0,1.505,0.0,0.00185,200000,221494.51595368132,21494.515953681315,1.1074725797684066
2020-04-28,0,-0.20083381573441716,0.0,1.527,0.0,0.001887,200000,221494.51595368132,21494.515953681315,1.1074725797684066
2020-04-29,2,1.392608266585163,0.0,1.633,0.0,0.001937,200000,221494.51595368132,21494.515953681315,1.1074725797684066
2020-04-30,-1,-1.0863104443267588,-72101.07941200564,1.536,57086215.45197972,0.00194,200000,221494.51595368132,21494.515953681315,1.1074725797684066
2020-05-01,-2,-1.6935116086587103,0.0,1.585,0.0,0.002047,200000,224069.78811585487,24069.78811585487,1.1203489405792744
2020-05-02,-2,-1.4820879346407958,0.0,1.642,0.0,0.002115,200000,224069.78811585487,24069.78811585487,1.1203489405792744
2020-05-03,-2,-1.5990795107649776,0.0,1.584,0.0,0.00206,200000,224069.78811585487,24069.78811585487,1.1203489405792744
2020-05-04,-2,-1.6675347101471076,0.0,1.558,0.0,0.002033,200000,224069.78811585487,24069.78811585487,1.1203489405792744
2020-05-05,-2,-2.156132706694793,0.0,1.547,0.0,0.002086,200000,224069.78811585487,24069.78811585487,1.1203489405792744
2020-05-06,-2,-1.7841333475936714,0.0,1.508,0.0,0.002025,200000,224069.78811585487,24069.78811585487,1.1203489405792744
2020-05-07,-2,-1.2391978060756679,0.0,1.588,0.0,0.002095,200000,224069.78811585487,24069.78811585487,1.1203489405792744
2020-05-08,-2,-1.7444714091440383,0.0,1.657,0.0,0.002254,200000,224069.78811585487,24069.78811585487,1.1203489405792744
2020-05-09,-1,-1.0594172113830103,70285.3789572945,1.594,-53046824.83803382,0.002112,200000,224069.78811585487,24069.78811585487,1.1203489405792744
2020-05-10,-1,-0.3786526889879336,70285.3789572945,1.442,-53046824.83803382,0.001862,200000,200124.70430483762,124.70430483762175,1.000623521524188
2020-05-11,-1,-0.9706196861019465,70285.3789572945,1.401,-53046824.83803382,0.00186,200000,197136.9101179125,-2863.0898820874863,0.9856845505895626
2020-05-12,-2,-2.29385506888375,0.0,1.468,0.0,0.002115,200000,233084.8863389881,33084.886338988086,1.1654244316949405
2020-05-13,-2,-1.5040937774483811,0.0,1.49,0.0,0.002082,200000,233084.8863389881,33084.886338988086,1.1654244316949405
2020-05-14,-2,-1.4152286151383453,0.0,1.536,0.0,0.002155,200000,233084.8863389881,33084.886338988086,1.1654244316949405
2020-05-15,-2,-2.6499525129911707,0.0,1.501,0.0,0.002376,200000,233084.8863389881,33084.886338988086,1.1654244316949405
2020-05-16,-2,-2.9327305208163517,0.0,1.54,0.0,0.002749,200000,233084.8863389881,33084.886338988086,1.1654244316949405
2020-05-17,-2,-1.8418832781047774,0.0,1.547,0.0,0.002534,200000,233084.8863389881,33084.886338988086,1.1654244316949405
2020-05-18,-2,-1.536809672181998,0.0,1.579,0.0,0.002556,200000,233084.8863389881,33084.886338988086,1.1654244316949405
2020-05-19,-2,-2.2717544951074564,0.0,1.582,0.0,0.002951,200000,233084.8863389881,33084.886338988086,1.1654244316949405
2020-05-20,-2,-2.850996293504328,0.0,1.576,0.0,0.003893,200000,233084.8863389881,33084.886338988086,1.1654244316949405
2020-05-21,-2,-3.159058606687615,0.0,1.497,0.0,0.007618,200000,233084.8863389881,33084.886338988086,1.1654244316949405
2020-05-22,-2,-2.1897398350230293,0.0,1.763,0.0,0.006619,200000,233084.8863389881,33084.886338988086,1.1654244316949405
2020-05-23,-2,-2.180517598865954,0.0,1.668,0.0,0.009016,200000,233084.8863389881,33084.886338988086,1.1654244316949405
2020-05-24,-2,-2.1908934154552866,0.0,1.56,0.0,0.017882,200000,233084.8863389881,33084.886338988086,1.1654244316949405
2020-05-25,-2,-1.8155620378626753,0.0,1.657,0.0,0.016088,200000,233084.8863389881,33084.886338988086,1.1654244316949405
2020-05-26,-2,-1.5371278182114105,0.0,1.658,0.0,0.013827,200000,233084.8863389881,33084.886338988086,1.1654244316949405
2020-05-27,-2,-1.2588595228448187,0.0,1.635,0.0,0.010594,200000,233084.8863389881,33084.886338988086,1.1654244316949405
2020-05-28,0,-0.9968012576672262,0.0,1.689,0.0,0.00866,200000,233084.8863389881,33084.886338988086,1.1654244316949405
2020-05-29,-1,-1.0119317595223254,69082.65748043511,1.687,-11334608.361164564,0.010282,200000,233084.8863389881,33084.886338988086,1.1654244316949405
2020-05-30,-1,-0.8581437388087365,69082.65748043511,1.802,-11334608.361164564,0.009945,200000,237209.6289315257,37209.62893152569,1.1860481446576285
2020-05-31,-1,-0.6830494334729856,69082.65748043511,1.747,-11334608.361164564,0.008509,200000,217133.58516346943,17133.585163469426,1.0856679258173472
2020-06-01,-1,-0.5836947232599822,69082.65748043511,1.89,-11334608.361164564,0.00896,200000,232124.31355405686,32124.313554056862,1.1606215677702842
2020-06-02,-1,-0.5079920517018925,69082.65748043511,1.794,-11334608.361164564,0.0085,200000,220278.4585897994,20278.45858979941,1.101392292948997
2020-06-03,-1,-0.43280342110163994,69082.65748043511,1.829,-11334608.361164564,0.00868,200000,224736.58110662422,24736.581106624217,1.123682905533121
2020-06-04,-1,-0.33991914910933846,69082.65748043511,1.838,-11334608.361164564,0.008622,200000,224700.9177390006,24700.917739000608,1.123504588695003
2020-06-05,-1,-0.24281965826115942,69082.65748043511,1.798,-11334608.361164564,0.008324,200000,218559.89814815618,18559.89814815618,1.092799490740781
2020-06-06,0,-0.0883458131559373,0.0,1.848,0.0,0.008279,200000,199259.35793722543,-740.6420627745683,0.9962967896861271
2020-06-07,0,0.0989827499640209,0.0,1.807,0.0,0.008019,200000,199259.35793722543,-740.6420627745683,0.9962967896861271
2020-06-08,0,0.5386700353424391,0.0,1.825,0.0,0.007737,200000,199259.35793722543,-740.6420627745683,0.9962967896861271
2020-06-09,1,1.143611570884961,-55196.498043552754,1.805,13564285.768361159,0.007345,200000,199259.35793722543,-740.6420627745683,0.9962967896861271
2020-06-10,2,1.4036408442435566,0.0,1.863,0.0,0.007026,200000,206787.76198385868,6787.761983858683,1.0339388099192934
2020-06-11,2,1.4783812011249322,0.0,1.686,0.0,0.00626,200000,206787.76198385868,6787.761983858683,1.0339388099192934
2020-06-12,0,-0.5361539654898523,0.0,1.745,0.0,0.010355,200000,206787.76198385868,6787.761983858683,1.0339388099192934
2020-06-13,-1,-1.0083758689259832,58151.789084324715,1.778,-8958832.07624377,0.011541,200000,206787.76198385868,6787.761983858683,1.0339388099192934
2020-06-14,-1,-0.8124157068195682,58151.789084324715,1.72,-8958832.07624377,0.010087,200000,190388.8163781094,-9611.18362189061,0.9519440818905469
2020-06-15,-1,-1.1526213104046787,58151.789084324715,1.674,-8958832.07624377,0.010208,200000,188797.852761456,-11202.147238544014,0.94398926380728
2020-06-16,-1,-0.8968193429670624,58151.789084324715,1.732,-8958832.07624377,0.009892,200000,189339.6655922538,-10660.33440774621,0.946698327961269
2020-06-17,-1,-0.6312080598068516,58151.789084324715,1.71,-8958832.07624377,0.009332,200000,183043.38026970212,-16956.619730297884,0.9152169013485105
2020-06-18,-1,-0.4923390141597092,58151.789084324715,1.682,-8958832.07624377,0.008862,200000,177204.47909950645,-22795.520900493546,0.8860223954975323
2020-06-19,-1,-0.9968568508230127,58151.789084324715,1.676,-8958832.07624377,0.009719,200000,184533.28745434142,-15466.712545658578,0.922666437271707
2020-06-20,-1,-0.7388869989896404,58151.789084324715,1.68,-8958832.07624377,0.009369,200000,181630.3033839934,-18369.696616006608,0.908151516919967
2020-06-21,-1,-0.4797819672241232,58151.789084324715,1.729,-8958832.07624377,0.009259,200000,183494.2695207385,-16505.73047926149,0.9174713476036925
2020-06-22,-1,-0.20799286665483163,58151.789084324715,1.838,-8958832.07624377,0.009419,200000,191266.2276631289,-8733.772336871101,0.9563311383156445
2020-06-23,-1,-0.5381212032313488,58151.789084324715,1.796,-8958832.07624377,0.009844,200000,192631.35615399084,-7368.6438460091595,0.9631567807699541
2020-06-24,-1,-0.323892931950434,58151.789084324715,1.736,-8958832.07624377,0.009209,200000,183453.39044051658,-16546.60955948342,0.9172669522025829
2020-06-25,-1,-0.2080487296073189,58151.789084324715,1.718,-8958832.07624377,0.008983,200000,180381.96218776764,-19618.03781223236,0.9019098109388382
2020-06-26,0,-0.17005313468832847,0.0,1.678,0.0,0.008785,200000,187912.39969016332,-12087.600309836678,0.9395619984508166
2020-06-27,0,-0.07062157733111048,0.0,1.577,0.0,0.008182,200000,187912.39969016332,-12087.600309836678,0.9395619984508166
2020-06-28,0,-0.04292326268320787,0.0,1.615,0.0,0.008434,200000,187912.39969016332,-12087.600309836678,0.9395619984508166
2020-06-29,0,0.3305045017863594,0.0,1.671,0.0,0.008354,200000,187912.39969016332,-12087.600309836678,0.9395619984508166
2020-06-30,0,0.6104781407165331,0.0,1.643,0.0,0.00816,200000,187912.39969016332,-12087.600309836678,0.9395619984508166
2020-07-01,2,1.3438937314079693,0.0,1.657,0.0,0.008223,200000,187912.39969016332,-12087.600309836678,0.9395619984508166
2020-07-02,0,0.5862796437271297,0.0,1.647,0.0,0.008552,200000,187912.39969016332,-12087.600309836678,0.9395619984508166
2020-07-03,1,1.142951077318111,-57430.44000310615,1.636,11469262.67640157,0.008192,200000,187912.39969016332,-12087.600309836678,0.9395619984508166
2020-07-04,2,1.566285867556138,0.0,1.695,0.0,0.008228,200000,190887.90219399615,-9112.097806003847,0.9544395109699808
2020-07-05,2,2.5334215596849448,0.0,1.774,0.0,0.008057,200000,190887.90219399615,-9112.097806003847,0.9544395109699808
2020-07-06,2,1.521666363286911,0.0,1.821,0.0,0.008642,200000,190887.90219399615,-9112.097806003847,0.9544395109699808
2020-07-07,0,0.8725479575806669,0.0,1.807,0.0,0.008835,200000,190887.90219399615,-9112.097806003847,0.9544395109699808
2020-07-08,2,2.320357506762052,0.0,2.019,0.0,0.008886,200000,190887.90219399615,-9112.097806003847,0.9544395109699808
2020-07-09,2,2.957299886970473,0.0,2.13,0.0,0.008545,200000,190887.90219399615,-9112.097806003847,0.9544395109699808
2020-07-10,2,2.1485861473893357,0.0,2.037,0.0,0.008389,200000,190887.90219399615,-9112.097806003847,0.9544395109699808
2020-07-11,2,1.9020627143637516,0.0,2.079,0.0,0.008508,200000,190887.90219399615,-9112.097806003847,0.9544395109699808
2020-07-12,0,0.24883070295127124,0.0,2.045,0.0,0.009628,200000,190887.90219399615,-9112.097806003847,0.9544395109699808
2020-07-13,2,2.0220035874942046,0.0,2.211,0.0,0.008696,200000,190887.90219399615,-9112.097806003847,0.9544395109699808
2020-07-14,2,2.279319025111631,0.0,2.346,0.0,0.008655,200000,190887.90219399615,-9112.097806003847,0.9544395109699808
2020-07-15,2,1.7991677389862561,0.0,2.293,0.0,0.00861,200000,190887.90219399615,-9112.097806003847,0.9544395109699808
2020-07-16,2,1.8450994582643303,0.0,2.303,0.0,0.008363,200000,190887.90219399615,-9112.097806003847,0.9544395109699808
