date,statusList,zscore,QTUMUSDT_position,QTUMUSDT_price,TFUELUSDT_position,TFUELUSDT_price,init,total_asset,pnl,return
2020-07-17,2,1.8269640085621297,0.0,2.392,0.0,0.00845,200000,190887.90219399615,-9112.097806003847,0.9544395109699808
2020-07-18,2,1.5442745285908575,0.0,2.364,0.0,0.008432,200000,190887.90219399615,-9112.097806003847,0.9544395109699808
2020-07-19,2,1.3547427467324846,0.0,2.344,0.0,0.008389,200000,190887.90219399615,-9112.097806003847,0.9544395109699808
2020-07-20,0,0.8500182044318492,0.0,2.215,0.0,0.008322,200000,190887.90219399615,-9112.097806003847,0.9544395109699808
2020-07-21,1,1.1900334075339543,-40597.17188302768,2.351,11400376.385212384,0.008372,200000,190887.90219399615,-9112.097806003847,0.9544395109699808
2020-07-22,1,0.8648213271461895,-40597.17188302768,2.376,11400376.385212384,0.0087,200000,195642.1549454215,-4357.845054578502,0.9782107747271075
2020-07-23,1,0.952699799476451,-40597.17188302768,2.357,11400376.385212384,0.008471,200000,192260.12248743034,-7739.877512569656,0.9613006124371517
2020-07-24,1,0.9205512522625934,-40597.17188302768,2.287,11400376.385212384,0.008177,200000,186066.60979836597,-13933.390201634029,0.9303330489918299
2020-07-25,1,1.1567584820911134,-40597.17188302768,2.409,11400376.385212384,0.008331,200000,192775.12273141806,-7224.877268581942,0.9638756136570903
2020-07-26,1,1.0304065067231274,-40597.17188302768,2.357,11400376.385212384,0.008188,200000,189033.81597041525,-10966.18402958475,0.9451690798520762
2020-07-27,2,1.3569716262650815,0.0,2.32,0.0,0.007821,200000,195910.99725387432,-4089.002746125683,0.9795549862693715
2020-07-28,0,0.723885571126813,0.0,2.374,0.0,0.00835,200000,195910.99725387432,-4089.002746125683,0.9795549862693715
2020-07-29,0,0.6129543923752937,0.0,2.351,0.0,0.008291,200000,195910.99725387432,-4089.002746125683,0.9795549862693715
2020-07-30,0,0.8535292406469964,0.0,2.373,0.0,0.008183,200000,195910.99725387432,-4089.002746125683,0.9795549862693715
2020-07-31,0,0.8333244543054964,0.0,2.42,0.0,0.008312,200000,195910.99725387432,-4089.002746125683,0.9795549862693715
2020-08-01,2,1.5395741570339936,0.0,2.65,0.0,0.008929,200000,195910.99725387432,-4089.002746125683,0.9795549862693715
2020-08-02,0,0.4436408229061662,0.0,2.403,0.0,0.008407,200000,195910.99725387432,-4089.002746125683,0.9795549862693715
2020-08-03,2,2.1789131571388762,0.0,2.621,0.0,0.008596,200000,195910.99725387432,-4089.002746125683,0.9795549862693715
2020-08-04,2,2.3664244507243994,0.0,2.848,0.0,0.009153,200000,195910.99725387432,-4089.002746125683,0.9795549862693715
2020-08-05,2,2.03466550568244,0.0,2.773,0.0,0.008894,200000,195910.99725387432,-4089.002746125683,0.9795549862693715
2020-08-06,2,1.5503980935278163,0.0,2.762,0.0,0.00895,200000,195910.99725387432,-4089.002746125683,0.9795549862693715
2020-08-07,0,0.9551155923669578,0.0,2.642,0.0,0.008739,200000,195910.99725387432,-4089.002746125683,0.9795549862693715
2020-08-08,1,1.0026823345056903,-35542.633754331335,2.756,10815446.464274831,0.009057,200000,195910.99725387432,-4089.002746125683,0.9795549862693715
2020-08-09,2,1.2891177431766423,0.0,2.717,0.0,0.008792,200000,197390.92785048822,-2609.072149511776,0.9869546392524411
2020-08-10,2,1.5423709113729862,0.0,2.926,0.0,0.009303,200000,197390.92785048822,-2609.072149511776,0.9869546392524411
2020-08-11,0,0.5196581660067968,0.0,2.722,0.0,0.008995,200000,197390.92785048822,-2609.072149511776,0.9869546392524411
2020-08-12,0,-0.31718601837834215,0.0,2.799,0.0,0.00952,200000,197390.92785048822,-2609.072149511776,0.9869546392524411
2020-08-13,0,0.41518389853363147,0.0,2.86,0.0,0.009449,200000,197390.92785048822,-2609.072149511776,0.9869546392524411
2020-08-14,2,2.24157362100302,0.0,3.1,0.0,0.009512,200000,197390.92785048822,-2609.072149511776,0.9869546392524411
2020-08-15,2,2.2827082693927965,0.0,3.095,0.0,0.009312,200000,197390.92785048822,-2609.072149511776,0.9869546392524411
2020-08-16,2,2.699428238436768,0.0,3.336,0.0,0.009515,200000,197390.92785048822,-2609.072149511776,0.9869546392524411
2020-08-17,2,2.4324491282435394,0.0,3.418,0.0,0.009588,200000,197390.92785048822,-2609.072149511776,0.9869546392524411
2020-08-18,0,0.8049311681071282,0.0,3.293,0.0,0.010091,200000,197390.92785048822,-2609.072149511776,0.9869546392524411
2020-08-19,2,1.4384192381537424,0.0,3.296,0.0,0.009648,200000,197390.92785048822,-2609.072149511776,0.9869546392524411
2020-08-20,2,2.947696751184529,0.0,4.078,0.0,0.010312,200000,197390.92785048822,-2609.072149511776,0.9869546392524411
2020-08-21,1,1.071171222561111,-26186.11406878326,3.769,9157122.279202461,0.010778,200000,197390.92785048822,-2609.072149511776,0.9869546392524411
2020-08-22,2,1.7765260869024284,0.0,4.162,0.0,0.011107,200000,204669.37744966242,4669.377449662425,1.023346887248312
2020-08-23,0,0.35127363818380525,0.0,3.988,0.0,0.011831,200000,204669.37744966242,4669.377449662425,1.023346887248312
2020-08-24,-2,-1.6837262675693538,0.0,3.818,0.0,0.0138,200000,204669.37744966242,4669.377449662425,1.023346887248312
2020-08-25,-2,-1.326140350229339,0.0,3.482,0.0,0.012263,200000,204669.37744966242,4669.377449662425,1.023346887248312
2020-08-26,0,-0.1177637128731944,0.0,3.784,0.0,0.011769,200000,204669.37744966242,4669.377449662425,1.023346887248312
2020-08-27,0,-0.23054268965053476,0.0,3.37,0.0,0.010563,200000,204669.37744966242,4669.377449662425,1.023346887248312
2020-08-28,0,-0.8379357403170754,0.0,3.342,0.0,0.011119,200000,204669.37744966242,4669.377449662425,1.023346887248312
2020-08-29,0,-0.6830453248823911,0.0,3.431,0.0,0.011252,200000,204669.37744966242,4669.377449662425,1.023346887248312
2020-08-30,0,-0.4824354011363363,0.0,3.449,0.0,0.011099,200000,204669.37744966242,4669.377449662425,1.023346887248312
2020-08-31,0,-0.43471663484520245,0.0,3.359,0.0,0.010737,200000,204669.37744966242,4669.377449662425,1.023346887248312
2020-09-01,0,0.26653904585195115,0.0,3.518,0.0,0.01048,200000,204669.37744966242,4669.377449662425,1.023346887248312
2020-09-02,0,-0.12084016509263074,0.0,3.238,0.0,0.009943,200000,204669.37744966242,4669.377449662425,1.023346887248312
2020-09-03,-2,-1.4523153753470854,0.0,2.388,0.0,0.008438,200000,204669.37744966242,4669.377449662425,1.023346887248312
2020-09-04,-1,-1.1642303298865053,39695.37964500823,2.578,-11437877.358313536,0.008947,200000,204669.37744966242,4669.377449662425,1.023346887248312
2020-09-05,-1,-1.178123677659298,39695.37964500823,2.344,-11437877.358313536,0.008266,200000,187591.46413171897,-12408.535868281033,0.9379573206585948
2020-09-06,-1,-1.074620042178012,39695.37964500823,2.422,-11437877.358313536,0.00855,200000,193936.06091379066,-6063.939086209342,0.9696803045689533
2020-09-07,-1,-0.980648232038141,39695.37964500823,2.41,-11437877.358313536,0.008506,200000,192956.44975428475,-7043.550245715247,0.9647822487714237
2020-09-08,-1,-0.8079942389540564,39695.37964500823,2.359,-11437877.358313536,0.008242,200000,187912.38576979458,-12087.614230205421,0.9395619288489729
2020-09-09,-1,-1.1326923172482997,39695.37964500823,2.439,-11437877.358313536,0.008849,200000,198030.80769789155,-1969.1923021084513,0.9901540384894577
2020-09-10,-1,-0.7356875760715795,39695.37964500823,2.622,-11437877.358313536,0.009219,200000,209527.07679550408,9527.07679550408,1.0476353839775203
2020-09-11,0,0.06403661103806554,0.0,2.816,0.0,0.009351,200000,199842.77954690912,-157.22045309087844,0.9992138977345456
2020-09-12,0,-0.10991079267831251,0.0,2.854,0.0,0.009647,200000,199842.77954690912,-157.22045309087844,0.9992138977345456
2020-09-13,0,-0.5501359885319442,0.0,2.648,0.0,0.009166,200000,199842.77954690912,-157.22045309087844,0.9992138977345456
2020-09-14,-1,-1.1273003016424963,37863.35345716353,2.639,-10536896.5278345,0.009483,200000,199842.7795469091,-157.22045309090754,0.9992138977345455
2020-09-15,-2,-1.5200522307642665,0.0,2.466,0.0,0.009193,200000,203337.43970192637,3337.4397019263706,1.016687198509632
2020-09-16,-2,-1.4378211322034082,0.0,2.448,0.0,0.009174,200000,203337.43970192637,3337.4397019263706,1.016687198509632
2020-09-17,0,-0.8224155207397953,0.0,2.566,0.0,0.009278,200000,203337.43970192637,3337.4397019263706,1.016687198509632
2020-09-18,0,-0.43239784006059323,0.0,2.804,0.0,0.009919,200000,203337.43970192637,3337.4397019263706,1.016687198509632
2020-09-19,0,-0.9257687560473297,0.0,2.631,0.0,0.009674,200000,203337.43970192637,3337.4397019263706,1.016687198509632
2020-09-20,0,-0.6191205902573711,0.0,2.52,0.0,0.009127,200000,203337.43970192637,3337.4397019263706,1.016687198509632
2020-09-21,-2,-2.2769997127032346,0.0,2.263,0.0,0.009133,200000,203337.43970192637,3337.4397019263706,1.016687198509632
2020-09-22,-2,-1.7283507194872654,0.0,2.341,0.0,0.009086,200000,203337.43970192637,3337.4397019263706,1.016687198509632
2020-09-23,-2,-1.6768046451242014,0.0,2.176,0.0,0.008529,200000,203337.43970192637,3337.4397019263706,1.016687198509632
2020-09-24,-2,-2.2122232379899476,0.0,2.319,0.0,0.009617,200000,203337.43970192637,3337.4397019263706,1.016687198509632
2020-09-25,-2,-2.0889367379136417,0.0,2.36,0.0,0.009992,200000,203337.43970192637,3337.4397019263706,1.016687198509632
2020-09-26,-2,-2.41106338670023,0.0,2.399,0.0,0.010968,200000,203337.43970192637,3337.4397019263706,1.016687198509632
2020-09-27,-2,-1.8223938199238443,0.0,2.37,0.0,0.010552,200000,203337.43970192637,3337.4397019263706,1.016687198509632
2020-09-28,-1,-1.1576356857984962,41925.24529936627,2.425,-9936348.695363877,0.010232,200000,203337.43970192637,3337.4397019263706,1.016687198509632
2020-09-29,-2,-1.833457946250003,0.0,2.433,0.0,0.011389,200000,214498.39318006748,14498.393180067476,1.0724919659003374
2020-09-30,-1,-1.1387115845540738,44044.8445954964,2.435,-10059956.532223407,0.010661,200000,214498.39318006748,14498.393180067476,1.0724919659003374
2020-10-01,-1,-0.6700057322392947,44044.8445954964,2.365,-10059956.532223407,0.009906,200000,203819.98687655406,3819.9868765540596,1.0190999343827702
2020-10-02,-1,-0.32718690277640994,44044.8445954964,2.288,-10059956.532223407,0.009329,200000,194623.93892360793,-5376.06107639207,0.9731196946180396
2020-10-03,-1,-0.9661387255139046,44044.8445954964,2.297,-10059956.532223407,0.01004,200000,202172.97161937825,2172.9716193782515,1.0108648580968913
2020-10-04,-1,-0.7490451136638177,44044.8445954964,2.306,-10059956.532223407,0.009952,200000,201684.09904590205,1684.099045902054,1.0084204952295102
2020-10-05,-1,-0.5980494396771084,44044.8445954964,2.302,-10059956.532223407,0.009865,200000,200632.7034492166,632.7034492166131,1.003163517246083
2020-10-06,-1,-0.5190494908620764,44044.8445954964,2.172,-10059956.532223407,0.0093,200000,189222.99821109587,-10777.001788904134,0.9461149910554794
2020-10-07,-1,-0.6516411879897391,44044.8445954964,2.192,-10059956.532223407,0.009556,200000,192679.243975255,-7320.756024745002,0.963396219876275
2020-10-08,-1,-0.3537515280123787,44044.8445954964,2.251,-10059956.532223407,0.009643,200000,196153.1060246927,-3846.893975307292,0.9807655301234636
2020-10-09,0,-0.13913416688010546,0.0,2.33,0.0,0.009901,200000,211477.5348981048,11477.534898104786,1.057387674490524
2020-10-10,0,-0.6599591819053323,0.0,2.3,0.0,0.010102,200000,211477.5348981048,11477.534898104786,1.057387674490524
2020-10-11,0,0.31338743747545084,0.0,2.354,0.0,0.009905,200000,211477.5348981048,11477.534898104786,1.057387674490524
2020-10-12,0,0.4487330242944592,0.0,2.345,0.0,0.009878,200000,211477.5348981048,11477.534898104786,1.057387674490524
2020-10-13,0,0.3805389977848873,0.0,2.33,0.0,0.009907,200000,211477.5348981048,11477.534898104786,1.057387674490524
2020-10-14,0,-0.5561989292032812,0.0,2.254,0.0,0.0099,200000,211477.5348981048,11477.534898104786,1.057387674490524
2020-10-15,0,-0.6294944011374759,0.0,2.23,0.0,0.009838,200000,211477.5348981048,11477.534898104786,1.057387674490524
2020-10-16,-1,-1.1991556907765852,48817.528831510805,2.166,-10896410.495574236,0.009704,200000,211477.5348981048,11477.534898104786,1.057387674490524
2020-10-17,-1,-0.5887243213536382,48817.528831510805,2.179,-10896410.495574236,0.009573,200000,210684.73299799417,10684.732997994171,1.0534236649899709
2020-10-18,-1,-0.9130260717497697,48817.528831510805,2.216,-10896410.495574236,0.009858,200000,215596.45855599878,15596.458555998775,1.0779822927799938
2020-10-19,-1,-0.9209877853659592,48817.528831510805,2.212,-10896410.495574236,0.009765,200000,214387.8222645843,14387.822264584305,1.0719391113229215
2020-10-20,-1,-0.9856617753518166,48817.528831510805,2.146,-10896410.495574236,0.009498,200000,208256.52375938627,8256.52375938627,1.0412826187969313
2020-10-21,-1,-0.5181453972604421,48817.528831510805,2.283,-10896410.495574236,0.010006,200000,220479.90174105496,20479.901741054957,1.1023995087052747
2020-10-22,0,0.13135300759016552,0.0,2.341,0.0,0.010143,200000,207717.9915601475,7717.991560147493,1.0385899578007374
2020-10-23,0,-0.7425301253928344,0.0,2.291,0.0,0.010094,200000,207717.9915601475,7717.991560147493,1.0385899578007374
2020-10-24,-1,-1.1391644947988142,44921.71097754055,2.312,-10096140.349963425,0.010287,200000,207717.9915601475,7717.991560147493,1.0385899578007374
2020-10-25,-2,-1.388610465820632,0.0,2.229,0.0,0.010001,200000,208558.99743119377,8558.99743119377,1.0427949871559687
2020-10-26,-1,-1.1734806211216204,47966.65074314484,2.174,-10709612.685179919,0.009737,200000,208558.99743119377,8558.99743119377,1.0427949871559687
2020-10-27,-2,-1.3717923308771265,0.0,2.194,0.0,0.009901,200000,209356.04089670038,9356.040896700375,1.046780204483502
2020-10-28,-2,-1.9226263287989254,0.0,2.079,0.0,0.009571,200000,209356.04089670038,9356.040896700375,1.046780204483502
2020-10-29,-2,-1.7170788725015511,0.0,2.033,0.0,0.009362,200000,209356.04089670038,9356.040896700375,1.046780204483502
2020-10-30,-2,-2.375804136378725,0.0,1.946,0.0,0.00927,200000,209356.04089670038,9356.040896700375,1.046780204483502
2020-10-31,-2,-1.9496587765375621,0.0,1.964,0.0,0.009301,200000,209356.04089670038,9356.040896700375,1.046780204483502
2020-11-01,0,-0.7030879776803654,0.0,2.008,0.0,0.009161,200000,209356.04089670038,9356.040896700375,1.046780204483502
2020-11-02,-2,-1.3445011997948821,0.0,1.924,0.0,0.008963,200000,209356.04089670038,9356.040896700375,1.046780204483502
2020-11-03,-2,-1.3946200611002253,0.0,1.868,0.0,0.008755,200000,209356.04089670038,9356.040896700375,1.046780204483502
2020-11-04,0,-0.8249473330448412,0.0,1.833,0.0,0.008475,200000,209356.04089670038,9356.040896700375,1.046780204483502
2020-11-05,0,0.15133899774350937,0.0,1.931,0.0,0.008693,200000,209356.04089670038,9356.040896700375,1.046780204483502
2020-11-06,0,0.8304161009571456,0.0,2.071,0.0,0.00916,200000,209356.04089670038,9356.040896700375,1.046780204483502
2020-11-07,0,0.10098982479970256,0.0,1.949,0.0,0.008796,200000,209356.04089670038,9356.040896700375,1.046780204483502
2020-11-08,0,0.06678530515258456,0.0,2.027,0.0,0.009168,200000,209356.04089670038,9356.040896700375,1.046780204483502
2020-11-09,0,0.7427302846722423,0.0,1.989,0.0,0.008844,200000,209356.04089670038,9356.040896700375,1.046780204483502
2020-11-10,0,0.6182221078420972,0.0,2.006,0.0,0.008962,200000,209356.04089670038,9356.040896700375,1.046780204483502
2020-11-11,2,2.016521646085954,0.0,2.054,0.0,0.008863,200000,209356.04089670038,9356.040896700375,1.046780204483502
2020-11-12,2,2.1443614114364586,0.0,2.03,0.0,0.008668,200000,209356.04089670038,9356.040896700375,1.046780204483502
2020-11-13,2,1.8916968580517999,0.0,2.094,0.0,0.008936,200000,209356.04089670038,9356.040896700375,1.046780204483502
2020-11-14,2,1.8679231427699907,0.0,2.04,0.0,0.008634,200000,209356.04089670038,9356.040896700375,1.046780204483502
2020-11-15,1,1.1799017564422698,-52921.14279491921,1.978,12267434.717959708,0.008533,200000,209356.04089670038,9356.040896700375,1.046780204483502
2020-11-16,2,1.8250664287471032,0.0,2.073,0.0,0.00866,200000,212825.58525303684,12825.585253036843,1.0641279262651842
2020-11-17,2,2.550302357451357,0.0,2.206,0.0,0.008727,200000,212825.58525303684,12825.585253036843,1.0641279262651842
2020-11-18,2,1.7536232524892323,0.0,2.15,0.0,0.008698,200000,212825.58525303684,12825.585253036843,1.0641279262651842
2020-11-19,2,2.345430133728647,0.0,2.25,0.0,0.008646,200000,212825.58525303684,12825.585253036843,1.0641279262651842
2020-11-20,2,2.2720697911867305,0.0,2.362,0.0,0.008891,200000,212825.58525303684,12825.585253036843,1.0641279262651842
2020-11-21,2,2.828069804451062,0.0,2.695,0.0,0.009271,200000,212825.58525303684,12825.585253036843,1.0641279262651842
2020-11-22,2,2.1109730153503743,0.0,2.557,0.0,0.008973,200000,212825.58525303684,12825.585253036843,1.0641279262651842
2020-11-23,2,2.349852125483906,0.0,2.794,0.0,0.009236,200000,212825.58525303684,12825.585253036843,1.0641279262651842
2020-11-24,2,1.7144511426813551,0.0,3.079,0.0,0.010515,200000,212825.58525303684,12825.585253036843,1.0641279262651842
2020-11-25,0,0.007860194516381713,0.0,2.924,0.0,0.011755,200000,212825.58525303684,12825.585253036843,1.0641279262651842
2020-11-26,0,0.4545538053407489,0.0,2.522,0.0,0.009628,200000,212825.58525303684,12825.585253036843,1.0641279262651842
2020-11-27,1,1.0318506321707261,-40896.53828843906,2.602,11427490.617108935,0.009312,200000,212825.58525303684,12825.585253036843,1.0641279262651842
2020-11-28,1,1.0616395075146903,-40896.53828843906,2.69,11427490.617108935,0.009509,200000,218675.69627398992,18675.696273989917,1.0933784813699496
2020-11-29,1,1.1873408537543644,-40896.53828843906,2.734,11427490.617108935,0.009457,200000,219880.91444659157,19880.914446591574,1.099404572232958
2020-11-30,2,1.4761109646403137,0.0,2.932,0.0,0.009765,200000,221144.78963867138,21144.789638671384,1.105723948193357
2020-12-01,0,0.3333652289671955,0.0,2.718,0.0,0.009941,200000,221144.78963867138,21144.789638671384,1.105723948193357
2020-12-02,0,-0.39706179465952507,0.0,2.787,0.0,0.010823,200000,221144.78963867138,21144.789638671384,1.105723948193357
2020-12-03,0,-0.4079040258936622,0.0,2.877,0.0,0.011109,200000,221144.78963867138,21144.789638671384,1.105723948193357
2020-12-04,-2,-2.083648304701358,0.0,2.591,0.0,0.011875,200000,221144.78963867138,21144.789638671384,1.105723948193357
2020-12-05,-2,-1.9370346075379732,0.0,2.718,0.0,0.012431,200000,221144.78963867138,21144.789638671384,1.105723948193357
2020-12-06,-2,-1.681490850251756,0.0,2.653,0.0,0.011956,200000,221144.78963867138,21144.789638671384,1.105723948193357
2020-12-07,-2,-2.083568453326856,0.0,2.612,0.0,0.01297,200000,221144.78963867138,21144.789638671384,1.105723948193357
2020-12-08,-2,-2.436063474248026,0.0,2.41,0.0,0.014005,200000,221144.78963867138,21144.789638671384,1.105723948193357
2020-12-09,-2,-2.4293994511126122,0.0,2.491,0.0,0.016865,200000,221144.78963867138,21144.789638671384,1.105723948193357
2020-12-10,-2,-1.828957751470651,0.0,2.43,0.0,0.015172,200000,221144.78963867138,21144.789638671384,1.105723948193357
2020-12-11,-2,-1.4443814420662107,0.0,2.337,0.0,0.01376,200000,221144.78963867138,21144.789638671384,1.105723948193357
2020-12-12,-1,-1.122795260061084,44784.28303739802,2.469,-8052169.736333797,0.013732,200000,221144.78963867138,21144.789638671384,1.105723948193357
2020-12-13,-1,-0.9526486747373716,44784.28303739802,2.557,-8052169.736333797,0.013928,200000,226664.03181428384,26664.031814283837,1.1333201590714193
2020-12-14,-2,-1.5342874279409764,0.0,2.521,0.0,0.017339,200000,247860.18315968273,47860.183159682725,1.2393009157984136
2020-12-15,-1,-1.187652006679427,47923.46928841507,2.586,-7492750.397813868,0.01654,200000,247860.18315968273,47860.183159682725,1.2393009157984136
2020-12-16,-1,-1.0771792527047743,47923.46928841507,2.766,-7492750.397813868,0.017725,200000,265365.3168530069,65365.316853006894,1.3268265842650344
2020-12-17,-1,-0.9067910252669972,47923.46928841507,2.688,-7492750.397813868,0.016781,200000,254554.12987297424,54554.12987297424,1.2727706493648712
2020-12-18,-1,-0.8906159410508544,47923.46928841507,2.74,-7492750.397813868,0.017513,200000,262530.8435671716,62530.8435671716,1.312654217835858
2020-12-19,-1,-0.650334826217652,47923.46928841507,2.811,-7492750.397813868,0.017049,200000,262456.7737020634,62456.77370206342,1.312283868510317
2020-12-20,-1,-0.44705080970832745,47923.46928841507,2.802,-7492750.397813868,0.01639,200000,257087.73996630832,57087.73996630832,1.2854386998315417
2020-12-21,-1,-0.5467336937000311,47923.46928841507,2.592,-7492750.397813868,0.015772,200000,242393.2916698922,42393.291669892205,1.211966458349461
2020-12-22,-1,-0.9185336658792849,47923.46928841507,2.574,-7492750.397813868,0.01718,200000,252080.46178282265,52080.46178282265,1.2604023089141132
2020-12-23,-2,-2.04585153782506,0.0,2.096,0.0,0.018202,200000,283795.63427217276,83795.63427217276,1.4189781713608638
2020-12-24,-2,-1.7160373458495948,0.0,2.312,0.0,0.019371,200000,283795.63427217276,83795.63427217276,1.4189781713608638
2020-12-25,-2,-2.2506005009169354,0.0,2.288,0.0,0.023837,200000,283795.63427217276,83795.63427217276,1.4189781713608638
2020-12-26,-2,-2.751544903258181,0.0,2.26,0.0,0.035034,200000,283795.63427217276,83795.63427217276,1.4189781713608638
2020-12-27,-2,-1.8775992751836181,0.0,2.275,0.0,0.02702,200000,283795.63427217276,83795.63427217276,1.4189781713608638
2020-12-28,-2,-1.7325111047423891,0.0,2.384,0.0,0.029779,200000,283795.63427217276,83795.63427217276,1.4189781713608638
2020-12-29,-2,-1.503577369126315,0.0,2.271,0.0,0.02797,200000,283795.63427217276,83795.63427217276,1.4189781713608638
2020-12-30,-2,-1.3914515414587212,0.0,2.215,0.0,0.028098,200000,283795.63427217276,83795.63427217276,1.4189781713608638
2020-12-31,-2,-1.5022049431824764,0.0,2.222,0.0,0.03333,200000,283795.63427217276,83795.63427217276,1.4189781713608638
2021-01-01,-2,-1.3294957910493796,0.0,2.268,0.0,0.03345,200000,283795.63427217276,83795.63427217276,1.4189781713608638
2021-01-02,-2,-1.391805316514043,0.0,2.249,0.0,0.037912,200000,283795.63427217276,83795.63427217276,1.4189781713608638
2021-01-03,0,-0.8785586872128693,0.0,2.466,0.0,0.032107,200000,283795.63427217276,83795.63427217276,1.4189781713608638
2021-01-04,0,-0.5929093411755298,0.0,2.515,0.0,0.029352,200000,283795.63427217276,83795.63427217276,1.4189781713608638
2021-01-05,0,-0.49525426390032856,0.0,2.612,0.0,0.03009,200000,283795.63427217276,83795.63427217276,1.4189781713608638
2021-01-06,0,-0.12483418608708884,0.0,3.013,0.0,0.030533,200000,283795.63427217276,83795.63427217276,1.4189781713608638
2021-01-07,0,0.03880867735596898,0.0,2.894,0.0,0.028364,200000,283795.63427217276,83795.63427217276,1.4189781713608638
2021-01-08,0,0.2868076981414958,0.0,2.861,0.0,0.026742,200000,283795.63427217276,83795.63427217276,1.4189781713608638
2021-01-09,0,0.7820076672942494,0.0,3.228,0.0,0.027671,200000,283795.63427217276,83795.63427217276,1.4189781713608638
2021-01-10,2,1.4917616814227845,0.0,3.383,0.0,0.026263,200000,283795.63427217276,83795.63427217276,1.4189781713608638
2021-01-11,2,1.2303155182834393,0.0,2.898,0.0,0.024763,200000,283795.63427217276,83795.63427217276,1.4189781713608638
2021-01-12,0,0.8492600038420786,0.0,2.75,0.0,0.025337,200000,283795.63427217276,83795.63427217276,1.4189781713608638
2021-01-13,0,0.6409871652417778,0.0,2.948,0.0,0.028643,200000,283795.63427217276,83795.63427217276,1.4189781713608638
2021-01-14,0,0.6195903171363749,0.0,3.021,0.0,0.029342,200000,283795.63427217276,83795.63427217276,1.4189781713608638
2021-01-15,0,0.709808472374941,0.0,2.941,0.0,0.02767,200000,283795.63427217276,83795.63427217276,1.4189781713608638
2021-01-16,0,0.8728769926768621,0.0,3.056,0.0,0.027542,200000,283795.63427217276,83795.63427217276,1.4189781713608638
2021-01-17,2,1.2170394718567552,0.0,3.188,0.0,0.026523,200000,283795.63427217276,83795.63427217276,1.4189781713608638
