date,statusList,zscore,TFUELUSDT_position,TFUELUSDT_price,NEOUSDT_position,NEOUSDT_price,init,total_asset,pnl,return
2020-01-01,0,,0.0,0.002383,0.0,8.85,200000,200000.0,0.0,1.0
2020-01-02,0,,0.0,0.002297,0.0,8.462,200000,200000.0,0.0,1.0
2020-01-03,0,,0.0,0.002403,0.0,8.888,200000,200000.0,0.0,1.0
2020-01-04,0,,0.0,0.002429,0.0,9.077,200000,200000.0,0.0,1.0
2020-01-05,0,,0.0,0.002412,0.0,9.02,200000,200000.0,0.0,1.0
2020-01-06,0,,0.0,0.002461,0.0,9.757,200000,200000.0,0.0,1.0
2020-01-07,0,,0.0,0.002382,0.0,9.801,200000,200000.0,0.0,1.0
2020-01-08,0,,0.0,0.002511,0.0,9.448,200000,200000.0,0.0,1.0
2020-01-09,0,,0.0,0.002395,0.0,9.387,200000,200000.0,0.0,1.0
2020-01-10,0,,0.0,0.002402,0.0,9.862,200000,200000.0,0.0,1.0
2020-01-11,0,,0.0,0.002403,0.0,9.696,200000,200000.0,0.0,1.0
2020-01-12,0,,0.0,0.002452,0.0,10.271,200000,200000.0,0.0,1.0
2020-01-13,0,,0.0,0.002456,0.0,10.0,200000,200000.0,0.0,1.0
2020-01-14,0,,0.0,0.002572,0.0,11.204,200000,200000.0,0.0,1.0
2020-01-15,0,,0.0,0.002567,0.0,11.412,200000,200000.0,0.0,1.0
2020-01-16,0,,0.0,0.002584,0.0,11.271,200000,200000.0,0.0,1.0
2020-01-17,0,,0.0,0.002598,0.0,11.848,200000,200000.0,0.0,1.0
2020-01-18,0,,0.0,0.002591,0.0,11.876,200000,200000.0,0.0,1.0
2020-01-19,0,,0.0,0.00246,0.0,11.245,200000,200000.0,0.0,1.0
2020-01-20,0,-0.7159864333135575,0.0,0.002579,0.0,11.114,200000,200000.0,0.0,1.0
2020-01-21,-1,-1.0426976241579202,39777247.41447891,0.002514,-8907.892392659896,11.226,200000,200000.0,0.0,1.0
2020-01-22,-1,-0.9712898343543892,39777247.41447891,0.002515,-8907.892392659896,11.247,200000,200226.84298766032,226.8429876603186,1.0011342149383016
2020-01-23,-1,-0.2706945890895582,39777247.41447891,0.002492,-8907.892392659896,10.621,200000,193735.6256593222,-6264.3743406778085,0.9686781282966109
2020-01-24,-1,-0.2898784143778625,39777247.41447891,0.002449,-8907.892392659896,10.511,200000,191045.335857307,-8954.664142692985,0.955226679286535
2020-01-25,0,0.3411291619708688,0.0,0.002489,0.0,10.35,200000,193191.1174493919,-6808.882550608105,0.9659555872469595
2020-01-26,0,-0.2685066982145392,0.0,0.0025,0.0,10.797,200000,193191.1174493919,-6808.882550608105,0.9659555872469595
2020-01-27,0,-0.1707046144634202,0.0,0.002574,0.0,11.082,200000,193191.1174493919,-6808.882550608105,0.9659555872469595
2020-01-28,0,-0.3631496301063815,0.0,0.0026,0.0,11.36,200000,193191.1174493919,-6808.882550608105,0.9659555872469595
2020-01-29,-1,-1.0501169203347318,38934122.82333573,0.002481,-8623.833472430671,11.201,200000,193191.11744939192,-6808.882550608076,0.9659555872469596
2020-01-30,-2,-1.777337424145271,0.0,0.002498,0.0,11.735,200000,197134.36443567317,-2865.6355643268325,0.9856718221783658
2020-01-31,-2,-1.2893561120145252,0.0,0.002482,0.0,11.453,200000,197134.36443567317,-2865.6355643268325,0.9856718221783658
2020-02-01,0,-0.9798021308523132,0.0,0.002496,0.0,11.422,200000,197134.36443567317,-2865.6355643268325,0.9856718221783658
2020-02-02,-2,-1.840685803126088,0.0,0.002528,0.0,12.016,200000,197134.36443567317,-2865.6355643268325,0.9856718221783658
2020-02-03,-1,-1.1473163955704087,38608375.330135755,0.002553,-8296.900860087255,11.88,200000,197134.36443567317,-2865.6355643268325,0.9856718221783658
2020-02-04,0,0.22191213955367473,0.0,0.002754,0.0,12.177,200000,191838.26054976182,-8161.739450238179,0.9591913027488091
2020-02-05,0,0.20349077420330938,0.0,0.002882,0.0,12.762,200000,191838.26054976182,-8161.739450238179,0.9591913027488091
2020-02-06,1,1.1105362142829533,-31719289.11206379,0.003024,7427.530608245386,12.914,200000,191838.26054976182,-8161.739450238179,0.9591913027488091
2020-02-07,2,2.3909553513074626,0.0,0.0032,0.0,12.792,200000,198327.014167691,-1672.9858323090011,0.991635070838455
2020-02-08,1,1.1274860760651524,-32716432.558180634,0.003031,7815.534921488454,12.688,200000,198327.014167691,-1672.9858323090011,0.991635070838455
2020-02-09,1,0.6935327087105678,-32716432.558180634,0.003333,7815.534921488454,14.201,200000,220032.28113647358,20032.281136473583,1.1001614056823679
2020-02-10,2,2.2264756342107237,0.0,0.003465,0.0,13.551,200000,205781.13926069686,5781.139260696858,1.0289056963034844
2020-02-11,2,2.0350323171716775,0.0,0.003563,0.0,13.791,200000,205781.13926069686,5781.139260696858,1.0289056963034844
2020-02-12,2,1.354142821223434,0.0,0.00372,0.0,14.822,200000,205781.13926069686,5781.139260696858,1.0289056963034844
2020-02-13,2,1.6678933354656817,0.0,0.003918,0.0,15.141,200000,205781.13926069686,5781.139260696858,1.0289056963034844
2020-02-14,0,-0.16554426866592517,0.0,0.003836,0.0,16.676,200000,205781.13926069686,5781.139260696858,1.0289056963034844
2020-02-15,0,-0.24914134913835095,0.0,0.003458,0.0,15.127,200000,205781.13926069686,5781.139260696858,1.0289056963034844
2020-02-16,0,-0.5264179746790145,0.0,0.003274,0.0,14.625,200000,205781.13926069686,5781.139260696858,1.0289056963034844
2020-02-17,0,-0.48704644672802944,0.0,0.003369,0.0,15.027,200000,205781.13926069686,5781.139260696858,1.0289056963034844
2020-02-18,0,-0.810310601398811,0.0,0.003394,0.0,15.5,200000,205781.13926069686,5781.139260696858,1.0289056963034844
2020-02-19,0,-0.792133899667876,0.0,0.003088,0.0,14.043,200000,205781.13926069686,5781.139260696858,1.0289056963034844
2020-02-20,0,-0.6189599196929738,0.0,0.003129,0.0,14.03,200000,205781.13926069686,5781.139260696858,1.0289056963034844
2020-02-21,0,-0.6064770210498207,0.0,0.003134,0.0,14.017,200000,205781.13926069686,5781.139260696858,1.0289056963034844
2020-02-22,0,-0.26310244276412836,0.0,0.003154,0.0,13.72,200000,205781.13926069686,5781.139260696858,1.0289056963034844
2020-02-23,0,-0.5318777879293248,0.0,0.003246,0.0,14.294,200000,205781.13926069686,5781.139260696858,1.0289056963034844
2020-02-24,0,0.09216891938150666,0.0,0.003151,0.0,13.361,200000,205781.13926069686,5781.139260696858,1.0289056963034844
2020-02-25,0,0.3098300729841126,0.0,0.002966,0.0,12.393,200000,205781.13926069686,5781.139260696858,1.0289056963034844
2020-02-26,0,-0.16991409845989272,0.0,0.002565,0.0,11.007,200000,205781.13926069686,5781.139260696858,1.0289056963034844
2020-02-27,0,-0.017287903244039123,0.0,0.002696,0.0,11.51,200000,205781.13926069686,5781.139260696858,1.0289056963034844
2020-02-28,0,0.7983397174230995,0.0,0.00277,0.0,11.311,200000,205781.13926069686,5781.139260696858,1.0289056963034844
2020-02-29,0,0.681558029072892,0.0,0.002709,0.0,11.103,200000,205781.13926069686,5781.139260696858,1.0289056963034844
2020-03-01,0,0.4542997963289965,0.0,0.002713,0.0,11.31,200000,205781.13926069686,5781.139260696858,1.0289056963034844
2020-03-02,0,-0.633582067726731,0.0,0.002732,0.0,12.088,200000,205781.13926069686,5781.139260696858,1.0289056963034844
2020-03-03,1,1.156537811170188,-36447243.935653,0.002823,8903.6491545819,11.556,200000,205781.13926069686,5781.139260696858,1.0289056963034844
2020-03-04,2,1.7224578706193485,0.0,0.002906,0.0,11.755,200000,207034.43432559425,7034.434325594251,1.0351721716279711
2020-03-05,2,1.6982335097744476,0.0,0.00301,0.0,12.073,200000,207034.43432559425,7034.434325594251,1.0351721716279711
2020-03-06,0,0.7988997128764788,0.0,0.002987,0.0,12.377,200000,207034.43432559425,7034.434325594251,1.0351721716279711
2020-03-07,2,1.4815744018851453,0.0,0.002896,0.0,11.589,200000,207034.43432559425,7034.434325594251,1.0351721716279711
2020-03-08,2,1.266719736678739,0.0,0.002504,0.0,10.05,200000,207034.43432559425,7034.434325594251,1.0351721716279711
2020-03-09,2,1.7336678787325246,0.0,0.002535,0.0,9.902,200000,207034.43432559425,7034.434325594251,1.0351721716279711
2020-03-10,2,1.2486526070092645,0.0,0.002487,0.0,9.87,200000,207034.43432559425,7034.434325594251,1.0351721716279711
2020-03-11,2,1.3611317690486089,0.0,0.002398,0.0,9.43,200000,207034.43432559425,7034.434325594251,1.0351721716279711
2020-03-12,-2,-3.2385983392844584,0.0,0.001116,0.0,5.706,200000,207034.43432559425,7034.434325594251,1.0351721716279711
2020-03-13,-2,-1.2014013704850892,0.0,0.001383,0.0,6.216,200000,207034.43432559425,7034.434325594251,1.0351721716279711
2020-03-14,1,1.1597000800586472,69944065.6505386,0.00148,-17996.7345554237,5.752,200000,207034.43432559422,7034.434325594222,1.0351721716279711
2020-03-15,2,1.860508622000204,0.0,0.001626,0.0,5.979,200000,213161.00916649168,13161.009166491684,1.0658050458324584
2020-03-16,2,1.9114851221970672,0.0,0.001501,0.0,5.394,200000,213161.00916649168,13161.009166491684,1.0658050458324584
2020-03-17,2,1.469999401471967,0.0,0.001541,0.0,5.626,200000,213161.00916649168,13161.009166491684,1.0658050458324584
2020-03-18,0,0.5403639695000358,0.0,0.001476,0.0,5.726,200000,213161.00916649168,13161.009166491684,1.0658050458324584
2020-03-19,0,0.8810015815317954,0.0,0.001718,0.0,6.472,200000,213161.00916649168,13161.009166491684,1.0658050458324584
2020-03-20,2,1.740706222818807,0.0,0.0018,0.0,6.273,200000,213161.00916649168,13161.009166491684,1.0658050458324584
2020-03-21,2,1.2586147726419394,0.0,0.001746,0.0,6.236,200000,213161.00916649168,13161.009166491684,1.0658050458324584
2020-03-22,0,0.5726363284251004,0.0,0.001587,0.0,5.947,200000,213161.00916649168,13161.009166491684,1.0658050458324584
2020-03-23,0,-0.12397179907787421,0.0,0.00169,0.0,6.683,200000,213161.00916649168,13161.009166491684,1.0658050458324584
2020-03-24,0,-0.7142464242397828,0.0,0.001657,0.0,6.897,200000,213161.00916649168,13161.009166491684,1.0658050458324584
2020-03-25,0,-0.7729236870916817,0.0,0.001651,0.0,6.93,200000,213161.00916649168,13161.009166491684,1.0658050458324584
2020-03-26,0,-0.44623193151613266,0.0,0.001725,0.0,7.03,200000,213161.00916649168,13161.009166491684,1.0658050458324584
2020-03-27,0,0.2636201609592366,0.0,0.001696,0.0,6.503,200000,213161.00916649168,13161.009166491684,1.0658050458324584
2020-03-28,0,0.019883453430868593,0.0,0.001697,0.0,6.628,200000,213161.00916649168,13161.009166491684,1.0658050458324584
2020-03-29,0,-0.0098734913964368,0.0,0.001578,0.0,6.179,200000,213161.00916649168,13161.009166491684,1.0658050458324584
2020-03-30,0,0.11795252391039403,0.0,0.001697,0.0,6.568,200000,213161.00916649168,13161.009166491684,1.0658050458324584
2020-03-31,0,0.0028115900694982874,0.0,0.001734,0.0,6.772,200000,213161.00916649168,13161.009166491684,1.0658050458324584
2020-04-01,0,-0.23170758350690104,0.0,0.00174,0.0,6.812,200000,213161.00916649168,13161.009166491684,1.0658050458324584
2020-04-02,0,-0.8204601080723851,0.0,0.001742,0.0,6.976,200000,213161.00916649168,13161.009166491684,1.0658050458324584
2020-04-03,-1,-1.0322272931574112,61714247.008248895,0.001727,-15182.408060291431,7.02,200000,213161.00916649168,13161.009166491684,1.0658050458324584
2020-04-04,-2,-1.221247907319631,0.0,0.001737,0.0,7.188,200000,215094.51125053817,15094.51125053817,1.0754725562526908
2020-04-05,0,-0.9301794562957845,0.0,0.001715,0.0,7.017,200000,215094.51125053817,15094.51125053817,1.0754725562526908
2020-04-06,-2,-1.3857327765407665,0.0,0.00185,0.0,7.823,200000,215094.51125053817,15094.51125053817,1.0754725562526908
2020-04-07,-2,-1.5094870472571253,0.0,0.001793,0.0,7.721,200000,215094.51125053817,15094.51125053817,1.0754725562526908
2020-04-08,-2,-1.446193120814232,0.0,0.001843,0.0,7.995,200000,215094.51125053817,15094.51125053817,1.0754725562526908
2020-04-09,-2,-1.597282917465062,0.0,0.001828,0.0,8.019,200000,215094.51125053817,15094.51125053817,1.0754725562526908
2020-04-10,-2,-1.513692843539955,0.0,0.00167,0.0,7.299,200000,215094.51125053817,15094.51125053817,1.0754725562526908
2020-04-11,-2,-1.4631768944907877,0.0,0.001666,0.0,7.306,200000,215094.51125053817,15094.51125053817,1.0754725562526908
2020-04-12,0,-0.9837880822906278,0.0,0.001708,0.0,7.356,200000,215094.51125053817,15094.51125053817,1.0754725562526908
2020-04-13,-1,-1.166869500901685,64476771.95759538,0.001668,-14770.945697743316,7.281,200000,215094.51125053817,15094.51125053817,1.0754725562526908
2020-04-14,-1,-0.4001404620310739,64476771.95759538,0.001727,-14770.945697743316,7.257,200000,218544.13809929046,18544.13809929046,1.0927206904964524
2020-04-15,-1,-0.9872894030655419,64476771.95759538,0.001609,-14770.945697743316,6.993,200000,207036.34934408998,7036.3493440899765,1.0351817467204498
2020-04-16,-2,-1.7081280415752629,0.0,0.001669,0.0,7.616,200000,219978.30128732458,19978.301287324575,1.0998915064366228
2020-04-17,-2,-1.4896722100049296,0.0,0.001641,0.0,7.468,200000,219978.30128732458,19978.301287324575,1.0998915064366228
2020-04-18,-2,-1.6341943629472306,0.0,0.001698,0.0,7.877,200000,219978.30128732458,19978.301287324575,1.0998915064366228
2020-04-19,-2,-1.529242342929461,0.0,0.001639,0.0,7.614,200000,219978.30128732458,19978.301287324575,1.0998915064366228
2020-04-20,0,-0.36263761312375886,0.0,0.001646,0.0,7.205,200000,219978.30128732458,19978.301287324575,1.0998915064366228
2020-04-21,0,-0.5329572466479494,0.0,0.001632,0.0,7.227,200000,219978.30128732458,19978.301287324575,1.0998915064366228
2020-04-22,0,-0.38967754987179326,0.0,0.001706,0.0,7.534,200000,219978.30128732458,19978.301287324575,1.0998915064366228
2020-04-23,-1,-1.1771671945735769,63947180.6067804,0.00172,-14004.220861174215,7.854,200000,219978.30128732458,19978.301287324575,1.0998915064366228
2020-04-24,-2,-1.4498521869424421,0.0,0.001741,0.0,8.07,200000,221660.32220059584,21660.322200595838,1.1083016110029793
2020-04-25,-2,-1.4011176123153863,0.0,0.001818,0.0,8.428,200000,221660.32220059584,21660.322200595838,1.1083016110029793
2020-04-26,-1,-1.1763756091200654,59299176.618671976,0.001869,-12840.940922291498,8.631,200000,221660.32220059584,21660.322200595838,1.1083016110029793
2020-04-27,-1,-0.6651152275582674,59299176.618671976,0.00185,-12840.940922291498,8.426,200000,217901.2449557713,17901.24495577131,1.0895062247788565
2020-04-28,0,-0.087889067217303,0.0,0.001887,0.0,8.457,200000,218358.61330098103,18358.61330098103,1.0917930665049052
2020-04-29,-2,-1.734040482897159,0.0,0.001937,0.0,9.207,200000,218358.61330098103,18358.61330098103,1.0917930665049052
2020-04-30,0,-0.5968464676766922,0.0,0.00194,0.0,8.897,200000,218358.61330098103,18358.61330098103,1.0917930665049052
2020-05-01,0,0.6944571666739087,0.0,0.002047,0.0,9.011,200000,218358.61330098103,18358.61330098103,1.0917930665049052
2020-05-02,1,1.0397327902419566,-51621421.58415627,0.002115,11835.155192465098,9.225,200000,218358.61330098103,18358.61330098103,1.0917930665049052
2020-05-03,1,0.755883153738946,-51621421.58415627,0.00206,11835.155192465098,9.069,200000,213673.15090382792,13673.150903827918,1.0683657545191396
2020-05-04,1,0.7582553134660827,-51621421.58415627,0.002033,11835.155192465098,9.005,200000,211521.9225887379,11521.922588737914,1.0576096129436896
2020-05-05,2,1.379879319906939,0.0,0.002086,0.0,9.101,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-05-06,0,-0.01853194359729154,0.0,0.002025,0.0,9.148,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-05-07,-2,-1.5286825795061183,0.0,0.002095,0.0,9.891,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-05-08,-2,-2.7092325724919513,0.0,0.002254,0.0,11.301,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-05-09,-2,-2.7272842220562357,0.0,0.002112,0.0,10.994,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-05-10,-2,-2.261789609611541,0.0,0.001862,0.0,9.725,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-05-11,-2,-1.8102120601143934,0.0,0.00186,0.0,9.629,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-05-12,0,-0.279102117715092,0.0,0.002115,0.0,10.001,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-05-13,0,-0.9342586419560865,0.0,0.002082,0.0,10.285,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-05-14,0,-0.18274500688250322,0.0,0.002155,0.0,10.186,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-05-15,2,1.6290024976568305,0.0,0.002376,0.0,10.033,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-05-16,2,2.9968327981561975,0.0,0.002749,0.0,10.008,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-05-17,2,1.4908166532555596,0.0,0.002534,0.0,10.156,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-05-18,2,1.3520505990509484,0.0,0.002556,0.0,10.245,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-05-19,2,2.39023120172564,0.0,0.002951,0.0,10.328,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-05-20,2,3.448306933872964,0.0,0.003893,0.0,10.14,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-05-21,2,4.014340397972834,0.0,0.007618,0.0,9.537,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-05-22,2,2.2541520322749564,0.0,0.006619,0.0,10.388,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-05-23,2,2.7557796203009404,0.0,0.009016,0.0,10.203,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-05-24,2,3.646834364954141,0.0,0.017882,0.0,9.631,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-05-25,2,2.3947695573591994,0.0,0.016088,0.0,9.923,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-05-26,2,1.6657650104739319,0.0,0.013827,0.0,9.935,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-05-27,0,0.9309290497998798,0.0,0.010594,0.0,10.009,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-05-28,0,0.4432291679092618,0.0,0.00866,0.0,10.429,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-05-29,0,0.6990342116937108,0.0,0.010282,0.0,10.242,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-05-30,0,0.4420635368442319,0.0,0.009945,0.0,11.03,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-05-31,0,0.14749580626031997,0.0,0.008509,0.0,10.945,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-06-01,0,-0.014386463484029319,0.0,0.00896,0.0,12.413,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-06-02,0,-0.11268795347290508,0.0,0.0085,0.0,12.135,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-06-03,0,-0.17067714036462278,0.0,0.00868,0.0,12.393,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-06-04,0,-0.21218652702311347,0.0,0.008622,0.0,12.164,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-06-05,0,-0.28033815473787405,0.0,0.008324,0.0,11.803,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-06-06,0,-0.3622477457397366,0.0,0.008279,0.0,11.813,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-06-07,0,-0.49395157466290424,0.0,0.008019,0.0,11.776,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-06-08,0,-0.625686194191604,0.0,0.007737,0.0,11.656,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-06-09,0,-0.8384169393573558,0.0,0.007345,0.0,12.026,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-06-10,0,-0.8562966656845319,0.0,0.007026,0.0,11.935,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-06-11,0,-0.8509947047756838,0.0,0.00626,0.0,10.679,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-06-12,0,0.17270213493080244,0.0,0.010355,0.0,10.917,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-06-13,0,0.7182449398714538,0.0,0.011541,0.0,11.08,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-06-14,0,0.6738245513444953,0.0,0.010087,0.0,10.615,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-06-15,1,1.1861483624379674,-10694021.91021288,0.010208,10466.40226840394,10.43,200000,218329.15131890617,18329.151318906166,1.0916457565945308
2020-06-16,1,1.0135581079721856,-10694021.91021288,0.009892,10466.40226840394,10.56,200000,216310.47269017142,16310.472690171417,1.081552363450857
2020-06-17,1,0.6168013369225254,-10694021.91021288,0.009332,10466.40226840394,10.588,200000,210614.8796839675,10614.879683967505,1.0530743984198376
2020-06-18,1,0.4905575766469891,-10694021.91021288,0.008862,10466.40226840394,10.413,200000,203757.06898919676,3757.068989196763,1.0187853449459838
2020-06-19,1,1.1319000989663381,-10694021.91021288,0.009719,10466.40226840394,10.268,200000,211404.21743733063,11404.217437330633,1.0570210871866532
2020-06-20,1,0.8333790378702604,-10694021.91021288,0.009369,10466.40226840394,10.264,200000,207619.4441596825,7619.444159682491,1.0380972207984125
2020-06-21,1,0.6748400452508914,-10694021.91021288,0.009259,10466.40226840394,10.298,200000,206798.95942668483,6798.959426684829,1.0339947971334242
2020-06-22,1,0.43678655756049245,-10694021.91021288,0.009419,10466.40226840394,10.8,200000,213764.13687105768,13764.136871057679,1.0688206843552883
2020-06-23,1,0.5609716790464406,-10694021.91021288,0.009844,10466.40226840394,10.941,200000,219784.8589027431,19784.858902743086,1.0989242945137154
2020-06-24,1,0.3563354946978295,-10694021.91021288,0.009209,10466.40226840394,10.491,200000,208284.27396897614,8284.273968976137,1.0414213698448807
2020-06-25,1,0.24369694106396422,-10694021.91021288,0.008983,10466.40226840394,10.335,200000,204234.66626339703,4234.666263397026,1.021173331316985
2020-06-26,0,0.13632859605444708,0.0,0.008785,0.0,10.196,200000,205560.6962714797,5560.696271479712,1.0278034813573986
2020-06-27,0,-0.058674707528259235,0.0,0.008182,0.0,9.703,200000,205560.6962714797,5560.696271479712,1.0278034813573986
2020-06-28,0,-0.1618632631020962,0.0,0.008434,0.0,10.045,200000,205560.6962714797,5560.696271479712,1.0278034813573986
2020-06-29,0,-0.4716967172522662,0.0,0.008354,0.0,10.213,200000,205560.6962714797,5560.696271479712,1.0278034813573986
2020-06-30,0,-0.7570825221058315,0.0,0.00816,0.0,10.034,200000,205560.6962714797,5560.696271479712,1.0278034813573986
2020-07-01,-2,-1.3508446767835498,0.0,0.008223,0.0,10.138,200000,205560.6962714797,5560.696271479712,1.0278034813573986
2020-07-02,0,-0.4452425971098194,0.0,0.008552,0.0,9.922,200000,205560.6962714797,5560.696271479712,1.0278034813573986
2020-07-03,0,-0.8446324428949575,0.0,0.008192,0.0,9.78,200000,205560.6962714797,5560.696271479712,1.0278034813573986
2020-07-04,-1,-1.014619054916802,12491534.775855599,0.008228,-10305.86063729468,9.973,200000,205560.6962714797,5560.696271479712,1.0278034813573986
2020-07-05,-2,-1.5172340265197652,0.0,0.008057,0.0,10.07,200000,208696.4171999686,8696.417199968593,1.043482085999843
2020-07-06,-1,-1.0258721451769985,12074543.925015539,0.008642,-9867.442893615536,10.575,200000,208696.4171999686,8696.417199968593,1.043482085999843
2020-07-07,-1,-0.4683140261980354,12074543.925015539,0.008835,-9867.442893615536,10.56,200000,210878.79253409238,10878.792534092383,1.054393962670462
2020-07-08,-2,-1.2474400580485379,0.0,0.008886,0.0,11.08,200000,210733.28714354066,10733.287143540656,1.0536664357177032
2020-07-09,-2,-1.429639930638365,0.0,0.008545,0.0,10.768,200000,210733.28714354066,10733.287143540656,1.0536664357177032
2020-07-10,-1,-1.1997158821660363,12560095.78874363,0.008389,-10035.874232952692,10.499,200000,210733.28714354063,10733.287143540627,1.053666435717703
2020-07-11,-2,-1.3114458332589658,0.0,0.008508,0.0,10.741,200000,211667.31730905472,11667.31730905472,1.0583365865452736
2020-07-12,2,1.727053397696518,0.0,0.009628,0.0,10.797,200000,211667.31730905472,11667.31730905472,1.0583365865452736
2020-07-13,0,-0.5339454883960799,0.0,0.008696,0.0,10.677,200000,211667.31730905472,11667.31730905472,1.0583365865452736
2020-07-14,0,-0.9656104451446302,0.0,0.008655,0.0,10.83,200000,211667.31730905472,11667.31730905472,1.0583365865452736
