date,statusList,zscore,VETUSDT_position,VETUSDT_price,TFUELUSDT_position,TFUELUSDT_price,init,total_asset,pnl,return
2020-01-01,0,,0.0,0.005358,0.0,0.002383,200000,200000.0,0.0,1.0
2020-01-02,0,,0.0,0.005094,0.0,0.002297,200000,200000.0,0.0,1.0
2020-01-03,0,,0.0,0.005327,0.0,0.002403,200000,200000.0,0.0,1.0
2020-01-04,0,,0.0,0.00562,0.0,0.002429,200000,200000.0,0.0,1.0
2020-01-05,0,,0.0,0.005465,0.0,0.002412,200000,200000.0,0.0,1.0
2020-01-06,0,,0.0,0.00573,0.0,0.002461,200000,200000.0,0.0,1.0
2020-01-07,0,,0.0,0.005578,0.0,0.002382,200000,200000.0,0.0,1.0
2020-01-08,0,,0.0,0.005492,0.0,0.002511,200000,200000.0,0.0,1.0
2020-01-09,0,,0.0,0.005319,0.0,0.002395,200000,200000.0,0.0,1.0
2020-01-10,0,,0.0,0.005454,0.0,0.002402,200000,200000.0,0.0,1.0
2020-01-11,0,,0.0,0.005526,0.0,0.002403,200000,200000.0,0.0,1.0
2020-01-12,0,,0.0,0.005523,0.0,0.002452,200000,200000.0,0.0,1.0
2020-01-13,0,,0.0,0.005407,0.0,0.002456,200000,200000.0,0.0,1.0
2020-01-14,0,,0.0,0.005994,0.0,0.002572,200000,200000.0,0.0,1.0
2020-01-15,0,,0.0,0.006003,0.0,0.002567,200000,200000.0,0.0,1.0
2020-01-16,0,,0.0,0.005885,0.0,0.002584,200000,200000.0,0.0,1.0
2020-01-17,0,,0.0,0.006392,0.0,0.002598,200000,200000.0,0.0,1.0
2020-01-18,0,,0.0,0.006239,0.0,0.002591,200000,200000.0,0.0,1.0
2020-01-19,0,,0.0,0.005862,0.0,0.00246,200000,200000.0,0.0,1.0
2020-01-20,0,-0.5037169150504938,0.0,0.005814,0.0,0.002579,200000,200000.0,0.0,1.0
2020-01-21,1,1.0189467989490841,-16767270.28839705,0.005964,39777247.41447891,0.002514,200000,200000.0,0.0,1.0
2020-01-22,1,0.3969894475855343,-16767270.28839705,0.005863,39777247.41447891,0.002515,200000,198346.28294828636,-1653.71705171364,0.9917314147414318
2020-01-23,0,-0.7759627986871142,0.0,0.005607,0.0,0.002492,200000,194889.1839501608,-5110.816049839195,0.974445919750804
2020-01-24,0,-0.3433900745554283,0.0,0.00558,0.0,0.002449,200000,194889.1839501608,-5110.816049839195,0.974445919750804
2020-01-25,0,-0.6122202119599507,0.0,0.005623,0.0,0.002489,200000,194889.1839501608,-5110.816049839195,0.974445919750804
2020-01-26,0,-0.12050244189635191,0.0,0.00573,0.0,0.0025,200000,194889.1839501608,-5110.816049839195,0.974445919750804
2020-01-27,0,-0.871538165545531,0.0,0.005748,0.0,0.002574,200000,194889.1839501608,-5110.816049839195,0.974445919750804
2020-01-28,0,-0.9743967990945205,0.0,0.0058,0.0,0.0026,200000,194889.1839501608,-5110.816049839195,0.974445919750804
2020-01-29,0,0.13762629563331405,0.0,0.005733,0.0,0.002481,200000,194889.1839501608,-5110.816049839195,0.974445919750804
2020-01-30,0,-0.3865022958948545,0.0,0.005687,0.0,0.002498,200000,194889.1839501608,-5110.816049839195,0.974445919750804
2020-01-31,0,0.30294882347801555,0.0,0.005766,0.0,0.002482,200000,194889.1839501608,-5110.816049839195,0.974445919750804
2020-02-01,2,1.3469092767423616,0.0,0.005997,0.0,0.002496,200000,194889.1839501608,-5110.816049839195,0.974445919750804
2020-02-02,2,1.9650346881601113,0.0,0.006229,0.0,0.002528,200000,194889.1839501608,-5110.816049839195,0.974445919750804
2020-02-03,2,1.7660924455197469,0.0,0.006304,0.0,0.002553,200000,194889.1839501608,-5110.816049839195,0.974445919750804
2020-02-04,0,0.4991518874621535,0.0,0.006532,0.0,0.002754,200000,194889.1839501608,-5110.816049839195,0.974445919750804
2020-02-05,-1,-1.058979778608569,15056333.741514277,0.006472,-33811447.597182654,0.002882,200000,194889.1839501608,-5110.816049839195,0.974445919750804
2020-02-06,-1,-0.9379464366407615,15056333.741514277,0.0068,-33811447.597182654,0.003024,200000,204628.88697617743,4628.886976177426,1.0231444348808871
2020-02-07,-2,-2.0874788453604376,0.0,0.006817,0.0,0.0032,200000,200446.78914524248,446.789145242481,1.0022339457262124
2020-02-08,-1,-1.134205278046233,15028249.298638664,0.006669,-33066115.002514433,0.003031,200000,200446.78914524248,446.789145242481,1.0022339457262124
2020-02-09,-2,-2.3481228688967293,0.0,0.006825,0.0,0.003333,200000,208088.3489854142,8088.348985414195,1.040441744927071
2020-02-10,-2,-2.8486680683284207,0.0,0.00651,0.0,0.003465,200000,208088.3489854142,8088.348985414195,1.040441744927071
2020-02-11,-1,-1.0849383238089663,13900357.313654922,0.007485,-29201283.887933508,0.003563,200000,208088.3489854142,8088.348985414195,1.040441744927071
2020-02-12,-2,-1.5527339099179505,0.0,0.00747,0.0,0.00372,200000,212881.45591552457,12881.455915524566,1.064407279577623
2020-02-13,-1,-1.1112952779171519,13207684.322839346,0.008059,-27167107.697233867,0.003918,200000,212881.45591552457,12881.455915524566,1.064407279577623
2020-02-14,-1,-0.3818420441593839,13207684.322839346,0.008301,-27167107.697233867,0.003836,200000,213850.01269047853,13850.012690478528,1.0692500634523927
2020-02-15,-1,-0.3642017506872387,13207684.322839346,0.00747,-27167107.697233867,0.003458,200000,192605.26030864462,-7394.739691355382,0.9630263015432231
2020-02-16,-1,-0.3236391321898616,13207684.322839346,0.007081,-27167107.697233867,0.003274,200000,182468.7232907691,-17531.276709230908,0.9123436164538454
2020-02-17,-2,-1.2403334829554153,0.0,0.006743,0.0,0.003369,200000,215348.0263585998,15348.026358599804,1.076740131792999
2020-02-18,0,-0.6835927998068376,0.0,0.007058,0.0,0.003394,200000,215348.0263585998,15348.026358599804,1.076740131792999
2020-02-19,0,-0.503837138427426,0.0,0.006484,0.0,0.003088,200000,215348.0263585998,15348.026358599804,1.076740131792999
2020-02-20,0,-0.5928377081053334,0.0,0.00649,0.0,0.003129,200000,215348.0263585998,15348.026358599804,1.076740131792999
2020-02-21,0,-0.2516590706348121,0.0,0.006633,0.0,0.003134,200000,215348.0263585998,15348.026358599804,1.076740131792999
2020-02-22,0,-0.34431621388019845,0.0,0.006593,0.0,0.003154,200000,215348.0263585998,15348.026358599804,1.076740131792999
2020-02-23,0,0.22598940264729914,0.0,0.006955,0.0,0.003246,200000,215348.0263585998,15348.026358599804,1.076740131792999
2020-02-24,0,0.272775126782775,0.0,0.006713,0.0,0.003151,200000,215348.0263585998,15348.026358599804,1.076740131792999
2020-02-25,0,-0.06653024793522869,0.0,0.006211,0.0,0.002966,200000,215348.0263585998,15348.026358599804,1.076740131792999
2020-02-26,0,0.9551501391703034,0.0,0.005554,0.0,0.002565,200000,215348.0263585998,15348.026358599804,1.076740131792999
2020-02-27,0,0.7712938359849438,0.0,0.005806,0.0,0.002696,200000,215348.0263585998,15348.026358599804,1.076740131792999
2020-02-28,0,-0.2043895999337194,0.0,0.00575,0.0,0.00277,200000,215348.0263585998,15348.026358599804,1.076740131792999
2020-02-29,0,-0.2685505759482626,0.0,0.005615,0.0,0.002709,200000,215348.0263585998,15348.026358599804,1.076740131792999
2020-03-01,-2,-1.8185778139486346,0.0,0.005427,0.0,0.002713,200000,215348.0263585998,15348.026358599804,1.076740131792999
2020-03-02,0,0.6889170802049097,0.0,0.005837,0.0,0.002732,200000,215348.0263585998,15348.026358599804,1.076740131792999
2020-03-03,-1,-1.0919530571157932,18651310.09514982,0.005773,-38141697.90269214,0.002823,200000,215348.02635859983,15348.026358599833,1.0767401317929992
2020-03-04,-1,-0.5003313055662556,18651310.09514982,0.006035,-38141697.90269214,0.002906,200000,223400.4305294525,23400.43052945251,1.1170021526472627
2020-03-05,-1,-1.177604468891608,18651310.09514982,0.006129,-38141697.90269214,0.00301,200000,229120.3902602766,29120.39026027659,1.1456019513013829
2020-03-06,-1,-0.7139881925213275,18651310.09514982,0.00614,-38141697.90269214,0.002987,200000,228448.2956195613,28448.295619561308,1.1422414780978065
2020-03-07,-2,-1.6772392029903331,0.0,0.005788,0.0,0.002896,200000,217852.6006540691,17852.6006540691,1.0892630032703454
2020-03-08,-2,-3.033817862331363,0.0,0.004698,0.0,0.002504,200000,217852.6006540691,17852.6006540691,1.0892630032703454
2020-03-09,-2,-2.6292478842956832,0.0,0.004674,0.0,0.002535,200000,217852.6006540691,17852.6006540691,1.0892630032703454
2020-03-10,-2,-1.8138885671650204,0.0,0.004691,0.0,0.002487,200000,217852.6006540691,17852.6006540691,1.0892630032703454
2020-03-11,-2,-1.792639772831655,0.0,0.004462,0.0,0.002398,200000,217852.6006540691,17852.6006540691,1.0892630032703454
2020-03-12,0,0.06363793829629844,0.0,0.002283,0.0,0.001116,200000,217852.6006540691,17852.6006540691,1.0892630032703454
2020-03-13,0,0.04370967864468298,0.0,0.002823,0.0,0.001383,200000,217852.6006540691,17852.6006540691,1.0892630032703454
2020-03-14,-2,-2.4918997269144856,0.0,0.002545,0.0,0.00148,200000,217852.6006540691,17852.6006540691,1.0892630032703454
2020-03-15,-2,-2.813511235214266,0.0,0.002524,0.0,0.001626,200000,217852.6006540691,17852.6006540691,1.0892630032703454
2020-03-16,-2,-2.431268841099585,0.0,0.00226,0.0,0.001501,200000,217852.6006540691,17852.6006540691,1.0892630032703454
2020-03-17,-2,-1.6818194026337747,0.0,0.002467,0.0,0.001541,200000,217852.6006540691,17852.6006540691,1.0892630032703454
2020-03-18,0,-0.9546826111308288,0.0,0.002544,0.0,0.001476,200000,217852.6006540691,17852.6006540691,1.0892630032703454
2020-03-19,-1,-1.0107778495160913,37470347.54971949,0.002907,-63402968.758460164,0.001718,200000,217852.6006540691,17852.6006540691,1.0892630032703454
2020-03-20,-2,-1.4109439081200894,0.0,0.002845,0.0,0.0018,200000,225374.80564034547,25374.80564034547,1.1268740282017273
2020-03-21,0,-0.9237884017494437,0.0,0.002897,0.0,0.001746,200000,225374.80564034547,25374.80564034547,1.1268740282017273
2020-03-22,0,-0.9071110497980452,0.0,0.00261,0.0,0.001587,200000,225374.80564034547,25374.80564034547,1.1268740282017273
2020-03-23,0,-0.5923301367289107,0.0,0.002859,0.0,0.00169,200000,225374.80564034547,25374.80564034547,1.1268740282017273
2020-03-24,0,0.2983144615290817,0.0,0.00306,0.0,0.001657,200000,225374.80564034547,25374.80564034547,1.1268740282017273
2020-03-25,0,0.3924505292155758,0.0,0.003056,0.0,0.001651,200000,225374.80564034547,25374.80564034547,1.1268740282017273
2020-03-26,0,0.0922912843525587,0.0,0.003079,0.0,0.001725,200000,225374.80564034547,25374.80564034547,1.1268740282017273
2020-03-27,0,0.059994788621972286,0.0,0.002998,0.0,0.001696,200000,225374.80564034547,25374.80564034547,1.1268740282017273
2020-03-28,0,-0.019244073390916668,0.0,0.002969,0.0,0.001697,200000,225374.80564034547,25374.80564034547,1.1268740282017273
2020-03-29,0,-0.15178798967625476,0.0,0.002721,0.0,0.001578,200000,225374.80564034547,25374.80564034547,1.1268740282017273
2020-03-30,0,-0.07180975511611937,0.0,0.002933,0.0,0.001697,200000,225374.80564034547,25374.80564034547,1.1268740282017273
2020-03-31,0,0.41089933419420877,0.0,0.003108,0.0,0.001734,200000,225374.80564034547,25374.80564034547,1.1268740282017273
2020-04-01,0,0.7355065479034981,0.0,0.003153,0.0,0.00174,200000,225374.80564034547,25374.80564034547,1.1268740282017273
2020-04-02,2,1.3901521870383173,0.0,0.003228,0.0,0.001742,200000,225374.80564034547,25374.80564034547,1.1268740282017273
2020-04-03,2,1.5400796601751359,0.0,0.00326,0.0,0.001727,200000,225374.80564034547,25374.80564034547,1.1268740282017273
2020-04-04,2,1.2478697271326102,0.0,0.003245,0.0,0.001737,200000,225374.80564034547,25374.80564034547,1.1268740282017273
2020-04-05,2,1.351395886605984,0.0,0.00323,0.0,0.001715,200000,225374.80564034547,25374.80564034547,1.1268740282017273
2020-04-06,2,1.9913853064762697,0.0,0.003643,0.0,0.00185,200000,225374.80564034547,25374.80564034547,1.1268740282017273
2020-04-07,2,2.8131099106602657,0.0,0.003872,0.0,0.001793,200000,225374.80564034547,25374.80564034547,1.1268740282017273
2020-04-08,2,2.265304807026173,0.0,0.003979,0.0,0.001843,200000,225374.80564034547,25374.80564034547,1.1268740282017273
2020-04-09,2,1.7609731514647056,0.0,0.003866,0.0,0.001828,200000,225374.80564034547,25374.80564034547,1.1268740282017273
2020-04-10,2,1.7963555661564585,0.0,0.003608,0.0,0.00167,200000,225374.80564034547,25374.80564034547,1.1268740282017273
2020-04-11,2,1.8360054468713478,0.0,0.003679,0.0,0.001666,200000,225374.80564034547,25374.80564034547,1.1268740282017273
2020-04-12,2,1.3673916185412376,0.0,0.003681,0.0,0.001708,200000,225374.80564034547,25374.80564034547,1.1268740282017273
2020-04-13,2,1.2707728925255501,0.0,0.003609,0.0,0.001668,200000,225374.80564034547,25374.80564034547,1.1268740282017273
2020-04-14,0,0.9471287571709939,0.0,0.003667,0.0,0.001727,200000,225374.80564034547,25374.80564034547,1.1268740282017273
2020-04-15,2,1.569291692133064,0.0,0.003658,0.0,0.001609,200000,225374.80564034547,25374.80564034547,1.1268740282017273
2020-04-16,2,1.4910138403089743,0.0,0.003828,0.0,0.001669,200000,225374.80564034547,25374.80564034547,1.1268740282017273
2020-04-17,2,1.397932927542369,0.0,0.003783,0.0,0.001641,200000,225374.80564034547,25374.80564034547,1.1268740282017273
2020-04-18,2,1.4226007354408028,0.0,0.003968,0.0,0.001698,200000,225374.80564034547,25374.80564034547,1.1268740282017273
2020-04-19,2,1.520339050511887,0.0,0.003904,0.0,0.001639,200000,225374.80564034547,25374.80564034547,1.1268740282017273
2020-04-20,0,0.5544505001206473,0.0,0.003644,0.0,0.001646,200000,225374.80564034547,25374.80564034547,1.1268740282017273
2020-04-21,0,0.7034630416377685,0.0,0.003677,0.0,0.001632,200000,225374.80564034547,25374.80564034547,1.1268740282017273
2020-04-22,0,0.8243457681436183,0.0,0.003898,0.0,0.001706,200000,225374.80564034547,25374.80564034547,1.1268740282017273
2020-04-23,0,0.8366089492113155,0.0,0.003952,0.0,0.00172,200000,225374.80564034547,25374.80564034547,1.1268740282017273
2020-04-24,1,1.145122162207303,-27585655.525134083,0.004085,64725676.51934104,0.001741,200000,225374.80564034547,25374.80564034547,1.1268740282017273
2020-04-25,1,0.9218691674984838,-27585655.525134083,0.004216,64725676.51934104,0.001818,200000,233972.4036061273,33972.40360612731,1.1698620180306365
2020-04-26,2,1.6968059346490294,0.0,0.00448,0.0,0.001869,200000,227986.25297829777,27986.252978297765,1.1399312648914888
2020-04-27,1,1.0983539106353901,-26169220.957104888,0.004356,61617906.210350744,0.00185,200000,227986.25297829777,27986.252978297765,1.1399312648914888
2020-04-28,0,0.10612805525322377,0.0,0.004287,0.0,0.001887,200000,223900.71420247457,23900.71420247457,1.1195035710123729
2020-04-29,2,2.0252818239789985,0.0,0.004766,0.0,0.001937,200000,223900.71420247457,23900.71420247457,1.1195035710123729
2020-04-30,0,-0.47483367128724996,0.0,0.004353,0.0,0.00194,200000,223900.71420247457,23900.71420247457,1.1195035710123729
2020-05-01,-2,-1.3107138235869653,0.0,0.004437,0.0,0.002047,200000,223900.71420247457,23900.71420247457,1.1195035710123729
2020-05-02,-2,-1.6430244601270434,0.0,0.004515,0.0,0.002115,200000,223900.71420247457,23900.71420247457,1.1195035710123729
2020-05-03,-2,-1.859693469430871,0.0,0.004332,0.0,0.00206,200000,223900.71420247457,23900.71420247457,1.1195035710123729
2020-05-04,-1,-1.0622183128576854,25191349.482726663,0.004444,-55066579.98093324,0.002033,200000,223900.71420247457,23900.71420247457,1.1195035710123729
2020-05-05,-2,-1.601209134386539,0.0,0.004419,0.0,0.002086,200000,227449.0266785322,27449.026678532187,1.137245133392661
2020-05-06,-2,-1.5827148992183913,0.0,0.00425,0.0,0.002025,200000,227449.0266785322,27449.026678532187,1.137245133392661
2020-05-07,0,-0.9698176771941472,0.0,0.00451,0.0,0.002095,200000,227449.0266785322,27449.026678532187,1.137245133392661
2020-05-08,-1,-1.1336022267616557,23776816.504132573,0.004783,-50454531.20641797,0.002254,200000,227449.0266785322,27449.026678532187,1.137245133392661
2020-05-09,-1,-0.757941271200187,23776816.504132573,0.004549,-50454531.20641797,0.002112,200000,214720.70818525384,14720.70818525384,1.0736035409262692
2020-05-10,0,0.016224201296248835,0.0,0.004165,0.0,0.001862,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-05-11,0,-0.2059461587995543,0.0,0.004113,0.0,0.00186,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-05-12,-2,-1.8316630363815398,0.0,0.004243,0.0,0.002115,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-05-13,0,-0.6003921218127669,0.0,0.004459,0.0,0.002082,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-05-14,0,-0.9847030338010749,0.0,0.004494,0.0,0.002155,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-05-15,-2,-2.4462148557911183,0.0,0.004377,0.0,0.002376,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-05-16,-2,-2.960073925518898,0.0,0.004449,0.0,0.002749,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-05-17,-2,-1.9166957649589924,0.0,0.004426,0.0,0.002534,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-05-18,-2,-1.6345517316471827,0.0,0.004487,0.0,0.002556,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-05-19,-2,-2.3450098642130146,0.0,0.004534,0.0,0.002951,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-05-20,-2,-2.8992736612777965,0.0,0.004525,0.0,0.003893,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-05-21,-2,-3.188750181398915,0.0,0.004237,0.0,0.007618,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-05-22,-2,-2.277581297620152,0.0,0.00464,0.0,0.006619,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-05-23,-2,-2.1689989231287647,0.0,0.004609,0.0,0.009016,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-05-24,-2,-2.1541568232474164,0.0,0.004467,0.0,0.017882,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-05-25,-2,-1.767458797666003,0.0,0.005064,0.0,0.016088,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-05-26,-2,-1.5109744281462383,0.0,0.004871,0.0,0.013827,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-05-27,-2,-1.2246898997293434,0.0,0.004896,0.0,0.010594,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-05-28,0,-0.8999506303470347,0.0,0.005508,0.0,0.00866,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-05-29,0,-0.9311906283055924,0.0,0.005547,0.0,0.010282,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-05-30,0,-0.7340287843377166,0.0,0.006227,0.0,0.009945,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-05-31,0,-0.508721879969751,0.0,0.006247,0.0,0.008509,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-06-01,0,-0.42339315551900397,0.0,0.006655,0.0,0.00896,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-06-02,0,-0.16719679168412793,0.0,0.00725,0.0,0.0085,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-06-03,0,-0.13358719427362908,0.0,0.007099,0.0,0.00868,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-06-04,0,-0.11401750139815417,0.0,0.006732,0.0,0.008622,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-06-05,0,0.022749574692414638,0.0,0.006693,0.0,0.008324,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-06-06,0,0.3483339870993205,0.0,0.007301,0.0,0.008279,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-06-07,0,0.6599012544874912,0.0,0.007246,0.0,0.008019,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-06-08,2,1.3788457672095136,0.0,0.007787,0.0,0.007737,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-06-09,2,1.8852440120579863,0.0,0.008181,0.0,0.007345,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-06-10,2,2.1402844636363008,0.0,0.009008,0.0,0.007026,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-06-11,2,2.1242046577105453,0.0,0.008762,0.0,0.00626,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-06-12,0,0.5474275012534238,0.0,0.00971,0.0,0.010355,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-06-13,0,0.11032002864315939,0.0,0.009597,0.0,0.011541,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-06-14,0,0.11279329010652646,0.0,0.00864,0.0,0.010087,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-06-15,0,0.12395188026971947,0.0,0.00901,0.0,0.010208,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-06-16,0,0.18728154785677797,0.0,0.009061,0.0,0.009892,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-06-17,0,0.3613330436165388,0.0,0.009013,0.0,0.009332,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-06-18,0,0.3387679354394215,0.0,0.00866,0.0,0.008862,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-06-19,0,-0.3866705220960885,0.0,0.008379,0.0,0.009719,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-06-20,0,-0.3074727904365818,0.0,0.00829,0.0,0.009369,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-06-21,0,-0.08178873791406459,0.0,0.008626,0.0,0.009259,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-06-22,0,0.2215538243516684,0.0,0.009283,0.0,0.009419,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-06-23,0,-0.3337377762883365,0.0,0.008903,0.0,0.009844,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-06-24,0,0.07908912706934476,0.0,0.008996,0.0,0.009209,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-06-25,0,0.10045869494972093,0.0,0.008882,0.0,0.008983,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-06-26,0,0.26519055976964195,0.0,0.008949,0.0,0.008785,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-06-27,0,0.450794585093404,0.0,0.008608,0.0,0.008182,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-06-28,0,0.2872418078716383,0.0,0.00869,0.0,0.008434,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-06-29,0,0.3911342343824263,0.0,0.008691,0.0,0.008354,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-06-30,0,0.8736492419537457,0.0,0.008837,0.0,0.00816,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-07-01,2,2.220999231759456,0.0,0.009436,0.0,0.008223,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-07-02,2,1.6208102609547468,0.0,0.009556,0.0,0.008552,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-07-03,2,2.4880970698373877,0.0,0.010223,0.0,0.008192,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-07-04,2,3.265644262757381,0.0,0.012525,0.0,0.008228,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-07-05,2,3.1703870059483776,0.0,0.014307,0.0,0.008057,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-07-06,2,2.1886939780040144,0.0,0.01442,0.0,0.008642,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-07-07,2,2.5382654546101686,0.0,0.017325,0.0,0.008835,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-07-08,2,2.5866844458859752,0.0,0.019932,0.0,0.008886,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-07-09,2,1.9569907523407062,0.0,0.01825,0.0,0.008545,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-07-10,2,1.5334155938507577,0.0,0.017119,0.0,0.008389,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-07-11,2,1.6098954477205507,0.0,0.018535,0.0,0.008508,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-07-12,0,0.904491719854749,0.0,0.018155,0.0,0.009628,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-07-13,2,1.2601792446911333,0.0,0.018461,0.0,0.008696,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-07-14,1,1.155174486284249,-6026149.676020875,0.01845,12846038.304169284,0.008655,200000,222364.9230451703,22364.92304517029,1.1118246152258515
2020-07-15,1,1.1840933906874789,-6026149.676020875,0.018996,12846038.304169284,0.00861,200000,225077.12904459005,25077.129044590052,1.1253856452229503
2020-07-16,1,0.9829314046041799,-6026149.676020875,0.018036,12846038.304169284,0.008363,200000,216119.05389448022,16119.053894480225,1.080595269472401
