date,statusList,zscore,VETUSDT_position,VETUSDT_price,TRXUSDT_position,TRXUSDT_price,init,total_asset,pnl,return
2020-01-01,0,,0.0,0.005358,0.0,0.01322,200000,200000.0,0.0,1.0
2020-01-02,0,,0.0,0.005094,0.0,0.01284,200000,200000.0,0.0,1.0
2020-01-03,0,,0.0,0.005327,0.0,0.01344,200000,200000.0,0.0,1.0
2020-01-04,0,,0.0,0.00562,0.0,0.01344,200000,200000.0,0.0,1.0
2020-01-05,0,,0.0,0.005465,0.0,0.01353,200000,200000.0,0.0,1.0
2020-01-06,0,,0.0,0.00573,0.0,0.01472,200000,200000.0,0.0,1.0
2020-01-07,0,,0.0,0.005578,0.0,0.01434,200000,200000.0,0.0,1.0
2020-01-08,0,,0.0,0.005492,0.0,0.01402,200000,200000.0,0.0,1.0
2020-01-09,0,,0.0,0.005319,0.0,0.01398,200000,200000.0,0.0,1.0
2020-01-10,0,,0.0,0.005454,0.0,0.01469,200000,200000.0,0.0,1.0
2020-01-11,0,,0.0,0.005526,0.0,0.0146,200000,200000.0,0.0,1.0
2020-01-12,0,,0.0,0.005523,0.0,0.01503,200000,200000.0,0.0,1.0
2020-01-13,0,,0.0,0.005407,0.0,0.01464,200000,200000.0,0.0,1.0
2020-01-14,0,,0.0,0.005994,0.0,0.01677,200000,200000.0,0.0,1.0
2020-01-15,0,,0.0,0.006003,0.0,0.01729,200000,200000.0,0.0,1.0
2020-01-16,0,,0.0,0.005885,0.0,0.01734,200000,200000.0,0.0,1.0
2020-01-17,0,,0.0,0.006392,0.0,0.01758,200000,200000.0,0.0,1.0
2020-01-18,0,,0.0,0.006239,0.0,0.01766,200000,200000.0,0.0,1.0
2020-01-19,0,,0.0,0.005862,0.0,0.01665,200000,200000.0,0.0,1.0
2020-01-20,-1,-1.165582501791251,17199862.401100792,0.005814,-6020469.596628537,0.01661,200000,200000.0,0.0,1.0
2020-01-21,-2,-1.2866557237137917,0.0,0.005964,0.0,0.01732,200000,201694.55405344116,1694.5540534411557,1.0084727702672058
2020-01-22,-2,-1.4636572249236064,0.0,0.005863,0.0,0.01743,200000,201694.55405344116,1694.5540534411557,1.0084727702672058
2020-01-23,-1,-1.009291582901667,17985959.87635466,0.005607,-6194550.185916497,0.01628,200000,201694.55405344116,1694.5540534411557,1.0084727702672058
2020-01-24,-1,-1.146226666870069,17985959.87635466,0.00558,-6194550.185916497,0.01639,200000,201890.33365723037,1890.333657230367,1.0094516682861518
2020-01-25,-1,-0.6756284972048011,17985959.87635466,0.005623,-6194550.185916497,0.01613,200000,201053.14688357536,1053.1468835753622,1.0052657344178768
2020-01-26,-1,-1.0501466201879293,17985959.87635466,0.00573,-6194550.185916497,0.01684,200000,207375.775222346,7375.775222346012,1.03687887611173
2020-01-27,-2,-1.2339035521115453,0.0,0.005748,0.0,0.01713,200000,204423.90136890416,4423.90136890416,1.0221195068445208
2020-01-28,-2,-2.381040701495,0.0,0.0058,0.0,0.0186,200000,204423.90136890416,4423.90136890416,1.0221195068445208
2020-01-29,-2,-2.259306706583085,0.0,0.005733,0.0,0.01866,200000,204423.90136890416,4423.90136890416,1.0221195068445208
2020-01-30,-2,-2.47727042851806,0.0,0.005687,0.0,0.0195,200000,204423.90136890416,4423.90136890416,1.0221195068445208
2020-01-31,-2,-1.5161896813784657,0.0,0.005766,0.0,0.01867,200000,204423.90136890416,4423.90136890416,1.0221195068445208
2020-02-01,-1,-1.1323755708766863,17043847.037594143,0.005997,-5359829.611140644,0.01907,200000,204423.90136890416,4423.90136890416,1.0221195068445208
2020-02-02,-1,-0.4839033724951543,17043847.037594143,0.006229,-5359829.611140644,0.01909,200000,208485.2704738488,8485.270473848796,1.042426352369244
2020-02-03,-1,-0.3139164089824921,17043847.037594143,0.006304,-5359829.611140644,0.0192,200000,210353.14025889384,10353.140258893836,1.0517657012944692
2020-02-04,0,0.29747610599129276,0.0,0.006532,0.0,0.01925,200000,196270.2125337966,-3729.7874662033864,0.9813510626689831
2020-02-05,-1,-1.0828167006913099,15163026.308235213,0.006472,-4727124.579330361,0.02076,200000,196270.2125337966,-3729.7874662033864,0.9813510626689831
2020-02-06,-2,-1.5700966103190797,0.0,0.0068,0.0,0.02271,200000,200514.6328343897,514.6328343896894,1.0025731641719484
2020-02-07,0,-0.9535858118510786,0.0,0.006817,0.0,0.02204,200000,200514.6328343897,514.6328343896894,1.0025731641719484
2020-02-08,-1,-1.027519903590422,15033335.79505096,0.006669,-4601070.051270989,0.02179,200000,200514.6328343897,514.6328343896894,1.0025731641719484
2020-02-09,-1,-0.762863808171368,15033335.79505096,0.006825,-4601070.051270989,0.02206,200000,204102.12213226082,4102.122132260818,1.020510610661304
2020-02-10,-2,-1.4822004130351587,0.0,0.00651,0.0,0.02216,200000,204607.32914477302,4607.329144773015,1.023036645723865
2020-02-11,0,0.548785932157903,0.0,0.007485,0.0,0.02272,200000,204607.32914477302,4607.329144773015,1.023036645723865
2020-02-12,0,-0.36383560295954365,0.0,0.00747,0.0,0.02393,200000,204607.32914477302,4607.329144773015,1.023036645723865
2020-02-13,1,1.159974515599252,-12694337.333712187,0.008059,4278697.807293455,0.02391,200000,204607.32914477302,4607.329144773015,1.023036645723865
2020-02-14,0,-0.12101355125308584,0.0,0.008301,0.0,0.02639,200000,197068.18821744362,-2931.8117825563822,0.985340941087218
2020-02-15,0,0.06378829537329941,0.0,0.00747,0.0,0.02364,200000,197068.18821744362,-2931.8117825563822,0.985340941087218
2020-02-16,0,0.33350198325800573,0.0,0.007081,0.0,0.02223,200000,197068.18821744362,-2931.8117825563822,0.985340941087218
2020-02-17,0,-0.3664512084306207,0.0,0.006743,0.0,0.02179,200000,197068.18821744362,-2931.8117825563822,0.985340941087218
2020-02-18,0,-0.18590788599771185,0.0,0.007058,0.0,0.02262,200000,197068.18821744362,-2931.8117825563822,0.985340941087218
2020-02-19,0,0.4420574934906889,0.0,0.006484,0.0,0.0202,200000,197068.18821744362,-2931.8117825563822,0.985340941087218
2020-02-20,0,0.9316587678286478,0.0,0.00649,0.0,0.0198,200000,197068.18821744362,-2931.8117825563822,0.985340941087218
2020-02-21,0,0.9514671760636654,0.0,0.006633,0.0,0.02016,200000,197068.18821744362,-2931.8117825563822,0.985340941087218
2020-02-22,0,0.9534618381061356,0.0,0.006593,0.0,0.02002,200000,197068.18821744362,-2931.8117825563822,0.985340941087218
2020-02-23,0,0.7015250293336103,0.0,0.006955,0.0,0.02133,200000,197068.18821744362,-2931.8117825563822,0.985340941087218
2020-02-24,2,1.6879949947927193,0.0,0.006713,0.0,0.01988,200000,197068.18821744362,-2931.8117825563822,0.985340941087218
2020-02-25,0,0.8356116141998218,0.0,0.006211,0.0,0.01891,200000,197068.18821744362,-2931.8117825563822,0.985340941087218
2020-02-26,2,1.5779016400953005,0.0,0.005554,0.0,0.01636,200000,197068.18821744362,-2931.8117825563822,0.985340941087218
2020-02-27,2,1.526314176686454,0.0,0.005806,0.0,0.01701,200000,197068.18821744362,-2931.8117825563822,0.985340941087218
2020-02-28,1,1.024038393176719,-17136364.192821186,0.00575,5762227.725656246,0.0171,200000,197068.18821744365,-2931.811782556353,0.9853409410872183
2020-02-29,2,1.2442395383908411,0.0,0.005615,0.0,0.01648,200000,198327.36024131963,-1672.639758680365,0.9916368012065981
2020-03-01,0,0.3378258735622234,0.0,0.005427,0.0,0.01643,200000,198327.36024131963,-1672.639758680365,0.9916368012065981
2020-03-02,0,0.472259920954548,0.0,0.005837,0.0,0.01759,200000,198327.36024131963,-1672.639758680365,0.9916368012065981
2020-03-03,0,0.7044954345942579,0.0,0.005773,0.0,0.01723,200000,198327.36024131963,-1672.639758680365,0.9916368012065981
2020-03-04,1,1.1877240300163638,-16431430.011708336,0.006035,5589835.407027047,0.01774,200000,198327.36024131963,-1672.639758680365,0.9916368012065981
2020-03-05,2,1.2943959274819632,0.0,0.006129,0.0,0.01789,200000,199033.43935136613,-966.5606486338656,0.9951671967568306
2020-03-06,0,0.45868710695011883,0.0,0.00614,0.0,0.01833,200000,199033.43935136613,-966.5606486338656,0.9951671967568306
2020-03-07,0,0.9605984941622033,0.0,0.005788,0.0,0.01699,200000,199033.43935136613,-966.5606486338656,0.9951671967568306
2020-03-08,-2,-1.415505065444599,0.0,0.004698,0.0,0.01465,200000,199033.43935136613,-966.5606486338656,0.9951671967568306
2020-03-09,-2,-2.5663639877218656,0.0,0.004674,0.0,0.01504,200000,199033.43935136613,-966.5606486338656,0.9951671967568306
2020-03-10,-2,-2.220332876323549,0.0,0.004691,0.0,0.01508,200000,199033.43935136613,-966.5606486338656,0.9951671967568306
2020-03-11,-2,-2.61261973741297,0.0,0.004462,0.0,0.01489,200000,199033.43935136613,-966.5606486338656,0.9951671967568306
2020-03-12,-2,-3.1735547911945634,0.0,0.002283,0.0,0.00841,200000,199033.43935136613,-966.5606486338656,0.9951671967568306
2020-03-13,-2,-2.369772824827572,0.0,0.002823,0.0,0.01029,200000,199033.43935136613,-966.5606486338656,0.9951671967568306
2020-03-14,-2,-2.349540977530281,0.0,0.002545,0.0,0.00973,200000,199033.43935136613,-966.5606486338656,0.9951671967568306
2020-03-15,-2,-2.344771161553627,0.0,0.002524,0.0,0.01026,200000,199033.43935136613,-966.5606486338656,0.9951671967568306
2020-03-16,-2,-2.1922503921915317,0.0,0.00226,0.0,0.00961,200000,199033.43935136613,-966.5606486338656,0.9951671967568306
2020-03-17,-2,-1.6380897750032621,0.0,0.002467,0.0,0.01002,200000,199033.43935136613,-966.5606486338656,0.9951671967568306
2020-03-18,-2,-1.3941089189430604,0.0,0.002544,0.0,0.01022,200000,199033.43935136613,-966.5606486338656,0.9951671967568306
2020-03-19,-2,-1.2278837935412428,0.0,0.002907,0.0,0.01163,200000,199033.43935136613,-966.5606486338656,0.9951671967568306
2020-03-20,-1,-1.0543682444015303,34979514.82449317,0.002845,-8830232.446821922,0.01127,200000,199033.43935136613,-966.5606486338656,0.9951671967568306
2020-03-21,-1,-0.8269295556537374,34979514.82449317,0.002897,-8830232.446821922,0.01123,200000,200499.16482436692,499.16482436691877,1.0024958241218347
2020-03-22,-1,-0.8525106218494156,34979514.82449317,0.00261,-8830232.446821922,0.0103,200000,182247.92789419298,-17752.07210580702,0.9112396394709649
2020-03-23,-1,-0.8160236730057414,34979514.82449317,0.002859,-8830232.446821922,0.01137,200000,200406.17580359124,406.1758035912353,1.0020308790179562
2020-03-24,-1,-0.3620497241450303,34979514.82449317,0.00306,-8830232.446821922,0.01151,200000,208673.29082586942,8673.290825869422,1.043366454129347
2020-03-25,-1,-0.20827414523374846,34979514.82449317,0.003056,-8830232.446821922,0.01139,200000,207473.74487295284,7473.7448729528405,1.0373687243647642
2020-03-26,-1,-0.4685151191495126,34979514.82449317,0.003079,-8830232.446821922,0.01196,200000,213311.50620860467,13311.506208604667,1.0665575310430233
2020-03-27,0,-0.0027378892758588556,0.0,0.002998,0.0,0.01121,200000,193151.75963640935,-6848.240363590652,0.9657587981820468
2020-03-28,0,-0.1840574172981878,0.0,0.002969,0.0,0.01139,200000,193151.75963640935,-6848.240363590652,0.9657587981820468
2020-03-29,0,-0.36282393514557376,0.0,0.002721,0.0,0.01066,200000,193151.75963640935,-6848.240363590652,0.9657587981820468
2020-03-30,0,-0.20828642173960593,0.0,0.002933,0.0,0.01145,200000,193151.75963640935,-6848.240363590652,0.9657587981820468
2020-03-31,1,1.1226271530548244,-31073320.40482776,0.003108,8347094.193448978,0.01157,200000,193151.75963640935,-6848.240363590652,0.9657587981820468
2020-04-01,2,1.4758129587181001,0.0,0.003153,0.0,0.01158,200000,194466.58811269212,-5533.411887307884,0.9723329405634605
2020-04-02,2,1.3063360014218053,0.0,0.003228,0.0,0.01196,200000,194466.58811269212,-5533.411887307884,0.9723329405634605
2020-04-03,2,1.4803149627770493,0.0,0.00326,0.0,0.01194,200000,194466.58811269212,-5533.411887307884,0.9723329405634605
2020-04-04,1,1.1681838344813325,-29964035.148334686,0.003245,8123082.210221058,0.01197,200000,194466.58811269212,-5533.411887307884,0.9723329405634605
2020-04-05,0,-0.37103861287242784,0.0,0.00323,0.0,0.01257,200000,189143.27825933445,-10856.721740665555,0.9457163912966722
2020-04-06,0,0.47736985349073,0.0,0.003643,0.0,0.01375,200000,189143.27825933445,-10856.721740665555,0.9457163912966722
2020-04-07,2,2.7958912039231762,0.0,0.003872,0.0,0.0133,200000,189143.27825933445,-10856.721740665555,0.9457163912966722
2020-04-08,2,2.173970216737578,0.0,0.003979,0.0,0.01376,200000,189143.27825933445,-10856.721740665555,0.9457163912966722
2020-04-09,2,1.7577009213679171,0.0,0.003866,0.0,0.01345,200000,189143.27825933445,-10856.721740665555,0.9457163912966722
2020-04-10,2,1.6548672328260416,0.0,0.003608,0.0,0.01248,200000,189143.27825933445,-10856.721740665555,0.9457163912966722
2020-04-11,2,1.8035584585378384,0.0,0.003679,0.0,0.0125,200000,189143.27825933445,-10856.721740665555,0.9457163912966722
2020-04-12,2,1.3913086009005429,0.0,0.003681,0.0,0.01266,200000,189143.27825933445,-10856.721740665555,0.9457163912966722
2020-04-13,1,1.0101712203355262,-26204388.786275208,0.003609,7523598.976107178,0.01257,200000,189143.27825933445,-10856.721740665555,0.9457163912966722
2020-04-14,2,1.390941628299804,0.0,0.003667,0.0,0.01245,200000,191565.9646860713,-8434.035313928704,0.9578298234303565
2020-04-15,2,1.582755037813948,0.0,0.003658,0.0,0.01219,200000,191565.9646860713,-8434.035313928704,0.9578298234303565
2020-04-16,1,1.0542358412708868,-25021677.72806574,0.003828,7356603.866592599,0.01302,200000,191565.9646860713,-8434.035313928704,0.9578298234303565
2020-04-17,1,0.9236410175618697,-25021677.72806574,0.003783,7356603.866592599,0.01289,200000,189483.63068565133,-10516.369314348674,0.9474181534282566
2020-04-18,1,1.034352841765909,-25021677.72806574,0.003968,7356603.866592599,0.01339,200000,197790.94299863977,-2209.0570013602264,0.9889547149931989
2020-04-19,2,1.3902386884991478,0.0,0.003904,0.0,0.0129,200000,194350.40465739538,-5649.595342604618,0.971752023286977
2020-04-20,0,0.6467963040170345,0.0,0.003644,0.0,0.0124,200000,194350.40465739538,-5649.595342604618,0.971752023286977
2020-04-21,0,0.613788845965087,0.0,0.003677,0.0,0.01249,200000,194350.40465739538,-5649.595342604618,0.971752023286977
2020-04-22,0,0.989112063240586,0.0,0.003898,0.0,0.01298,200000,194350.40465739538,-5649.595342604618,0.971752023286977
2020-04-23,0,0.10892511888503077,0.0,0.003952,0.0,0.01361,200000,194350.40465739538,-5649.595342604618,0.971752023286977
2020-04-24,0,0.29727449329763794,0.0,0.004085,0.0,0.01392,200000,194350.40465739538,-5649.595342604618,0.971752023286977
2020-04-25,2,1.2047279296602136,0.0,0.004216,0.0,0.01396,200000,194350.40465739538,-5649.595342604618,0.971752023286977
2020-04-26,2,2.9995411435962773,0.0,0.00448,0.0,0.01426,200000,194350.40465739538,-5649.595342604618,0.971752023286977
2020-04-27,0,0.7175287939494226,0.0,0.004356,0.0,0.01452,200000,194350.40465739538,-5649.595342604618,0.971752023286977
2020-04-28,-2,-2.0180448955382038,0.0,0.004287,0.0,0.01528,200000,194350.40465739538,-5649.595342604618,0.971752023286977
2020-04-29,0,-0.25688051665483885,0.0,0.004766,0.0,0.01624,200000,194350.40465739538,-5649.595342604618,0.971752023286977
2020-04-30,-2,-1.2117996457488627,0.0,0.004353,0.0,0.01519,200000,194350.40465739538,-5649.595342604618,0.971752023286977
2020-05-01,-2,-1.7760328487778,0.0,0.004437,0.0,0.01581,200000,194350.40465739538,-5649.595342604618,0.971752023286977
2020-05-02,-2,-2.005794119843475,0.0,0.004515,0.0,0.01635,200000,194350.40465739538,-5649.595342604618,0.971752023286977
2020-05-03,-2,-2.1869014048367834,0.0,0.004332,0.0,0.01599,200000,194350.40465739538,-5649.595342604618,0.971752023286977
2020-05-04,-2,-1.6551443264613872,0.0,0.004444,0.0,0.01623,200000,194350.40465739538,-5649.595342604618,0.971752023286977
2020-05-05,-1,-1.150865602024568,21990315.077777255,0.004419,-6111647.945201112,0.0159,200000,194350.40465739538,-5649.595342604618,0.971752023286977
2020-05-06,-2,-1.3809460151978976,0.0,0.00425,0.0,0.01554,200000,195866.57464526733,-4133.425354732666,0.9793328732263367
2020-05-07,0,-0.6550243492151633,0.0,0.00451,0.0,0.01603,200000,195866.57464526733,-4133.425354732666,0.9793328732263367
2020-05-08,0,0.4211769051104653,0.0,0.004783,0.0,0.01627,200000,195866.57464526733,-4133.425354732666,0.9793328732263367
2020-05-09,0,-0.46253257450784124,0.0,0.004549,0.0,0.01609,200000,195866.57464526733,-4133.425354732666,0.9793328732263367
2020-05-10,0,0.36502418070178305,0.0,0.004165,0.0,0.01426,200000,195866.57464526733,-4133.425354732666,0.9793328732263367
2020-05-11,0,0.5531928411760935,0.0,0.004113,0.0,0.01398,200000,195866.57464526733,-4133.425354732666,0.9793328732263367
2020-05-12,0,0.3748673271673005,0.0,0.004243,0.0,0.01455,200000,195866.57464526733,-4133.425354732666,0.9793328732263367
2020-05-13,0,0.8239797747420265,0.0,0.004459,0.0,0.01501,200000,195866.57464526733,-4133.425354732666,0.9793328732263367
2020-05-14,0,0.5728759270239699,0.0,0.004494,0.0,0.01527,200000,195866.57464526733,-4133.425354732666,0.9793328732263367
2020-05-15,0,0.6157699760127322,0.0,0.004377,0.0,0.01488,200000,195866.57464526733,-4133.425354732666,0.9793328732263367
2020-05-16,1,1.1488006843571492,-22012426.910009816,0.004449,6541969.761030973,0.01497,200000,195866.57464526733,-4133.425354732666,0.9793328732263367
2020-05-17,1,0.9782646079782977,-22012426.910009816,0.004426,6541969.761030973,0.015,200000,195556.54791916802,-4443.452080831979,0.9777827395958401
2020-05-18,1,0.5637608755277558,-22012426.910009816,0.004487,6541969.761030973,0.01537,200000,199319.8347722601,-680.1652277398971,0.9965991738613005
2020-05-19,1,0.5778847600374496,-22012426.910009816,0.004534,6541969.761030973,0.01553,200000,201401.13399879553,1401.133998795529,1.0070056699939776
2020-05-20,2,1.4926325626790153,0.0,0.004525,0.0,0.015,200000,197343.2599975972,-2656.740002402803,0.9867162999879859
2020-05-21,1,1.0140587190991233,-23288088.269718807,0.004237,6943816.326446066,0.01421,200000,197343.2599975972,-2656.740002402803,0.9867162999879859
2020-05-22,2,2.1273027094130663,0.0,0.00464,0.0,0.01484,200000,202353.75528463282,2353.755284632818,1.011768776423164
2020-05-23,2,1.56352541446174,0.0,0.004609,0.0,0.01496,200000,202353.75528463282,2353.755284632818,1.011768776423164
2020-05-24,2,1.9444041037169175,0.0,0.004467,0.0,0.01421,200000,202353.75528463282,2353.755284632818,1.011768776423164
2020-05-25,2,3.189733635293814,0.0,0.005064,0.0,0.01472,200000,202353.75528463282,2353.755284632818,1.011768776423164
2020-05-26,2,2.152029016175026,0.0,0.004871,0.0,0.01458,200000,202353.75528463282,2353.755284632818,1.011768776423164
2020-05-27,2,1.814223467734259,0.0,0.004896,0.0,0.0147,200000,202353.75528463282,2353.755284632818,1.011768776423164
2020-05-28,2,2.6992105728684024,0.0,0.005508,0.0,0.01514,200000,202353.75528463282,2353.755284632818,1.011768776423164
2020-05-29,2,2.3838561269687046,0.0,0.005547,0.0,0.015,200000,202353.75528463282,2353.755284632818,1.011768776423164
2020-05-30,2,2.2598983955382668,0.0,0.006227,0.0,0.01638,200000,202353.75528463282,2353.755284632818,1.011768776423164
2020-05-31,2,2.2410706975482113,0.0,0.006247,0.0,0.01582,200000,202353.75528463282,2353.755284632818,1.011768776423164
2020-06-01,2,1.797672838219128,0.0,0.006655,0.0,0.01707,200000,202353.75528463282,2353.755284632818,1.011768776423164
2020-06-02,2,2.5174455504322335,0.0,0.00725,0.0,0.01637,200000,202353.75528463282,2353.755284632818,1.011768776423164
2020-06-03,2,1.725234933477013,0.0,0.007099,0.0,0.01691,200000,202353.75528463282,2353.755284632818,1.011768776423164
2020-06-04,1,1.1561896663258067,-15029245.044907369,0.006732,5997443.8436464975,0.01687,200000,202353.75528463282,2353.755284632818,1.011768776423164
2020-06-05,1,1.010813582771324,-15029245.044907369,0.006693,5997443.8436464975,0.01685,200000,201647.6658510085,1647.6658510084962,1.0082383292550425
2020-06-06,2,1.4853028402705843,0.0,0.007301,0.0,0.01704,200000,209885.83026176522,9885.830261765223,1.049429151308826
2020-06-07,0,0.7816973204291411,0.0,0.007246,0.0,0.0182,200000,209885.83026176522,9885.830261765223,1.049429151308826
2020-06-08,2,1.3979082833546064,0.0,0.007787,0.0,0.01794,200000,209885.83026176522,9885.830261765223,1.049429151308826
2020-06-09,2,1.8282061153944655,0.0,0.008181,0.0,0.01754,200000,209885.83026176522,9885.830261765223,1.049429151308826
2020-06-10,2,2.2981260451183263,0.0,0.009008,0.0,0.0176,200000,209885.83026176522,9885.830261765223,1.049429151308826
2020-06-11,2,2.488758018307934,0.0,0.008762,0.0,0.01573,200000,209885.83026176522,9885.830261765223,1.049429151308826
2020-06-12,2,2.435452715958326,0.0,0.00971,0.0,0.01644,200000,209885.83026176522,9885.830261765223,1.049429151308826
2020-06-13,2,1.9255892388585323,0.0,0.009597,0.0,0.01668,200000,209885.83026176522,9885.830261765223,1.049429151308826
2020-06-14,2,1.2587214158153186,0.0,0.00864,0.0,0.01616,200000,209885.83026176522,9885.830261765223,1.049429151308826
2020-06-15,2,1.4343230785350867,0.0,0.00901,0.0,0.01606,200000,209885.83026176522,9885.830261765223,1.049429151308826
2020-06-16,2,1.3136396023071577,0.0,0.009061,0.0,0.01613,200000,209885.83026176522,9885.830261765223,1.049429151308826
2020-06-17,1,1.124718501552818,-11643505.50658855,0.009013,6473961.4516275525,0.01621,200000,209885.83026176522,9885.830261765223,1.049429151308826
2020-06-18,1,0.8388171999080677,-11643505.50658855,0.00866,6473961.4516275525,0.01602,200000,204545.62014213024,4545.620142130239,1.0227281007106512
2020-06-19,1,0.6012997781116445,-11643505.50658855,0.008379,6473961.4516275525,0.01586,200000,200237.96126251842,237.9612625184236,1.0011898063125921
2020-06-20,1,0.40558314620847374,-11643505.50658855,0.00829,6473961.4516275525,0.01597,200000,199913.8250321111,-86.1749678888882,0.9995691251605555
2020-06-21,1,0.6993354693113165,-11643505.50658855,0.008626,6473961.4516275525,0.01582,200000,202854.9486645807,2854.9486645807046,1.0142747433229036
2020-06-22,1,0.9227623951245234,-11643505.50658855,0.009283,6473961.4516275525,0.01638,200000,214130.1501953208,14130.150195320806,1.0706507509766041
2020-06-23,1,0.4484985155101509,-11643505.50658855,0.008903,6473961.4516275525,0.0165,200000,210482.4934770125,10482.493477012496,1.0524124673850626
2020-06-24,1,0.7631829280188465,-11643505.50658855,0.008996,6473961.4516275525,0.01593,200000,207875.1814616975,7875.1814616975025,1.0393759073084876
2020-06-25,1,0.5938862812696953,-11643505.50658855,0.008882,6473961.4516275525,0.0159,200000,206353.6029903976,6353.602990397601,1.031768014951988
2020-06-26,1,0.6350066892475603,-11643505.50658855,0.008949,6473961.4516275525,0.01585,200000,206810.01978675765,6810.01978675765,1.0340500989337882
2020-06-27,1,0.42892071647574453,-11643505.50658855,0.008608,6473961.4516275525,0.01544,200000,200185.26021384366,185.26021384366322,1.0009263010692184
2020-06-28,0,0.13076522651642927,0.0,0.00869,0.0,0.01577,200000,208973.52102185323,8973.52102185323,1.0448676051092662
2020-06-29,0,-0.743625509008065,0.0,0.008691,0.0,0.01619,200000,208973.52102185323,8973.52102185323,1.0448676051092662
2020-06-30,0,-0.7231495372018993,0.0,0.008837,0.0,0.01636,200000,208973.52102185323,8973.52102185323,1.0448676051092662
2020-07-01,0,0.4135452801664246,0.0,0.009436,0.0,0.01686,200000,208973.52102185323,8973.52102185323,1.0448676051092662
2020-07-02,2,1.5640901607738795,0.0,0.009556,0.0,0.01658,200000,208973.52102185323,8973.52102185323,1.0448676051092662
2020-07-03,2,2.980961951932005,0.0,0.010223,0.0,0.01662,200000,208973.52102185323,8973.52102185323,1.0448676051092662
2020-07-04,2,3.841855178831812,0.0,0.012525,0.0,0.01682,200000,208973.52102185323,8973.52102185323,1.0448676051092662
2020-07-05,2,3.412932692174806,0.0,0.014307,0.0,0.01688,200000,208973.52102185323,8973.52102185323,1.0448676051092662
2020-07-06,2,2.256966678073684,0.0,0.01442,0.0,0.01802,200000,208973.52102185323,8973.52102185323,1.0448676051092662
2020-07-07,2,3.008203341954357,0.0,0.017325,0.0,0.0172,200000,208973.52102185323,8973.52102185323,1.0448676051092662
2020-07-08,2,2.758547522149647,0.0,0.019932,0.0,0.01791,200000,208973.52102185323,8973.52102185323,1.0448676051092662
2020-07-09,2,1.7266090431523324,0.0,0.01825,0.0,0.01856,200000,208973.52102185323,8973.52102185323,1.0448676051092662
2020-07-10,2,1.3529974928386614,0.0,0.017119,0.0,0.01812,200000,208973.52102185323,8973.52102185323,1.0448676051092662
2020-07-11,2,1.4902997278277423,0.0,0.018535,0.0,0.01837,200000,208973.52102185323,8973.52102185323,1.0448676051092662
2020-07-12,2,1.286934687593923,0.0,0.018155,0.0,0.01818,200000,208973.52102185323,8973.52102185323,1.0448676051092662
2020-07-13,2,1.3733779004228457,0.0,0.018461,0.0,0.01756,200000,208973.52102185323,8973.52102185323,1.0448676051092662
2020-07-14,2,1.209548950412504,0.0,0.01845,0.0,0.01765,200000,208973.52102185323,8973.52102185323,1.0448676051092662
2020-07-15,2,1.235183445181241,0.0,0.018996,0.0,0.01757,200000,208973.52102185323,8973.52102185323,1.0448676051092662
