date,statusList,zscore,XRPUSDT_position,XRPUSDT_price,ADAUSDT_position,ADAUSDT_price,init,total_asset,pnl,return
2020-01-01,0,,0.0,0.19305,0.0,0.03348,200000,200000.0,0.0,1.0
2020-01-02,0,,0.0,0.1875,0.0,0.03269,200000,200000.0,0.0,1.0
2020-01-03,0,,0.0,0.19338,0.0,0.03417,200000,200000.0,0.0,1.0
2020-01-04,0,,0.0,0.19305,0.0,0.03434,200000,200000.0,0.0,1.0
2020-01-05,0,,0.0,0.19453,0.0,0.0346,200000,200000.0,0.0,1.0
2020-01-06,0,,0.0,0.2231,0.0,0.03732,200000,200000.0,0.0,1.0
2020-01-07,0,,0.0,0.21335,0.0,0.037,200000,200000.0,0.0,1.0
2020-01-08,0,,0.0,0.2075,0.0,0.03631,200000,200000.0,0.0,1.0
2020-01-09,0,,0.0,0.20373,0.0,0.03616,200000,200000.0,0.0,1.0
2020-01-10,0,,0.0,0.21284,0.0,0.03693,200000,200000.0,0.0,1.0
2020-01-11,0,,0.0,0.21121,0.0,0.03678,200000,200000.0,0.0,1.0
2020-01-12,0,,0.0,0.21539,0.0,0.03792,200000,200000.0,0.0,1.0
2020-01-13,0,,0.0,0.21134,0.0,0.03682,200000,200000.0,0.0,1.0
2020-01-14,0,,0.0,0.23464,0.0,0.04161,200000,200000.0,0.0,1.0
2020-01-15,0,,0.0,0.23367,0.0,0.04275,200000,200000.0,0.0,1.0
2020-01-16,0,,0.0,0.229,0.0,0.04168,200000,200000.0,0.0,1.0
2020-01-17,0,,0.0,0.23921,0.0,0.0449,200000,200000.0,0.0,1.0
2020-01-18,0,,0.0,0.24357,0.0,0.04489,200000,200000.0,0.0,1.0
2020-01-19,0,,0.0,0.23558,0.0,0.042,200000,200000.0,0.0,1.0
2020-01-20,-2,-1.924822892555845,0.0,0.23314,0.0,0.04378,200000,200000.0,0.0,1.0
2020-01-21,-2,-2.3611210969821186,0.0,0.23726,0.0,0.04602,200000,200000.0,0.0,1.0
2020-01-22,-2,-1.8656212009148918,0.0,0.23733,0.0,0.04575,200000,200000.0,0.0,1.0
2020-01-23,-2,-1.467297838971533,0.0,0.22586,0.0,0.04318,200000,200000.0,0.0,1.0
2020-01-24,-2,-2.2264933453460025,0.0,0.22222,0.0,0.04495,200000,200000.0,0.0,1.0
2020-01-25,-2,-1.479267243431927,0.0,0.21946,0.0,0.04314,200000,200000.0,0.0,1.0
2020-01-26,-1,-1.1063550741542296,432320.26285071985,0.23131,-2233638.597274961,0.04477,200000,200000.0,0.0,1.0
2020-01-27,-2,-2.0771112523741304,0.0,0.23077,0.0,0.04796,200000,207358.7600672465,7358.760067246505,1.0367938003362325
2020-01-28,-2,-2.442937453928708,0.0,0.23906,0.0,0.0529,200000,207358.7600672465,7358.760067246505,1.0367938003362325
2020-01-29,-2,-2.2278600932302606,0.0,0.23539,0.0,0.05329,200000,207358.7600672465,7358.760067246505,1.0367938003362325
2020-01-30,-2,-2.0476568850233297,0.0,0.24376,0.0,0.05614,200000,207358.7600672465,7358.760067246505,1.0367938003362325
2020-01-31,-2,-1.6056348896272277,0.0,0.23946,0.0,0.0539,200000,207358.7600672465,7358.760067246505,1.0367938003362325
2020-02-01,-2,-1.6891654389326722,0.0,0.24141,0.0,0.0561,200000,207358.7600672465,7358.760067246505,1.0367938003362325
2020-02-02,-1,-1.1426087550488828,413180.48871646775,0.25093,-1861389.2286108304,0.0557,200000,207358.7600672465,7358.760067246505,1.0367938003362325
2020-02-03,-1,-1.1151883102517473,413180.48871646775,0.25453,-1861389.2286108304,0.05696,200000,211191.56025467542,11191.560254675423,1.055957801273377
2020-02-04,-1,-0.35861465608214677,413180.48871646775,0.26737,-1861389.2286108304,0.05601,200000,214728.4779626146,14728.47796261459,1.073642389813073
2020-02-05,-1,-0.5013791192791807,413180.48871646775,0.27774,-1861389.2286108304,0.05933,200000,225192.97186959232,25192.971869592322,1.1259648593479616
2020-02-06,-1,-0.3554247523931308,413180.48871646775,0.28325,-1861389.2286108304,0.06008,200000,228865.6382838782,28865.638283878186,1.144328191419391
2020-02-07,-1,-0.39674408863030153,413180.48871646775,0.27953,-1861389.2286108304,0.05987,200000,226937.71512784465,26937.715127844654,1.1346885756392233
2020-02-08,-1,-0.45028386305688783,413180.48871646775,0.27735,-1861389.2286108304,0.06002,200000,226316.19004673435,26316.19004673435,1.1315809502336718
2020-02-09,-1,-0.5423809791934416,413180.48871646775,0.28257,-1861389.2286108304,0.06188,200000,231935.17616305046,31935.176163050462,1.1596758808152523
2020-02-10,-1,-0.5728586645175914,413180.48871646775,0.27338,-1861389.2286108304,0.06029,200000,225178.43859825493,25178.43859825493,1.1258921929912746
2020-02-11,-1,-0.8397378376901937,413180.48871646775,0.281,-1861389.2286108304,0.06335,200000,234022.72496182355,34022.72496182355,1.1701136248091177
2020-02-12,-1,-0.676278202428773,413180.48871646775,0.30427,-1861389.2286108304,0.06817,200000,252609.33101615994,52609.33101615994,1.2630466550807997
2020-02-13,0,0.656567551128197,0.0,0.32709,0.0,0.06867,200000,200033.1523416828,33.15234168281313,1.000165761708414
2020-02-14,0,0.7546559191090472,0.0,0.33594,0.0,0.07074,200000,200033.1523416828,33.15234168281313,1.000165761708414
2020-02-15,2,1.2973588970110188,0.0,0.30729,0.0,0.06426,200000,200033.1523416828,33.15234168281313,1.000165761708414
2020-02-16,1,1.1731747249866133,-342241.2269738619,0.29224,1627344.2266651709,0.06146,200000,200033.1523416828,33.15234168281313,1.000165761708414
2020-02-17,1,1.1727512893270153,-342241.2269738619,0.28736,1627344.2266651709,0.06019,200000,196296.2879861856,-3703.7120138143946,0.9814814399309281
2020-02-18,1,0.9469552851559534,-342241.2269738619,0.29827,1627344.2266651709,0.06274,200000,204179.86755046662,4179.867550466617,1.020899337752333
2020-02-19,1,1.071168040823527,-342241.2269738619,0.27466,1627344.2266651709,0.05737,200000,187360.7136844218,-12639.28631557821,0.936803568422109
2020-02-20,0,0.1441535184565008,0.0,0.2709,0.0,0.05815,200000,198116.23394832227,-1883.766051677725,0.9905811697416114
2020-02-21,0,0.22847464477972707,0.0,0.27418,0.0,0.05853,200000,198116.23394832227,-1883.766051677725,0.9905811697416114
2020-02-22,0,0.41715742344420254,0.0,0.27468,0.0,0.05825,200000,198116.23394832227,-1883.766051677725,0.9905811697416114
2020-02-23,0,-0.6524729904115912,0.0,0.28298,0.0,0.06145,200000,198116.23394832227,-1883.766051677725,0.9905811697416114
2020-02-24,0,-0.8162172727695909,0.0,0.2704,0.0,0.05906,200000,198116.23394832227,-1883.766051677725,0.9905811697416114
2020-02-25,-2,-1.3981991963382046,0.0,0.25209,0.0,0.05603,200000,198116.23394832227,-1883.766051677725,0.9905811697416114
2020-02-26,0,0.08423713168898168,0.0,0.22915,0.0,0.04915,200000,198116.23394832227,-1883.766051677725,0.9905811697416114
2020-02-27,1,1.0875136201808941,-415338.01666314946,0.2385,1986725.169959108,0.04986,200000,198116.23394832227,-1883.766051677725,0.9905811697416114
2020-02-28,2,1.4338825330594551,0.0,0.23663,0.0,0.04885,200000,199346.1442788209,-653.8557211791049,0.9967307213941045
2020-02-29,2,1.3950032369290477,0.0,0.22892,0.0,0.0471,200000,199346.1442788209,-653.8557211791049,0.9967307213941045
2020-03-01,2,1.9730678329627724,0.0,0.22696,0.0,0.04561,200000,199346.1442788209,-653.8557211791049,0.9967307213941045
2020-03-02,1,1.1063230090086782,-416032.524164832,0.23958,2024640.912846038,0.04923,200000,199346.1442788209,-653.8557211791049,0.9967307213941045
2020-03-03,1,0.6285040446434901,-416032.524164832,0.23428,2024640.912846038,0.04866,200000,195987.12658042504,-4012.8734195749566,0.9799356329021253
2020-03-04,1,0.37571550358836875,-416032.524164832,0.23453,2024640.912846038,0.04898,200000,196739.019803577,-3260.9801964230137,0.983695099017885
2020-03-05,0,-0.4725540671980841,0.0,0.23909,0.0,0.05096,200000,195639.65956275648,-4360.340437243518,0.9781982978137824
2020-03-06,0,-0.09717842157754594,0.0,0.24477,0.0,0.05174,200000,195639.65956275648,-4360.340437243518,0.9781982978137824
2020-03-07,0,0.8497296794768183,0.0,0.23622,0.0,0.04879,200000,195639.65956275648,-4360.340437243518,0.9781982978137824
2020-03-08,0,0.053241740667086625,0.0,0.20385,0.0,0.04291,200000,195639.65956275648,-4360.340437243518,0.9781982978137824
2020-03-09,2,2.161652699694554,0.0,0.20952,0.0,0.04156,200000,195639.65956275648,-4360.340437243518,0.9781982978137824
2020-03-10,2,2.1958480287242605,0.0,0.21185,0.0,0.04146,200000,195639.65956275648,-4360.340437243518,0.9781982978137824
2020-03-11,2,2.4131216775543587,0.0,0.20813,0.0,0.03969,200000,195639.65956275648,-4360.340437243518,0.9781982978137824
2020-03-12,2,3.3188208967501147,0.0,0.13549,0.0,0.02329,200000,195639.65956275648,-4360.340437243518,0.9781982978137824
2020-03-13,2,2.07029821739944,0.0,0.15872,0.0,0.02843,200000,195639.65956275648,-4360.340437243518,0.9781982978137824
2020-03-14,2,1.929796651831818,0.0,0.14588,0.0,0.02582,200000,195639.65956275648,-4360.340437243518,0.9781982978137824
2020-03-15,2,1.7587973513446071,0.0,0.15308,0.0,0.02693,200000,195639.65956275648,-4360.340437243518,0.9781982978137824
2020-03-16,2,1.8430660772125251,0.0,0.14102,0.0,0.02423,200000,195639.65956275648,-4360.340437243518,0.9781982978137824
2020-03-17,2,1.3937176063541872,0.0,0.14694,0.0,0.02575,200000,195639.65956275648,-4360.340437243518,0.9781982978137824
2020-03-18,1,1.1574867322554925,-662735.9741285788,0.1476,3752199.0710156597,0.02607,200000,195639.65956275648,-4360.340437243518,0.9781982978137824
2020-03-19,1,0.5480660230196682,-662735.9741285788,0.1646,3752199.0710156597,0.0303,200000,222777.97319333855,22777.97319333855,1.1138898659666927
2020-03-20,1,0.24536026339537792,-662735.9741285788,0.15695,3752199.0710156597,0.02946,200000,214556.19577160178,14556.195771601779,1.072780978858009
2020-03-21,1,0.2765707305594255,-662735.9741285788,0.15797,3752199.0710156597,0.02948,200000,215307.23044663324,15307.230446633243,1.0765361522331662
2020-03-22,1,0.4768809797869098,-662735.9741285788,0.14776,3752199.0710156597,0.02703,200000,199347.8084267921,-652.1915732079069,0.9967390421339605
2020-03-23,1,0.2955055033919244,-662735.9741285788,0.15854,3752199.0710156597,0.02925,200000,214821.98416555295,14821.984165552945,1.0741099208277647
2020-03-24,0,0.08736763137101944,0.0,0.16225,0.0,0.03023,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-03-25,0,0.3439179316929161,0.0,0.16168,0.0,0.02945,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-03-26,0,0.9104266252833498,0.0,0.17593,0.0,0.03086,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-03-27,2,1.717928901262161,0.0,0.17269,0.0,0.02882,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-03-28,2,1.395097830027058,0.0,0.17543,0.0,0.02975,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-03-29,0,0.9573332205808699,0.0,0.16278,0.0,0.02806,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-03-30,0,0.7672856569928519,0.0,0.17112,0.0,0.02965,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-03-31,0,0.34459766241483364,0.0,0.17353,0.0,0.03045,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-01,0,0.13191199846128557,0.0,0.17494,0.0,0.03097,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-02,0,-0.1707070821944896,0.0,0.17828,0.0,0.03188,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-03,0,-0.3287799645162311,0.0,0.17957,0.0,0.03231,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-04,0,-0.16401177750177676,0.0,0.18114,0.0,0.03244,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-05,0,0.07957613367988978,0.0,0.17925,0.0,0.0319,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-06,0,-0.45181898066740495,0.0,0.19803,0.0,0.03592,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-07,0,-0.6272285658010893,0.0,0.19285,0.0,0.03525,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-08,0,-0.23702362925850629,0.0,0.20192,0.0,0.03639,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-09,0,-0.6026407641286519,0.0,0.19829,0.0,0.03607,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-10,0,0.21235827721210238,0.0,0.18758,0.0,0.03321,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-11,0,0.10086773629794524,0.0,0.1885,0.0,0.03343,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-12,0,0.15900674425089334,0.0,0.18939,0.0,0.03347,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-13,0,0.1264325798049059,0.0,0.18763,0.0,0.03311,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-14,0,-0.27921750809139706,0.0,0.18613,0.0,0.03312,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-15,0,0.09719087659747676,0.0,0.1805,0.0,0.03185,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-16,0,-0.9697573720462426,0.0,0.19053,0.0,0.03446,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-17,-2,-1.2891485990003089,0.0,0.18863,0.0,0.03432,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-18,-2,-2.505883046597874,0.0,0.19544,0.0,0.03654,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-19,-2,-2.3444967597213924,0.0,0.18901,0.0,0.03549,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-20,-2,-1.8153999760836776,0.0,0.18151,0.0,0.03391,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-21,-2,-1.8844761411813924,0.0,0.18341,0.0,0.03454,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-22,-2,-2.5673322942900665,0.0,0.18804,0.0,0.03664,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-23,-2,-3.279593672085129,0.0,0.1926,0.0,0.04088,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-24,-2,-2.659092277632728,0.0,0.19325,0.0,0.04165,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-25,-2,-2.2533165270351434,0.0,0.19418,0.0,0.04222,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-26,-2,-2.476040793148534,0.0,0.19618,0.0,0.04593,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-27,-2,-2.0860857421688204,0.0,0.19747,0.0,0.04648,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-28,-2,-1.2533249660538952,0.0,0.21416,0.0,0.04679,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-29,-2,-1.4259998732693808,0.0,0.22648,0.0,0.05146,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-30,-2,-1.2030377597189563,0.0,0.21135,0.0,0.04752,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-05-01,-2,-1.3623754013576073,0.0,0.21786,0.0,0.05091,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-05-02,-1,-1.0418465573816857,424112.82008206676,0.22369,-1863846.6939913067,0.0509,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-05-03,-1,-0.8005386908464229,424112.82008206676,0.21936,-1863846.6939913067,0.04898,200000,184324.5992848964,-15675.400715103606,0.921622996424482
2020-05-04,-1,-0.8547333448847771,424112.82008206676,0.21776,-1863846.6939913067,0.04942,200000,184466.11131812126,-15533.888681878743,0.9223305565906063
2020-05-05,-1,-0.8196788309168878,424112.82008206676,0.21688,-1863846.6939913067,0.04945,200000,184148.80743726873,-15851.192562731274,0.9207440371863437
2020-05-06,-1,-0.865604051824836,424112.82008206676,0.21158,-1863846.6939913067,0.04889,200000,180857.25534219865,-19142.744657801348,0.9042862767109933
2020-05-07,-1,-0.9298730432910854,424112.82008206676,0.21862,-1863846.6939913067,0.05123,200000,188204.41085951607,-11795.589140483935,0.9410220542975803
2020-05-08,-1,-1.0055134716939873,424112.82008206676,0.21865,-1863846.6939913067,0.05201,200000,189670.93466543176,-10329.065334568237,0.9483546733271588
2020-05-09,-1,-0.9339001860230038,424112.82008206676,0.21642,-1863846.6939913067,0.05145,200000,187681.40892801364,-12318.59107198636,0.9384070446400682
2020-05-10,-1,-1.0924258839985779,424112.82008206676,0.19702,-1863846.6939913067,0.04755,200000,172184.61811185544,-27815.381888144562,0.8609230905592772
2020-05-11,-2,-1.555842757527852,0.0,0.19254,0.0,0.04779,200000,197154.14457555843,-2845.855424441572,0.9857707228777921
2020-05-12,-2,-2.1682560188298186,0.0,0.19711,0.0,0.05043,200000,197154.14457555843,-2845.855424441572,0.9857707228777921
2020-05-13,-2,-1.8942182500154803,0.0,0.20177,0.0,0.05147,200000,197154.14457555843,-2845.855424441572,0.9857707228777921
2020-05-14,-2,-1.3841588855263927,0.0,0.20386,0.0,0.05098,200000,197154.14457555843,-2845.855424441572,0.9857707228777921
2020-05-15,-2,-1.516137172915625,0.0,0.19818,0.0,0.05026,200000,197154.14457555843,-2845.855424441572,0.9857707228777921
2020-05-16,-2,-1.4701049038301643,0.0,0.19969,0.0,0.051,200000,197154.14457555843,-2845.855424441572,0.9857707228777921
2020-05-17,-2,-1.285361489257291,0.0,0.20131,0.0,0.05129,200000,197154.14457555843,-2845.855424441572,0.9857707228777921
2020-05-18,-2,-1.7466307687577551,0.0,0.20543,0.0,0.05434,200000,197154.14457555843,-2845.855424441572,0.9857707228777921
2020-05-19,-2,-2.095915765869986,0.0,0.20496,0.0,0.05677,200000,197154.14457555843,-2845.855424441572,0.9857707228777921
2020-05-20,-2,-2.007276387147292,0.0,0.20179,0.0,0.05689,200000,197154.14457555843,-2845.855424441572,0.9857707228777921
2020-05-21,-1,-1.181734545605863,507240.26082010503,0.19434,-1893164.4380214945,0.05207,200000,197154.14457555843,-2845.855424441572,0.9857707228777921
2020-05-22,-2,-1.5084821130247499,0.0,0.20034,0.0,0.05576,200000,201096.47978693713,1096.479786937125,1.0054823989346857
2020-05-23,-2,-1.2949919519625601,0.0,0.19883,0.0,0.0549,200000,201096.47978693713,1096.479786937125,1.0054823989346857
2020-05-24,0,-0.7189051532701142,0.0,0.19256,0.0,0.05125,200000,201096.47978693713,1096.479786937125,1.0054823989346857
2020-05-25,-1,-1.0919458709340808,512426.05184725596,0.19622,-1865458.996168248,0.0539,200000,201096.47978693713,1096.479786937125,1.0054823989346857
2020-05-26,-1,-1.1030523998111477,512426.05184725596,0.19372,-1865458.996168248,0.05355,200000,199162.5040086601,-837.495991339907,0.9958125200433005
2020-05-27,-1,-1.1385032936081154,512426.05184725596,0.19791,-1865458.996168248,0.05513,200000,204256.9943798459,4256.9943798459135,1.0212849718992296
2020-05-28,-2,-2.7193873041169874,0.0,0.20052,0.0,0.06502,200000,219636.95180138486,19636.951801384857,1.0981847590069242
2020-05-29,-2,-2.3612499095702533,0.0,0.19759,0.0,0.06469,200000,219636.95180138486,19636.951801384857,1.0981847590069242
2020-05-30,-2,-2.7567065907279225,0.0,0.20701,0.0,0.07691,200000,219636.95180138486,19636.951801384857,1.0981847590069242
2020-05-31,-2,-2.166312637711204,0.0,0.20245,0.0,0.0739,200000,219636.95180138486,19636.951801384857,1.0981847590069242
2020-06-01,-2,-2.079961148939014,0.0,0.211,0.0,0.08093,200000,219636.95180138486,19636.951801384857,1.0981847590069242
2020-06-02,-2,-1.8386620908060893,0.0,0.20301,0.0,0.07872,200000,219636.95180138486,19636.951801384857,1.0981847590069242
2020-06-03,-2,-1.9243781170654837,0.0,0.2041,0.0,0.08558,200000,219636.95180138486,19636.951801384857,1.0981847590069242
2020-06-04,-2,-1.8099002634800392,0.0,0.20427,0.0,0.08882,200000,219636.95180138486,19636.951801384857,1.0981847590069242
2020-06-05,-2,-1.4814233631175264,0.0,0.20274,0.0,0.08517,200000,219636.95180138486,19636.951801384857,1.0981847590069242
2020-06-06,-2,-1.3620289407747503,0.0,0.20361,0.0,0.08614,200000,219636.95180138486,19636.951801384857,1.0981847590069242
2020-06-07,-2,-1.2527961908817193,0.0,0.20329,0.0,0.08657,200000,219636.95180138486,19636.951801384857,1.0981847590069242
2020-06-08,-1,-1.1133632472579915,538246.7083306005,0.20403,-1269871.3679543529,0.08648,200000,219636.95180138486,19636.951801384857,1.0981847590069242
2020-06-09,-1,-0.899796853704692,538246.7083306005,0.20127,-1269871.3679543529,0.08291,200000,213617.95010279538,13617.950102795381,1.0680897505139768
2020-06-10,-1,-0.8209735092923347,538246.7083306005,0.20266,-1269871.3679543529,0.0836,200000,215242.32427126338,15242.32427126338,1.0762116213563169
2020-06-11,-1,-0.6079298880214355,538246.7083306005,0.18817,-1269871.3679543529,0.07527,200000,196865.10097249324,-3134.8990275067626,0.9843255048624662
2020-06-12,-1,-0.6638640907668778,538246.7083306005,0.19307,-1269871.3679543529,0.07948,200000,204848.668302401,4848.668302400998,1.024243341512005
2020-06-13,-1,-0.5871532590485341,538246.7083306005,0.19234,-1269871.3679543529,0.07906,200000,203922.40223077885,3922.4022307788546,1.0196120111538942
2020-06-14,-1,-0.3828828905487917,538246.7083306005,0.19022,-1269871.3679543529,0.07642,200000,199428.85879771848,-571.1412022815202,0.9971442939885924
2020-06-15,-1,-0.38356518393854944,538246.7083306005,0.19238,-1269871.3679543529,0.07824,200000,202902.63757738948,2902.6375773894833,1.0145131878869473
2020-06-16,-1,-0.44232669960292126,538246.7083306005,0.19238,-1269871.3679543529,0.07925,200000,204185.2076590234,4185.207659023406,1.020926038295117
2020-06-17,-1,-0.9632324356719002,538246.7083306005,0.19315,-1269871.3679543529,0.08349,200000,209983.9122245644,9983.91222456441,1.049919561122822
2020-06-18,-1,-1.049112918426615,538246.7083306005,0.18975,-1269871.3679543529,0.08176,200000,205956.99594967935,5956.995949679345,1.0297849797483967
2020-06-19,-1,-0.7962391152604954,538246.7083306005,0.18722,-1269871.3679543529,0.07987,200000,202195.1748921692,2195.1748921691906,1.010975874460846
2020-06-20,-1,-0.5976228161767162,538246.7083306005,0.18792,-1269871.3679543529,0.07953,200000,202140.19132289616,2140.191322896164,1.010700956614481
2020-06-21,-1,-0.40795518076950715,538246.7083306005,0.18602,-1269871.3679543529,0.07841,200000,199695.2666449591,-304.7333550408948,0.9984763332247956
2020-06-22,-2,-1.9127085551491156,0.0,0.18928,0.0,0.08355,200000,223855.36764115494,23855.36764115494,1.1192768382057747
2020-06-23,-2,-1.4650019634597202,0.0,0.18889,0.0,0.08276,200000,223855.36764115494,23855.36764115494,1.1192768382057747
2020-06-24,-2,-2.0876233394566373,0.0,0.18348,0.0,0.08254,200000,223855.36764115494,23855.36764115494,1.1192768382057747
2020-06-25,-2,-1.7934652191791707,0.0,0.18156,0.0,0.08167,200000,223855.36764115494,23855.36764115494,1.1192768382057747
2020-06-26,-1,-1.1832757656505928,613335.9845502628,0.18249,-1388336.440344548,0.08062,200000,223855.36764115494,23855.36764115494,1.1192768382057747
2020-06-27,-1,-1.104379573823204,613335.9845502628,0.17509,-1388336.440344548,0.07738,200000,214818.47128876665,14818.471288766654,1.0740923564438334
2020-06-28,-2,-1.5697844945474648,0.0,0.17693,0.0,0.08028,200000,226793.48132553726,26793.481325537257,1.1339674066276864
2020-06-29,-2,-2.104435610367105,0.0,0.17726,0.0,0.08392,200000,226793.48132553726,26793.481325537257,1.1339674066276864
2020-06-30,-2,-1.8040426293433998,0.0,0.17533,0.0,0.08299,200000,226793.48132553726,26793.481325537257,1.1339674066276864
2020-07-01,-2,-3.0347230846801896,0.0,0.17647,0.0,0.09681,200000,226793.48132553726,26793.481325537257,1.1339674066276864
2020-07-02,-2,-2.1777473981337008,0.0,0.17477,0.0,0.09291,200000,226793.48132553726,26793.481325537257,1.1339674066276864
2020-07-03,-2,-2.085533510963628,0.0,0.1762,0.0,0.09655,200000,226793.48132553726,26793.481325537257,1.1339674066276864
2020-07-04,-2,-1.9894072016684068,0.0,0.17808,0.0,0.10005,200000,226793.48132553726,26793.481325537257,1.1339674066276864
2020-07-05,-2,-1.6598362654438246,0.0,0.17695,0.0,0.09813,200000,226793.48132553726,26793.481325537257,1.1339674066276864
2020-07-06,-2,-1.5132113025233696,0.0,0.18875,0.0,0.10512,200000,226793.48132553726,26793.481325537257,1.1339674066276864
2020-07-07,-2,-2.091490747826445,0.0,0.18508,0.0,0.11764,200000,226793.48132553726,26793.481325537257,1.1339674066276864
2020-07-08,-2,-1.776217990763334,0.0,0.20551,0.0,0.12993,200000,226793.48132553726,26793.481325537257,1.1339674066276864
2020-07-09,-2,-1.4121482986383278,0.0,0.20263,0.0,0.12403,200000,226793.48132553726,26793.481325537257,1.1339674066276864
2020-07-10,-1,-1.1259200977442285,569575.2707959649,0.19909,-957257.6453044794,0.11846,200000,226793.48132553726,26793.481325537257,1.1339674066276864
