date,statusList,zscore,XRPUSDT_position,XRPUSDT_price,ADAUSDT_position,ADAUSDT_price,init,total_asset,pnl,return
2020-07-11,-2,-1.2775107593739123,0.0,0.2011,0.0,0.12523,200000,232129.2692899487,32129.269289948686,1.1606463464497434
2020-07-12,-2,-1.2197022834573252,0.0,0.20128,0.0,0.12685,200000,232129.2692899487,32129.269289948686,1.1606463464497434
2020-07-13,-1,-1.0716525498258076,584208.1574720609,0.19867,-933971.4705477938,0.12427,200000,232129.2692899487,32129.269289948686,1.1606463464497434
2020-07-14,-2,-1.3058125812148746,0.0,0.19909,0.0,0.13256,200000,239626.52535465165,39626.52535465165,1.1981326267732582
2020-07-15,-1,-1.1687577665710174,607541.5175565429,0.19721,-916774.5250388386,0.13069,200000,239626.52535465165,39626.52535465165,1.1981326267732582
2020-07-16,-1,-0.9607160424750495,607541.5175565429,0.19444,-916774.5250388386,0.12602,200000,233662.29831908864,33662.298319088644,1.1683114915954431
2020-07-17,-1,-0.6997505303318678,607541.5175565429,0.1944,-916774.5250388386,0.12224,200000,230172.58895373956,30172.588953739556,1.1508629447686978
2020-07-18,-1,-0.4407131620334446,607541.5175565429,0.1999,-916774.5250388386,0.1227,200000,233935.7835818184,33935.783581818396,1.169678917909092
2020-07-19,-1,-0.48301775833459315,607541.5175565429,0.19956,-916774.5250388386,0.12402,200000,234939.36183890048,34939.361838900484,1.1746968091945025
2020-07-20,0,-0.05699333415470426,0.0,0.19465,0.0,0.11771,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-07-21,0,-0.28362337229037177,0.0,0.19949,0.0,0.12321,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-07-22,0,0.05784571654083256,0.0,0.20348,0.0,0.1238,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-07-23,0,0.5654916735260768,0.0,0.20851,0.0,0.12422,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-07-24,0,0.599238222999757,0.0,0.20392,0.0,0.12197,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-07-25,-2,-1.6345152271548373,0.0,0.21463,0.0,0.14362,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-07-26,-2,-2.196444769315393,0.0,0.21532,0.0,0.14849,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-07-27,0,0.3682548969381758,0.0,0.22437,0.0,0.13859,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-07-28,0,-0.7282997802226132,0.0,0.23029,0.0,0.14904,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-07-29,2,1.943514041502946,0.0,0.24327,0.0,0.13972,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-07-30,2,1.7367388356232756,0.0,0.24408,0.0,0.1406,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-07-31,2,2.598031158273926,0.0,0.25939,0.0,0.13878,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-08-01,2,2.878167340936137,0.0,0.29089,0.0,0.1441,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-08-02,2,2.7867064970385145,0.0,0.28803,0.0,0.13375,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-08-03,2,2.58082815394377,0.0,0.31016,0.0,0.1373,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-08-04,2,1.6240390353641856,0.0,0.30138,0.0,0.14335,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-08-05,2,1.517906018799037,0.0,0.30228,0.0,0.14227,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-08-06,2,1.261846460946052,0.0,0.30311,0.0,0.14444,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-08-07,2,1.2097692052791762,0.0,0.29437,0.0,0.13888,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-08-08,0,0.7021174583032639,0.0,0.29527,0.0,0.14696,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-08-09,0,0.5407984240036151,0.0,0.2879,0.0,0.14512,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-08-10,0,0.71856337853853,0.0,0.29469,0.0,0.14383,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-08-11,0,0.718662272155959,0.0,0.2831,0.0,0.13685,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-08-12,0,0.6332602408775265,0.0,0.28233,0.0,0.1367,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-08-13,0,0.733044411556736,0.0,0.2942,0.0,0.13944,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-08-14,0,0.9034937878477116,0.0,0.29995,0.0,0.13826,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-08-15,0,0.8172093233698701,0.0,0.29884,0.0,0.13837,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-08-16,0,0.9280392360543054,0.0,0.30455,0.0,0.13882,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-08-17,2,1.2753728660618948,0.0,0.31539,0.0,0.14039,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-08-18,0,0.9798741588779879,0.0,0.30251,0.0,0.13691,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-08-19,2,1.252643836324176,0.0,0.28975,0.0,0.12966,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-08-20,0,0.6317676518619988,0.0,0.29218,0.0,0.13413,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-08-21,2,1.5676521825428977,0.0,0.27933,0.0,0.12315,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-08-22,2,1.5699608581427063,0.0,0.28592,0.0,0.12515,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-08-23,2,2.039304968196887,0.0,0.2848,0.0,0.12141,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-08-24,2,1.6567639568205264,0.0,0.2884,0.0,0.12361,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-08-25,2,2.2894360160433207,0.0,0.27625,0.0,0.11239,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-08-26,2,1.6998982513976286,0.0,0.27653,0.0,0.11435,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-08-27,2,1.782823956619956,0.0,0.26469,0.0,0.10725,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-08-28,2,1.6999077301404324,0.0,0.27174,0.0,0.10927,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-08-29,0,0.734959379203011,0.0,0.2738,0.0,0.11623,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-08-30,1,1.0327404547611239,-405063.42008443264,0.28302,975917.673893727,0.11747,200000,229282.09830459225,29282.098304592248,1.1464104915229612
2020-08-31,0,0.08196034661127438,0.0,0.28115,0.0,0.12253,200000,223586.48627913214,23586.486279132136,1.1179324313956607
2020-09-01,0,0.6418647710648544,0.0,0.29521,0.0,0.12445,200000,223586.48627913214,23586.486279132136,1.1179324313956607
2020-09-02,0,0.8295505531780178,0.0,0.27595,0.0,0.11489,200000,223586.48627913214,23586.486279132136,1.1179324313956607
2020-09-03,2,2.151911857906344,0.0,0.24409,0.0,0.09446,200000,223586.48627913214,23586.486279132136,1.1179324313956607
2020-09-04,2,1.2986537184244056,0.0,0.25385,0.0,0.10156,200000,223586.48627913214,23586.486279132136,1.1179324313956607
2020-09-05,2,2.1261749642066783,0.0,0.23738,0.0,0.09,200000,223586.48627913214,23586.486279132136,1.1179324313956607
2020-09-06,2,1.5421981625040548,0.0,0.23986,0.0,0.0926,200000,223586.48627913214,23586.486279132136,1.1179324313956607
2020-09-07,2,1.3631582076561297,0.0,0.24198,0.0,0.0936,200000,223586.48627913214,23586.486279132136,1.1179324313956607
2020-09-08,2,1.3348691897324505,0.0,0.23657,0.0,0.09101,200000,223586.48627913214,23586.486279132136,1.1179324313956607
2020-09-09,0,0.9744872351053242,0.0,0.23901,0.0,0.09331,200000,223586.48627913214,23586.486279132136,1.1179324313956607
2020-09-10,0,0.39888194554513456,0.0,0.24302,0.0,0.09709,200000,223586.48627913214,23586.486279132136,1.1179324313956607
2020-09-11,0,0.29303272832732563,0.0,0.24252,0.0,0.09701,200000,223586.48627913214,23586.486279132136,1.1179324313956607
2020-09-12,0,0.5472095810288881,0.0,0.24752,0.0,0.09771,200000,223586.48627913214,23586.486279132136,1.1179324313956607
2020-09-13,0,0.6157049158052809,0.0,0.24218,0.0,0.09507,200000,223586.48627913214,23586.486279132136,1.1179324313956607
2020-09-14,0,0.511013618242561,0.0,0.24564,0.0,0.09663,200000,223586.48627913214,23586.486279132136,1.1179324313956607
2020-09-15,1,1.1425548376241137,-459468.34548340004,0.24331,1200399.9048595089,0.09313,200000,223586.48627913214,23586.486279132136,1.1179324313956607
2020-09-16,2,1.7540429001073785,0.0,0.24686,0.0,0.09151,200000,227162.2467514706,27162.246751470608,1.135811233757353
2020-09-17,2,1.4100181086778623,0.0,0.25214,0.0,0.09408,200000,227162.2467514706,27162.246751470608,1.135811233757353
2020-09-18,2,1.8578648073876096,0.0,0.25065,0.0,0.09093,200000,227162.2467514706,27162.246751470608,1.135811233757353
2020-09-19,2,1.5750025515335404,0.0,0.25112,0.0,0.09141,200000,227162.2467514706,27162.246751470608,1.135811233757353
2020-09-20,2,1.617327576716035,0.0,0.24652,0.0,0.08936,200000,227162.2467514706,27162.246751470608,1.135811233757353
2020-09-21,2,2.441908990414637,0.0,0.23102,0.0,0.07983,200000,227162.2467514706,27162.246751470608,1.135811233757353
2020-09-22,2,1.9268647302617026,0.0,0.23302,0.0,0.08146,200000,227162.2467514706,27162.246751470608,1.135811233757353
2020-09-23,2,1.8660851505552158,0.0,0.22164,0.0,0.07663,200000,227162.2467514706,27162.246751470608,1.135811233757353
2020-09-24,1,1.1834819552875324,-487975.26798305253,0.23276,1376073.7021533232,0.08254,200000,227162.2467514706,27162.246751470608,1.135811233757353
2020-09-25,0,-1.2283756242175243,0.0,0.24154,0.0,0.09693,200000,211644.96903037548,11644.969030375476,1.0582248451518774
2020-09-26,0,-0.9110944105935062,0.0,0.24153,0.0,0.09547,200000,211644.96903037548,11644.969030375476,1.0582248451518774
2020-09-27,-2,-1.6442066360157954,0.0,0.24334,0.0,0.1013,200000,211644.96903037548,11644.969030375476,1.0582248451518774
2020-09-28,-2,-1.475808273488574,0.0,0.24107,0.0,0.1003,200000,211644.96903037548,11644.969030375476,1.0582248451518774
2020-09-29,-2,-1.366686600167307,0.0,0.24285,0.0,0.1011,200000,211644.96903037548,11644.969030375476,1.0582248451518774
2020-09-30,-2,-1.380220723866015,0.0,0.24171,0.0,0.10136,200000,211644.96903037548,11644.969030375476,1.0582248451518774
2020-10-01,-1,-1.0790709504292046,444277.61247402383,0.23819,-1079380.707009259,0.09804,200000,211644.96903037548,11644.969030375476,1.0582248451518774
2020-10-02,-1,-0.568062168669742,444277.61247402383,0.23386,-1079380.707009259,0.09286,200000,204130.05490605498,4130.054906054982,1.020650274530275
2020-10-03,-1,-0.6804592009230187,444277.61247402383,0.23273,-1079380.707009259,0.09328,200000,204081.36110090325,4081.3611009032466,1.0204068055045163
2020-10-04,-1,-0.32147156886931777,444277.61247402383,0.24794,-1079380.707009259,0.09686,200000,214703.0065177263,14703.006517726288,1.0735150325886313
2020-10-05,-1,-0.249591143893347,444277.61247402383,0.2503,-1079380.707009259,0.09738,200000,216312.7796508098,16312.779650809796,1.081563898254049
2020-10-06,0,0.17211227112552624,0.0,0.24545,0.0,0.09289,200000,202860.70292271642,2860.7029227164167,1.0143035146135821
2020-10-07,0,0.2409228952764785,0.0,0.2487,0.0,0.09374,200000,202860.70292271642,2860.7029227164167,1.0143035146135821
2020-10-08,0,0.03976260417667891,0.0,0.25141,0.0,0.09632,200000,202860.70292271642,2860.7029227164167,1.0143035146135821
2020-10-09,0,-0.5476198368637063,0.0,0.25293,0.0,0.10129,200000,202860.70292271642,2860.7029227164167,1.0143035146135821
2020-10-10,0,-0.8985871622677729,0.0,0.25402,0.0,0.10493,200000,202860.70292271642,2860.7029227164167,1.0143035146135821
2020-10-11,0,-0.9579885907409,0.0,0.25544,0.0,0.10648,200000,202860.70292271642,2860.7029227164167,1.0143035146135821
2020-10-12,-2,-1.2662339644410514,0.0,0.25603,0.0,0.10945,200000,202860.70292271642,2860.7029227164167,1.0143035146135821
2020-10-13,-2,-1.2193786437631613,0.0,0.2565,0.0,0.10925,200000,202860.70292271642,2860.7029227164167,1.0143035146135821
2020-10-14,-2,-1.4371235671510014,0.0,0.24906,0.0,0.10703,200000,202860.70292271642,2860.7029227164167,1.0143035146135821
2020-10-15,-2,-1.460727550672115,0.0,0.24596,0.0,0.10666,200000,202860.70292271642,2860.7029227164167,1.0143035146135821
2020-10-16,-2,-1.3079350091111372,0.0,0.24011,0.0,0.10414,200000,202860.70292271642,2860.7029227164167,1.0143035146135821
2020-10-17,-2,-1.47971944675561,0.0,0.24057,0.0,0.10598,200000,202860.70292271642,2860.7029227164167,1.0143035146135821
2020-10-18,-2,-1.4466557616425229,0.0,0.24221,0.0,0.10735,200000,202860.70292271642,2860.7029227164167,1.0143035146135821
2020-10-19,-2,-1.2874381261008259,0.0,0.24558,0.0,0.10859,200000,202860.70292271642,2860.7029227164167,1.0143035146135821
2020-10-20,0,-0.4096299553933289,0.0,0.24322,0.0,0.10238,200000,202860.70292271642,2860.7029227164167,1.0143035146135821
2020-10-21,0,-0.4333154566963989,0.0,0.25088,0.0,0.10589,200000,202860.70292271642,2860.7029227164167,1.0143035146135821
2020-10-22,0,-0.7250094675675613,0.0,0.25709,0.0,0.11077,200000,202860.70292271642,2860.7029227164167,1.0143035146135821
2020-10-23,0,-0.39834054682448866,0.0,0.25471,0.0,0.10805,200000,202860.70292271642,2860.7029227164167,1.0143035146135821
2020-10-24,0,-0.2159085989548121,0.0,0.2562,0.0,0.10797,200000,202860.70292271642,2860.7029227164167,1.0143035146135821
2020-10-25,0,-0.09444678196138055,0.0,0.25313,0.0,0.10639,200000,202860.70292271642,2860.7029227164167,1.0143035146135821
2020-10-26,0,0.27381285266096217,0.0,0.2481,0.0,0.10306,200000,202860.70292271642,2860.7029227164167,1.0143035146135821
2020-10-27,1,1.1192497508902615,-401338.78629904723,0.25273,988985.4861676892,0.10256,200000,202860.70292271642,2860.7029227164167,1.0143035146135821
2020-10-28,2,1.7785988143039186,0.0,0.2454,0.0,0.09869,200000,203746.26345061336,3746.263450613362,1.0187313172530668
2020-10-29,2,2.38113741108049,0.0,0.24239,0.0,0.09531,200000,203746.26345061336,3746.263450613362,1.0187313172530668
2020-10-30,2,2.205594704318631,0.0,0.23905,0.0,0.0933,200000,203746.26345061336,3746.263450613362,1.0187313172530668
2020-10-31,2,2.0109193078958736,0.0,0.23968,0.0,0.093,200000,203746.26345061336,3746.263450613362,1.0187313172530668
2020-11-01,0,0.5683473572287144,0.0,0.23999,0.0,0.09827,200000,203746.26345061336,3746.263450613362,1.0187313172530668
2020-11-02,2,1.4855623043083652,0.0,0.23523,0.0,0.09221,200000,203746.26345061336,3746.263450613362,1.0187313172530668
2020-11-03,2,1.4013589449562633,0.0,0.2396,0.0,0.09357,200000,203746.26345061336,3746.263450613362,1.0187313172530668
2020-11-04,0,0.6550303814122336,0.0,0.23758,0.0,0.0955,200000,203746.26345061336,3746.263450613362,1.0187313172530668
2020-11-05,0,0.8521970222720591,0.0,0.24561,0.0,0.09752,200000,203746.26345061336,3746.263450613362,1.0187313172530668
2020-11-06,0,-0.6241581610738028,0.0,0.25863,0.0,0.1091,200000,203746.26345061336,3746.263450613362,1.0187313172530668
2020-11-07,0,0.1764790113440779,0.0,0.2491,0.0,0.10128,200000,203746.26345061336,3746.263450613362,1.0187313172530668
2020-11-08,0,-0.8255491487162613,0.0,0.25374,0.0,0.10655,200000,203746.26345061336,3746.263450613362,1.0187313172530668
2020-11-09,0,-0.927085059787694,0.0,0.25059,0.0,0.10561,200000,203746.26345061336,3746.263450613362,1.0187313172530668
2020-11-10,0,-0.6643801755234606,0.0,0.2538,0.0,0.1059,200000,203746.26345061336,3746.263450613362,1.0187313172530668
2020-11-11,0,-0.5489368213505479,0.0,0.25581,0.0,0.10599,200000,203746.26345061336,3746.263450613362,1.0187313172530668
2020-11-12,0,-0.3073748874457839,0.0,0.2549,0.0,0.1046,200000,203746.26345061336,3746.263450613362,1.0187313172530668
2020-11-13,0,0.512749597898362,0.0,0.2659,0.0,0.10629,200000,203746.26345061336,3746.263450613362,1.0187313172530668
2020-11-14,2,1.4170255194412202,0.0,0.26824,0.0,0.10411,200000,203746.26345061336,3746.263450613362,1.0187313172530668
2020-11-15,2,2.3322684266707734,0.0,0.26954,0.0,0.10046,200000,203746.26345061336,3746.263450613362,1.0187313172530668
2020-11-16,2,2.580390645960241,0.0,0.28813,0.0,0.10387,200000,203746.26345061336,3746.263450613362,1.0187313172530668
2020-11-17,2,2.0532146563112383,0.0,0.30247,0.0,0.10947,200000,203746.26345061336,3746.263450613362,1.0187313172530668
2020-11-18,2,1.7177621529482352,0.0,0.29335,0.0,0.10658,200000,203746.26345061336,3746.263450613362,1.0187313172530668
2020-11-19,2,2.1444390093097905,0.0,0.30358,0.0,0.1059,200000,203746.26345061336,3746.263450613362,1.0187313172530668
2020-11-20,2,1.465119576949464,0.0,0.32991,0.0,0.11828,200000,203746.26345061336,3746.263450613362,1.0187313172530668
2020-11-21,2,3.3582110507681047,0.0,0.46283,0.0,0.13334,200000,203746.26345061336,3746.263450613362,1.0187313172530668
2020-11-22,2,1.5376410227014239,0.0,0.44611,0.0,0.14599,200000,203746.26345061336,3746.263450613362,1.0187313172530668
2020-11-23,2,3.1406016681729922,0.0,0.61579,0.0,0.15445,200000,203746.26345061336,3746.263450613362,1.0187313172530668
2020-11-24,2,2.636876419335669,0.0,0.694,0.0,0.16721,200000,203746.26345061336,3746.263450613362,1.0187313172530668
2020-11-25,2,2.0593979684201846,0.0,0.63022,0.0,0.15473,200000,203746.26345061336,3746.263450613362,1.0187313172530668
2020-11-26,2,1.5198990828326056,0.0,0.53654,0.0,0.13843,200000,203746.26345061336,3746.263450613362,1.0187313172530668
2020-11-27,2,1.4730224695165535,0.0,0.5623,0.0,0.14178,200000,203746.26345061336,3746.263450613362,1.0187313172530668
2020-11-28,1,1.0917332851967327,-162791.24262980663,0.62579,617824.8027491459,0.16489,200000,203746.26345061336,3746.263450613362,1.0187313172530668
2020-11-29,1,0.7597142023702325,-162791.24262980663,0.60543,617824.8027491459,0.16663,200000,201506.848907454,1506.8489074539975,1.00753424453727
2020-11-30,1,1.0115217860908137,-162791.24262980663,0.66417,617824.8027491459,0.17204,200000,214411.63868240174,14411.638682401739,1.0720581934120088
2020-12-01,1,1.0128396050121107,-162791.24262980663,0.61088,617824.8027491459,0.15562,200000,195591.81010151835,-4408.189898481651,0.9779590505075918
2020-12-02,1,0.9950961122966944,-162791.24262980663,0.62972,617824.8027491459,0.15845,200000,200407.24130444397,407.2413044439745,1.00203620652222
2020-12-03,1,0.7018609743385302,-162791.24262980663,0.63046,617824.8027491459,0.16398,200000,203944.27798319282,3944.27798319282,1.019721389915964
2020-12-04,1,0.45529285951895127,-162791.24262980663,0.55367,617824.8027491459,0.14781,200000,181453.3114011963,-18546.68859880371,0.9072665570059815
2020-12-05,1,0.21858184529102015,-162791.24262980663,0.58517,617824.8027491459,0.15993,200000,194069.27215335483,-5930.727846645168,0.9703463607667742
2020-12-06,1,0.6431101385158638,-162791.24262980663,0.62107,617824.8027491459,0.15873,200000,199172.08800046594,-827.9119995340589,0.9958604400023296
2020-12-07,1,0.6460011848277862,-162791.24262980663,0.60818,617824.8027491459,0.15401,200000,194157.57581399177,-5842.424186008226,0.9707878790699589
2020-12-08,1,0.6009832426379929,-162791.24262980663,0.5589,617824.8027491459,0.1412,200000,178220.8876539783,-21779.11234602169,0.8911044382698915
2020-12-09,1,0.47783381751211484,-162791.24262980663,0.58265,617824.8027491459,0.14796,200000,186263.67533302045,-13736.324666979548,0.9313183766651023
2020-12-10,1,0.8018292173813099,-162791.24262980663,0.57267,617824.8027491459,0.14188,200000,180882.64393086018,-19117.356069139816,0.9044132196543009
2020-12-11,1,0.3547695882985054,-162791.24262980663,0.54945,617824.8027491459,0.13926,200000,175483.9302937933,-24516.069706206705,0.8774196514689665
2020-12-12,0,-2.437349877973155,0.0,0.50658,0.0,0.14438,200000,197011.5061210991,-2988.4938789008884,0.9850575306054956
2020-12-13,-2,-2.6503127029703917,0.0,0.51365,0.0,0.15406,200000,197011.5061210991,-2988.4938789008884,0.9850575306054956
2020-12-14,-2,-2.7706179574339758,0.0,0.4974,0.0,0.15877,200000,197011.5061210991,-2988.4938789008884,0.9850575306054956
2020-12-15,-2,-2.471303025363028,0.0,0.46793,0.0,0.15381,200000,197011.5061210991,-2988.4938789008884,0.9850575306054956
2020-12-16,-1,-1.1488935222655992,172996.17685068678,0.56941,-585855.5552548445,0.16814,200000,197011.5061210991,-2988.4938789008884,0.9850575306054956
2020-12-17,-1,-0.5921499311856806,172996.17685068678,0.5769,-585855.5552548445,0.16336,200000,195506.85793159262,-4493.142068407382,0.9775342896579631
2020-12-18,-1,-0.5325828357337413,172996.17685068678,0.58337,-585855.5552548445,0.16502,200000,197598.66341753962,-2401.3365824603825,0.9879933170876981
2020-12-19,-1,-0.594214910591436,172996.17685068678,0.57666,-585855.5552548445,0.16433,200000,196033.61873774562,-3966.3812622543774,0.9801680936887281
2020-12-20,-1,-0.77819445179465,172996.17685068678,0.55586,-585855.5552548445,0.16201,200000,191076.1133710601,-8923.886628939887,0.9553805668553006
2020-12-21,-1,-0.8960770331898124,172996.17685068678,0.51445,-585855.5552548445,0.15278,200000,178504.89491267095,-21495.10508732905,0.8925244745633547
2020-12-22,-2,-2.158160381417084,0.0,0.44642,0.0,0.15646,200000,211445.51302658848,11445.51302658848,1.0572275651329424
2020-12-23,-2,-3.166087734162283,0.0,0.2605,0.0,0.13635,200000,211445.51302658848,11445.51302658848,1.0572275651329424
2020-12-24,-2,-2.1045253613305968,0.0,0.33863,0.0,0.15304,200000,211445.51302658848,11445.51302658848,1.0572275651329424
2020-12-25,-2,-2.03586650848658,0.0,0.31768,0.0,0.15761,200000,211445.51302658848,11445.51302658848,1.0572275651329424
2020-12-26,-2,-1.9303093896517838,0.0,0.29481,0.0,0.15839,200000,211445.51302658848,11445.51302658848,1.0572275651329424
2020-12-27,-2,-1.7125409959261384,0.0,0.28407,0.0,0.15467,200000,211445.51302658848,11445.51302658848,1.0572275651329424
2020-12-28,-2,-1.94761338293592,0.0,0.24845,0.0,0.17627,200000,211445.51302658848,11445.51302658848,1.0572275651329424
2020-12-29,-2,-1.9296242645416493,0.0,0.22142,0.0,0.19067,200000,211445.51302658848,11445.51302658848,1.0572275651329424
2020-12-30,-2,-1.7161364463935356,0.0,0.21138,0.0,0.18389,200000,211445.51302658848,11445.51302658848,1.0572275651329424
2020-12-31,-2,-1.4822477379922645,0.0,0.21959,0.0,0.18134,200000,211445.51302658848,11445.51302658848,1.0572275651329424
2021-01-01,-1,-1.193026217801458,445223.4334763507,0.23746,-603819.5014752084,0.17509,200000,211445.51302658848,11445.51302658848,1.0572275651329424
2021-01-02,-1,-1.1835251351969183,445223.4334763507,0.22064,-603819.5014752084,0.17742,200000,205363.75431395348,5363.754313953483,1.0268187715697674
2021-01-03,-2,-1.2067869488800693,0.0,0.2254,0.0,0.20615,200000,235569.54135013325,35569.54135013325,1.1778477067506663
2021-01-04,-1,-1.1317743586255042,499829.28357762203,0.23565,-522837.2277834989,0.22528,200000,235569.54135013325,35569.54135013325,1.1778477067506663
2021-01-05,-1,-1.1865251791521971,499829.28357762203,0.22573,-522837.2277834989,0.25873,200000,248100.14012640127,48100.14012640127,1.2405007006320063
2021-01-06,-2,-1.2067800859956983,0.0,0.24854,0.0,0.33309,200000,285493.8234121567,85493.82341215672,1.4274691170607836
2021-01-07,0,-0.7787525244450485,0.0,0.32389,0.0,0.29928,200000,285493.8234121567,85493.82341215672,1.4274691170607836
2021-01-08,0,-0.7465758454949245,0.0,0.32032,0.0,0.30389,200000,285493.8234121567,85493.82341215672,1.4274691170607836
2021-01-09,0,-0.7934329736193475,0.0,0.32419,0.0,0.33062,200000,285493.8234121567,85493.82341215672,1.4274691170607836
2021-01-10,0,-0.6774350340531,0.0,0.31491,0.0,0.30153,200000,285493.8234121567,85493.82341215672,1.4274691170607836
2021-01-11,0,-0.6551260456842035,0.0,0.28743,0.0,0.2757,200000,285493.8234121567,85493.82341215672,1.4274691170607836
2021-01-12,0,-0.6493200097460927,0.0,0.29254,0.0,0.28888,200000,285493.8234121567,85493.82341215672,1.4274691170607836
2021-01-13,0,-0.6865451264864225,0.0,0.30582,0.0,0.3123,200000,285493.8234121567,85493.82341215672,1.4274691170607836
2021-01-14,0,-0.7337521276891706,0.0,0.29642,0.0,0.31201,200000,285493.8234121567,85493.82341215672,1.4274691170607836
