date,statusList,zscore,ZECUSDT_position,ZECUSDT_price,IOTAUSDT_position,IOTAUSDT_price,init,total_asset,pnl,return
2020-01-01,0,,0.0,28.07,0.0,0.1606,200000,200000.0,0.0,1.0
2020-01-02,0,,0.0,27.02,0.0,0.1584,200000,200000.0,0.0,1.0
2020-01-03,0,,0.0,28.41,0.0,0.1664,200000,200000.0,0.0,1.0
2020-01-04,0,,0.0,29.91,0.0,0.1734,200000,200000.0,0.0,1.0
2020-01-05,0,,0.0,30.81,0.0,0.1718,200000,200000.0,0.0,1.0
2020-01-06,0,,0.0,32.86,0.0,0.1826,200000,200000.0,0.0,1.0
2020-01-07,0,,0.0,32.24,0.0,0.1857,200000,200000.0,0.0,1.0
2020-01-08,0,,0.0,30.88,0.0,0.1811,200000,200000.0,0.0,1.0
2020-01-09,0,,0.0,30.83,0.0,0.177,200000,200000.0,0.0,1.0
2020-01-10,0,,0.0,33.69,0.0,0.1902,200000,200000.0,0.0,1.0
2020-01-11,0,,0.0,34.88,0.0,0.1918,200000,200000.0,0.0,1.0
2020-01-12,0,,0.0,35.52,0.0,0.1913,200000,200000.0,0.0,1.0
2020-01-13,0,,0.0,38.32,0.0,0.1884,200000,200000.0,0.0,1.0
2020-01-14,0,,0.0,43.83,0.0,0.2105,200000,200000.0,0.0,1.0
2020-01-15,0,,0.0,54.97,0.0,0.2335,200000,200000.0,0.0,1.0
2020-01-16,0,,0.0,50.8,0.0,0.2279,200000,200000.0,0.0,1.0
2020-01-17,0,,0.0,61.54,0.0,0.2383,200000,200000.0,0.0,1.0
2020-01-18,0,,0.0,51.16,0.0,0.2461,200000,200000.0,0.0,1.0
2020-01-19,0,,0.0,51.56,0.0,0.2462,200000,200000.0,0.0,1.0
2020-01-20,0,0.7701601231133112,0.0,53.68,0.0,0.2523,200000,200000.0,0.0,1.0
2020-01-21,0,0.6966258578290043,0.0,53.26,0.0,0.2503,200000,200000.0,0.0,1.0
2020-01-22,0,0.5047513597515568,0.0,52.21,0.0,0.249,200000,200000.0,0.0,1.0
2020-01-23,0,0.42537373545592355,0.0,49.6,0.0,0.2369,200000,200000.0,0.0,1.0
2020-01-24,0,0.22067384805308754,0.0,48.82,0.0,0.237,200000,200000.0,0.0,1.0
2020-01-25,0,0.24514272820029961,0.0,48.72,0.0,0.2344,200000,200000.0,0.0,1.0
2020-01-26,0,0.6380204243594383,0.0,53.65,0.0,0.2457,200000,200000.0,0.0,1.0
2020-01-27,0,0.5823054611618836,0.0,55.18,0.0,0.2522,200000,200000.0,0.0,1.0
2020-01-28,0,-0.5002796267810989,0.0,56.74,0.0,0.2863,200000,200000.0,0.0,1.0
2020-01-29,0,-0.35519246035670665,0.0,61.74,0.0,0.3041,200000,200000.0,0.0,1.0
2020-01-30,0,0.8367634415617096,0.0,66.3,0.0,0.294,200000,200000.0,0.0,1.0
2020-01-31,0,0.8003595773062088,0.0,66.51,0.0,0.2942,200000,200000.0,0.0,1.0
2020-02-01,0,0.027183182752247577,0.0,66.03,0.0,0.3059,200000,200000.0,0.0,1.0
2020-02-02,0,-0.06286068537467074,0.0,66.36,0.0,0.3083,200000,200000.0,0.0,1.0
2020-02-03,-2,-1.470441076249553,0.0,65.52,0.0,0.3363,200000,200000.0,0.0,1.0
2020-02-04,-2,-1.3955947990294786,0.0,64.34,0.0,0.3319,200000,200000.0,0.0,1.0
2020-02-05,0,0.3491738077383549,0.0,71.19,0.0,0.3267,200000,200000.0,0.0,1.0
2020-02-06,0,0.13587914144903454,0.0,70.14,0.0,0.3309,200000,200000.0,0.0,1.0
2020-02-07,0,0.2336232706581074,0.0,68.38,0.0,0.3209,200000,200000.0,0.0,1.0
2020-02-08,2,1.6610697088606698,0.0,70.02,0.0,0.3073,200000,200000.0,0.0,1.0
2020-02-09,0,0.8928438810268929,0.0,71.33,0.0,0.3226,200000,200000.0,0.0,1.0
2020-02-10,0,0.6889144965460918,0.0,69.77,0.0,0.3178,200000,200000.0,0.0,1.0
2020-02-11,0,0.5632347491401993,0.0,72.68,0.0,0.3322,200000,200000.0,0.0,1.0
2020-02-12,0,0.6068009287123276,0.0,73.12,0.0,0.3327,200000,200000.0,0.0,1.0
2020-02-13,0,0.8720828055552503,0.0,72.01,0.0,0.3224,200000,200000.0,0.0,1.0
2020-02-14,0,0.9924188846575095,0.0,72.92,0.0,0.3232,200000,200000.0,0.0,1.0
2020-02-15,0,0.7582187271567655,0.0,64.46,0.0,0.2883,200000,200000.0,0.0,1.0
2020-02-16,0,0.06950291758263095,0.0,60.0,0.0,0.2774,200000,200000.0,0.0,1.0
2020-02-17,0,0.9739248569705485,0.0,64.2,0.0,0.2834,200000,200000.0,0.0,1.0
2020-02-18,0,0.8638322546771547,0.0,65.74,0.0,0.2905,200000,200000.0,0.0,1.0
2020-02-19,2,1.4151050031281132,0.0,62.1,0.0,0.2672,200000,200000.0,0.0,1.0
2020-02-20,1,1.02762245626472,-1645.0074025333115,60.79,376506.0240963855,0.2656,200000,200000.0,0.0,1.0
2020-02-21,1,1.0054597091170785,-1645.0074025333115,61.56,376506.0240963855,0.2681,200000,202207.92076019163,2207.920760191628,1.0110396038009581
2020-02-22,1,0.4681470646527811,-1645.0074025333115,60.73,376506.0240963855,0.2704,200000,201708.52847151062,1708.5284715106245,1.0085426423575532
2020-02-23,1,0.7684809390819483,-1645.0074025333115,63.32,376506.0240963855,0.2777,200000,208717.59161997554,8717.591619975545,1.0435879580998777
2020-02-24,2,1.4051771621301146,0.0,60.7,0.0,0.2621,200000,201169.72041810938,1169.720418109384,1.0058486020905468
2020-02-25,1,1.093453272800624,-1762.791100754551,57.06,406239.33848568134,0.2476,200000,201169.72041810938,1169.720418109384,1.0058486020905468
2020-02-26,2,2.190823862351293,0.0,51.33,0.0,0.2151,200000,204271.7059115704,4271.705911570403,1.021358529557852
2020-02-27,2,2.7420441691767317,0.0,52.96,0.0,0.2151,200000,204271.7059115704,4271.705911570403,1.021358529557852
2020-02-28,1,1.0867112046087959,-2009.3616556322095,50.83,472632.35981390654,0.2161,200000,204271.7059115704,4271.705911570403,1.021358529557852
2020-02-29,1,0.40860500248013815,-2009.3616556322095,48.96,472632.35981390654,0.2122,200000,198670.93341226393,-1329.0665877360734,0.9933546670613196
2020-03-01,1,0.6689788282972643,-2009.3616556322095,49.1,472632.35981390654,0.2106,200000,198196.03226835022,-1803.9677316497837,0.990980161341751
2020-03-02,1,0.6010115945768043,-2009.3616556322095,52.33,472632.35981390654,0.2244,200000,211208.59698147414,11208.59698147414,1.0560429849073707
2020-03-03,0,-0.39314910862890495,0.0,50.78,0.0,0.2236,200000,200626.4951301845,626.495130184514,1.0031324756509226
2020-03-04,0,-0.6319834389262061,0.0,50.17,0.0,0.2222,200000,200626.4951301845,626.495130184514,1.0031324756509226
2020-03-05,0,-0.3166626418706344,0.0,51.84,0.0,0.2275,200000,200626.4951301845,626.495130184514,1.0031324756509226
2020-03-06,0,-0.15746288125331218,0.0,53.3,0.0,0.2326,200000,200626.4951301845,626.495130184514,1.0031324756509226
2020-03-07,0,-0.7037079179525094,0.0,50.59,0.0,0.2228,200000,200626.4951301845,626.495130184514,1.0031324756509226
2020-03-08,-2,-1.3267741392342076,0.0,42.83,0.0,0.1916,200000,200626.4951301845,626.495130184514,1.0031324756509226
2020-03-09,-2,-1.8208522984589064,0.0,42.18,0.0,0.1919,200000,200626.4951301845,626.495130184514,1.0031324756509226
2020-03-10,-2,-2.692334211221923,0.0,41.4,0.0,0.1978,200000,200626.4951301845,626.495130184514,1.0031324756509226
2020-03-11,-2,-2.433248024634144,0.0,40.24,0.0,0.1952,200000,200626.4951301845,626.495130184514,1.0031324756509226
2020-03-12,0,0.6920740696673408,0.0,25.45,0.0,0.1086,200000,200626.4951301845,626.495130184514,1.0031324756509226
2020-03-13,-2,-1.7197613985104783,0.0,27.34,0.0,0.1299,200000,200626.4951301845,626.495130184514,1.0031324756509226
2020-03-14,-2,-2.209936510062279,0.0,24.95,0.0,0.1244,200000,200626.4951301845,626.495130184514,1.0031324756509226
2020-03-15,-1,-1.1481900863662255,3906.279110790197,25.68,-825623.4367497305,0.1215,200000,200626.4951301845,626.495130184514,1.0031324756509226
2020-03-16,0,0.07050283774674199,0.0,24.68,0.0,0.1094,200000,194542.73065630297,-5457.269343697029,0.9727136532815148
2020-03-17,-2,-1.2936844515272363,0.0,25.06,0.0,0.1206,200000,194542.73065630297,-5457.269343697029,0.9727136532815148
2020-03-18,1,1.1369915544793145,3271.825271717171,29.73,-769551.9408872743,0.1264,200000,194542.73065630297,-5457.269343697029,0.9727136532815148
2020-03-19,0,-0.6068882772088345,0.0,31.95,0.0,0.1485,200000,184799.08486590633,-15200.915134093666,0.9239954243295316
2020-03-20,1,1.044567944590099,-2793.2147047446547,33.08,651159.5661237009,0.1419,200000,184799.08486590633,-15200.915134093666,0.9239954243295316
2020-03-21,2,1.4661813254058098,0.0,33.03,0.0,0.1385,200000,186873.3666554897,-13126.633344510308,0.9343668332774484
2020-03-22,1,1.0622064737340873,-3168.419237970324,29.49,741560.9787916257,0.126,200000,186873.3666554897,-13126.633344510308,0.9343668332774484
2020-03-23,0,0.16808120777392896,0.0,32.05,0.0,0.1432,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-03-24,0,0.4264284329070056,0.0,32.79,0.0,0.1446,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-03-25,0,0.5800075756931463,0.0,32.2,0.0,0.1409,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-03-26,0,0.163760565255044,0.0,32.46,0.0,0.1452,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-03-27,0,0.5733656980548654,0.0,31.01,0.0,0.1359,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-03-28,0,-0.3198188224018734,0.0,30.38,0.0,0.1394,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-03-29,0,-0.5894321028397375,0.0,28.22,0.0,0.1315,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-03-30,0,-0.4959641396596447,0.0,30.54,0.0,0.1413,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-03-31,0,-0.6266186231945984,0.0,30.9,0.0,0.1434,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-04-01,0,-0.7861086013774534,0.0,31.32,0.0,0.1471,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-04-02,0,-0.30232420958592787,0.0,32.23,0.0,0.1476,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-04-03,0,-0.3885911859991707,0.0,32.66,0.0,0.1492,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-04-04,0,-0.28663615839372536,0.0,33.03,0.0,0.1499,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-04-05,0,-0.4252699203823645,0.0,32.52,0.0,0.1486,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-04-06,0,0.3652991389640696,0.0,37.56,0.0,0.1661,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-04-07,0,-0.05896497129153663,0.0,36.45,0.0,0.164,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-04-08,0,-0.4038522969272132,0.0,37.86,0.0,0.172,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-04-09,2,1.7948030504515002,0.0,40.71,0.0,0.1725,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-04-10,0,0.7589661386090516,0.0,36.62,0.0,0.1611,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-04-11,0,0.6446856463039007,0.0,36.2,0.0,0.1603,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-04-12,0,0.5093076499928807,0.0,36.38,0.0,0.1616,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-04-13,0,0.4828247700423109,0.0,35.75,0.0,0.159,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-04-14,0,0.5137384588131301,0.0,35.51,0.0,0.158,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-04-15,2,2.20092089424861,0.0,35.08,0.0,0.1481,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-04-16,2,2.7498038390464807,0.0,38.74,0.0,0.1572,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-04-17,2,2.9256627613830246,0.0,40.4,0.0,0.1561,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-04-18,2,2.346728288054473,0.0,42.13,0.0,0.1627,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-04-19,2,3.2610962327542223,0.0,46.44,0.0,0.1558,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-04-20,2,2.076420462973512,0.0,41.89,0.0,0.1482,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-04-21,2,1.6154524002836312,0.0,42.09,0.0,0.1518,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-04-22,2,1.8895622573187638,0.0,45.53,0.0,0.156,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-04-23,2,1.2770379135455658,0.0,44.46,0.0,0.159,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-04-24,0,0.586164851958338,0.0,44.08,0.0,0.1677,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-04-25,0,0.519627249336143,0.0,44.7,0.0,0.17,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-04-26,0,0.07913221866808802,0.0,44.59,0.0,0.1764,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-04-27,0,0.12590619541154804,0.0,44.46,0.0,0.174,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-04-28,0,0.10597425691260348,0.0,44.62,0.0,0.1738,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-04-29,0,-0.08375991616146716,0.0,47.07,0.0,0.1859,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-04-30,0,-0.1290873808387094,0.0,44.76,0.0,0.1765,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-05-01,0,-0.2843267619448906,0.0,45.73,0.0,0.1816,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-05-02,0,-0.8020533584626929,0.0,46.5,0.0,0.1915,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-05-03,0,-0.7921000312982024,0.0,44.78,0.0,0.1827,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-05-04,-1,-1.1651427161089296,2069.8508753916144,44.02,-497895.27614611405,0.183,200000,182229.67106947774,-17770.328930522257,0.9111483553473887
2020-05-05,-2,-1.535864269223667,0.0,43.84,0.0,0.1876,200000,184892.56249732035,-15107.437502679648,0.9244628124866018
2020-05-06,-2,-1.2215697146081637,0.0,42.3,0.0,0.1776,200000,184892.56249732035,-15107.437502679648,0.9244628124866018
2020-05-07,-1,-1.0817221842398512,2092.9653893742397,44.17,-500250.43965725205,0.1848,200000,184892.56249732035,-15107.437502679648,0.9244628124866018
2020-05-08,-2,-1.379668301909329,0.0,46.76,0.0,0.2027,200000,188426.2650087059,-11573.734991294099,0.9421313250435295
2020-05-09,-2,-1.458047173316721,0.0,45.0,0.0,0.1976,200000,188426.2650087059,-11573.734991294099,0.9421313250435295
2020-05-10,-2,-1.5609214393905049,0.0,40.9,0.0,0.1834,200000,188426.2650087059,-11573.734991294099,0.9421313250435295
2020-05-11,-2,-1.3481547830992409,0.0,39.68,0.0,0.1768,200000,188426.2650087059,-11573.734991294099,0.9421313250435295
2020-05-12,-1,-1.1968055040983288,2232.0097726688687,42.21,-506794.6880277189,0.1859,200000,188426.2650087059,-11573.734991294099,0.9421313250435295
2020-05-13,-2,-1.4283658016132994,0.0,42.89,0.0,0.1923,200000,190151.98436666848,-9848.015633331524,0.9507599218333423
2020-05-14,-2,-2.2337299637554993,0.0,43.2,0.0,0.2092,200000,190151.98436666848,-9848.015633331524,0.9507599218333423
2020-05-15,-2,-1.7026291689649151,0.0,41.87,0.0,0.198,200000,190151.98436666848,-9848.015633331524,0.9507599218333423
2020-05-16,-2,-1.2767626508314545,0.0,42.51,0.0,0.1971,200000,190151.98436666848,-9848.015633331524,0.9507599218333423
2020-05-17,0,-0.13012816368098726,0.0,46.25,0.0,0.1994,200000,190151.98436666848,-9848.015633331524,0.9507599218333423
2020-05-18,0,0.20001544949192496,0.0,48.07,0.0,0.2042,200000,190151.98436666848,-9848.015633331524,0.9507599218333423
2020-05-19,0,0.7915687257503823,0.0,48.97,0.0,0.2022,200000,190151.98436666848,-9848.015633331524,0.9507599218333423
2020-05-20,0,0.9484583302735634,0.0,48.39,0.0,0.1992,200000,190151.98436666848,-9848.015633331524,0.9507599218333423
2020-05-21,1,1.1605052876858322,-2066.869395289875,46.0,505185.9308359949,0.1882,200000,190151.98436666848,-9848.015633331524,0.9507599218333423
2020-05-22,1,0.4688592837843907,-2066.869395289875,47.7,505185.9308359949,0.202,200000,200637.22818419803,637.2281841980293,1.0031861409209901
2020-05-23,1,0.4729732606214694,-2066.869395289875,46.91,505185.9308359949,0.1992,200000,197589.8807555782,-2410.119244421803,0.987949403777891
2020-05-24,1,0.6822796048189378,-2066.869395289875,45.0,505185.9308359949,0.1895,200000,188741.8566814654,-11258.143318534596,0.9437092834073271
2020-05-25,0,0.19170258523106504,0.0,45.94,0.0,0.1978,200000,185178.18726692552,-14821.812733074476,0.9258909363346276
2020-05-26,0,0.09184742642935623,0.0,44.85,0.0,0.1943,200000,185178.18726692552,-14821.812733074476,0.9258909363346276
2020-05-27,0,0.5177146829583927,0.0,46.21,0.0,0.1967,200000,185178.18726692552,-14821.812733074476,0.9258909363346276
2020-05-28,0,0.4903900600152391,0.0,47.73,0.0,0.2032,200000,185178.18726692552,-14821.812733074476,0.9258909363346276
2020-05-29,0,0.1497727114630572,0.0,46.6,0.0,0.2012,200000,185178.18726692552,-14821.812733074476,0.9258909363346276
2020-05-30,2,1.6428524365972637,0.0,54.55,0.0,0.2188,200000,185178.18726692552,-14821.812733074476,0.9258909363346276
2020-05-31,0,0.2367252473680536,0.0,51.51,0.0,0.2197,200000,185178.18726692552,-14821.812733074476,0.9258909363346276
2020-06-01,0,-0.08657858068426727,0.0,54.65,0.0,0.2364,200000,185178.18726692552,-14821.812733074476,0.9258909363346276
2020-06-02,-1,-1.0818323052780392,1798.5449423749567,51.48,-396018.36455715465,0.2338,200000,185178.18726692552,-14821.812733074476,0.9258909363346276
2020-06-03,-2,-2.109560306009114,0.0,52.83,0.0,0.2515,200000,189759.67664738098,-10240.323352619016,0.9487983832369049
2020-06-04,-2,-2.102236486354037,0.0,52.24,0.0,0.2492,200000,189759.67664738098,-10240.323352619016,0.9487983832369049
2020-06-05,-2,-1.347246662802365,0.0,52.57,0.0,0.2411,200000,189759.67664738098,-10240.323352619016,0.9487983832369049
2020-06-06,-2,-1.3115817900441196,0.0,52.83,0.0,0.2435,200000,189759.67664738098,-10240.323352619016,0.9487983832369049
2020-06-07,-2,-1.22187761738202,0.0,52.21,0.0,0.2412,200000,189759.67664738098,-10240.323352619016,0.9487983832369049
2020-06-08,-1,-1.0318595180646655,1807.2350156893426,52.5,-392877.1773237702,0.2415,200000,189759.67664738098,-10240.323352619016,0.9487983832369049
2020-06-09,-2,-1.4569758587157333,0.0,51.98,0.0,0.2469,200000,192820.9756130878,-7179.024386912206,0.964104878065439
2020-06-10,0,-0.5697817101069773,0.0,55.21,0.0,0.2509,200000,192820.9756130878,-7179.024386912206,0.964104878065439
2020-06-11,0,-0.21574237267704122,0.0,49.64,0.0,0.2222,200000,192820.9756130878,-7179.024386912206,0.964104878065439
2020-06-12,0,0.3577321994959099,0.0,51.61,0.0,0.2251,200000,192820.9756130878,-7179.024386912206,0.964104878065439
2020-06-13,0,0.556440974196956,0.0,52.81,0.0,0.2287,200000,192820.9756130878,-7179.024386912206,0.964104878065439
2020-06-14,0,0.5459934569134459,0.0,51.1,0.0,0.2215,200000,192820.9756130878,-7179.024386912206,0.964104878065439
2020-06-15,2,1.295548983999156,0.0,52.2,0.0,0.218,200000,192820.9756130878,-7179.024386912206,0.964104878065439
2020-06-16,2,1.4067271772502834,0.0,52.97,0.0,0.2193,200000,192820.9756130878,-7179.024386912206,0.964104878065439
2020-06-17,0,0.8509978832189559,0.0,52.91,0.0,0.2248,200000,192820.9756130878,-7179.024386912206,0.964104878065439
2020-06-18,0,0.5677337528571792,0.0,51.95,0.0,0.2237,200000,192820.9756130878,-7179.024386912206,0.964104878065439
2020-06-19,0,0.9298320230088888,0.0,51.41,0.0,0.2193,200000,192820.9756130878,-7179.024386912206,0.964104878065439
2020-06-20,1,1.0700466894729923,-1875.690424251827,51.4,442656.050535096,0.2178,200000,192820.9756130878,-7179.024386912206,0.964104878065439
2020-06-21,1,0.6699715694500126,-1875.690424251827,50.51,442656.050535096,0.2177,200000,191107.34553045017,-8892.65446954983,0.9555367276522508
2020-06-22,1,0.463626604230122,-1875.690424251827,53.53,442656.050535096,0.2323,200000,203234.70894950308,3234.7089495030814,1.0161735447475153
2020-06-23,2,2.3541792240895245,0.0,58.23,0.0,0.2287,200000,200806.99025989522,806.9902598952176,1.0040349512994762
2020-06-24,2,1.7984189446579173,0.0,55.2,0.0,0.2201,200000,200806.99025989522,806.9902598952176,1.0040349512994762
2020-06-25,2,1.7526569199581348,0.0,55.81,0.0,0.2203,200000,200806.99025989522,806.9902598952176,1.0040349512994762
2020-06-26,2,1.9082494035909736,0.0,55.7,0.0,0.215,200000,200806.99025989522,806.9902598952176,1.0040349512994762
2020-06-27,2,1.5761741256530026,0.0,52.24,0.0,0.2031,200000,200806.99025989522,806.9902598952176,1.0040349512994762
2020-06-28,0,0.8187493117461077,0.0,51.81,0.0,0.2088,200000,200806.99025989522,806.9902598952176,1.0040349512994762
2020-06-29,0,0.4280608847993924,0.0,52.42,0.0,0.2148,200000,200806.99025989522,806.9902598952176,1.0040349512994762
2020-06-30,-1,-1.1451032542092663,1951.8564372073797,51.44,-443086.9158426638,0.2266,200000,200806.99025989522,806.9902598952176,1.0040349512994762
2020-07-01,-2,-1.3521019496617586,0.0,51.86,0.0,0.2305,200000,201715.24952805453,1715.2495280545263,1.0085762476402726
2020-07-02,-2,-1.4311508318731525,0.0,51.18,0.0,0.2292,200000,201715.24952805453,1715.2495280545263,1.0085762476402726
2020-07-03,-1,-1.0915219135247147,1973.3442528669002,51.11,-447262.1940755089,0.2255,200000,201715.24952805453,1715.2495280545263,1.0085762476402726
2020-07-04,-2,-1.9262919057685566,0.0,51.43,0.0,0.2403,200000,207703.25983945467,7703.259839454666,1.0385162991972734
2020-07-05,-2,-1.4714118506318403,0.0,51.16,0.0,0.2353,200000,207703.25983945467,7703.259839454666,1.0385162991972734
2020-07-06,0,-0.8186630461484457,0.0,55.55,0.0,0.2467,200000,207703.25983945467,7703.259839454666,1.0385162991972734
2020-07-07,0,-0.7737630714665007,0.0,55.08,0.0,0.2447,200000,207703.25983945467,7703.259839454666,1.0385162991972734
2020-07-08,0,-0.6855616668361534,0.0,57.94,0.0,0.2565,200000,207703.25983945467,7703.259839454666,1.0385162991972734
2020-07-09,0,-0.8246170392316328,0.0,56.86,0.0,0.2548,200000,207703.25983945467,7703.259839454666,1.0385162991972734
2020-07-10,0,-0.7352667004706399,0.0,56.07,0.0,0.2507,200000,207703.25983945467,7703.259839454666,1.0385162991972734
2020-07-11,0,-0.7101617453101555,0.0,55.84,0.0,0.2499,200000,207703.25983945467,7703.259839454666,1.0385162991972734
2020-07-12,0,-0.031161212095911262,0.0,58.65,0.0,0.2511,200000,207703.25983945467,7703.259839454666,1.0385162991972734
2020-07-13,0,0.8789155143427853,0.0,61.26,0.0,0.249,200000,207703.25983945467,7703.259839454666,1.0385162991972734
2020-07-14,1,1.1217791759368188,-1674.4861322110178,62.02,417410.08810179797,0.2488,200000,207703.25983945467,7703.259839454666,1.0385162991972734
2020-07-15,1,1.1569527227241831,-1674.4861322110178,61.14,417410.08810179797,0.2453,200000,204768.77673475267,4768.776734752668,1.0238438836737633
2020-07-16,1,0.9697867568546896,-1674.4861322110178,59.1,417410.08810179797,0.2413,200000,199683.184672635,-316.8153273650096,0.998415923363175
2020-07-17,2,1.2437488925072153,0.0,59.5,0.0,0.2411,200000,206697.61246466672,6697.612464666716,1.0334880623233336
2020-07-18,2,1.313810786900306,0.0,59.06,0.0,0.2386,200000,206697.61246466672,6697.612464666716,1.0334880623233336
2020-07-19,0,0.344922485990913,0.0,58.38,0.0,0.2478,200000,206697.61246466672,6697.612464666716,1.0334880623233336
2020-07-20,0,-0.31309081265265315,0.0,57.05,0.0,0.2501,200000,206697.61246466672,6697.612464666716,1.0334880623233336
2020-07-21,0,0.2651822171358393,0.0,62.45,0.0,0.2655,200000,206697.61246466672,6697.612464666716,1.0334880623233336
2020-07-22,0,-0.1726336769615906,0.0,64.28,0.0,0.2787,200000,206697.61246466672,6697.612464666716,1.0334880623233336
2020-07-23,0,-0.4883189510190086,0.0,63.51,0.0,0.2796,200000,206697.61246466672,6697.612464666716,1.0334880623233336
2020-07-24,0,0.22347438143570944,0.0,63.01,0.0,0.267,200000,206697.61246466672,6697.612464666716,1.0334880623233336
